DiseaseID	DiseaseName	SourceName	SourceID
UMLS:C0007273	Carotid artery disorder	MONDO	MONDO:0005269
UMLS:C0007274	Carotid artery thrombosis	MONDO	MONDO:0006690
UMLS:C0007279	Carotid body paraganglioma	MONDO	MONDO:0021053
UMLS:C0007282	Carotid artery stenosis	Human Phenotype Ontology	HP:0100546
UMLS:C0007286	Carpal tunnel syndrome	MONDO	MONDO:0007275
UMLS:C0007361	Cat scratch disease		
UMLS:C0007384	Cataplexy	Human Phenotype Ontology	HP:0002524
UMLS:C0007398	Catatonia	MONDO	MONDO:0800105
UMLS:C0007459	Cauda equina syndrome with neurogenic bladder	MONDO	MONDO:0020767
UMLS:C0007462	Complex regional pain syndrome type 2	MONDO	MONDO:0020572
UMLS:C0007527	Cecal disorder	MONDO	MONDO:0002031
UMLS:C0007528	Cecal neoplasm	MONDO	MONDO:0005694
UMLS:C0007570	Celiac disease	MONDO	MONDO:0005130
UMLS:C0007642	Cellulitis	MONDO	MONDO:0005230
UMLS:C0007659	Cementoma	Human Phenotype Ontology	HP:0012328
UMLS:C0007688	Central retinal artery occlusion	MONDO	MONDO:0001633
UMLS:C0007722	Cephalohematoma	Human Phenotype Ontology	HP:0012541
UMLS:C0007758	Cerebellar ataxia	MONDO	MONDO:0000437
UMLS:C0007760	Cerebellar disorder	MONDO	MONDO:0002427
UMLS:C0007762	Cerebellar neoplasm	MONDO	MONDO:0002913
UMLS:C0007771	Intracranial arteriosclerosis	MONDO	MONDO:0001632
UMLS:C0007773	Cerebral arteritis	MONDO	MONDO:0001277
UMLS:C0007774	Cerebral arterial disease	MONDO	MONDO:0006693
UMLS:C0007775	Cerebral atherosclerosis	MONDO	MONDO:0006694
UMLS:C0007785	cerebral infarction		
UMLS:C0007787	Transient ischemic attack	MONDO	MONDO:0005264
UMLS:C0007789	Cerebral palsy	MONDO	MONDO:0006497
UMLS:C0007795	Schilder disease	MONDO	MONDO:0010085
UMLS:C0007815	Cerebrospinal fluid rhinorrhoea	Human Phenotype Ontology	HP:0030998
UMLS:C0007820	Cerebrovascular disorder	MONDO	MONDO:0011057
UMLS:C0007847	Cervix cancer	Human Phenotype Ontology	HP:0030079
UMLS:C0007855	Cervical polyp	MONDO	MONDO:0000751
UMLS:C0007859	Neck pain	Human Phenotype Ontology	HP:0030833
UMLS:C0007860	Cervicitis	MONDO	MONDO:0002345
UMLS:C0007863	Occipital neuralgia	Human Phenotype Ontology	HP:0012318
UMLS:C0007867	Cervix disorder	MONDO	MONDO:0002256
UMLS:C0007868	Dysplasia of cervix	MONDO	MONDO:0006736
UMLS:C0007871	Cervical insufficiency	Human Phenotype Ontology	HP:0030009
UMLS:C0007873	Neoplasm of uterine cervix	NCBI curation	
UMLS:C0007876	Caesarian section	Human Phenotype Ontology	HP:0011410
UMLS:C0007933	Chalazion	MONDO	MONDO:0005844
UMLS:C0007947	Chancroid	MONDO	MONDO:0001797
UMLS:C0007959	Charcot-Marie-Tooth disease	MONDO	MONDO:0015626
UMLS:C0007965	Chédiak-Higashi syndrome		
UMLS:C0007971	Cheilitis	MONDO	MONDO:0002102
UMLS:C0008029	Fibrous dysplasia of jaw		
UMLS:C0008031	Chest pain	Human Phenotype Ontology	HP:0100749
UMLS:C0008033	Pleuritic chest pain		
UMLS:C0008039	Cheyne-Stokes respiration	Human Phenotype Ontology	HP:0012196
UMLS:C0008043	Postpartum amenorrhea-galactorrhea syndrome	MONDO	MONDO:0043226
UMLS:C0008049	Chickenpox	MONDO	MONDO:0005700
UMLS:C0008055	Chikungunya fever		
UMLS:C0008058	Chilblains	Human Phenotype Ontology	HP:0009710
UMLS:C0008073	Developmental disorder		
UMLS:C0008127	Chinese restaurant syndrome		
UMLS:C0008153	Chlamydiaceae infections	MONDO	MONDO:0020776
UMLS:C0008297	Choanal atresia	MONDO	MONDO:0012155
UMLS:C0008301	choking		
UMLS:C0008309	Bile duct adenoma	MONDO	MONDO:0006108
UMLS:C0008311	Cholangitis	MONDO	MONDO:0004789
UMLS:C0008312	Primary biliary cirrhosis	Human Phenotype Ontology	HP:0002613
UMLS:C0008313	Sclerosing cholangitis	MONDO	MONDO:0018646
UMLS:C0008325	Cholecystitis	MONDO	MONDO:0002155
UMLS:C0008340	Bile duct cyst	MONDO	MONDO:0018805
UMLS:C0008350	Cholelithiasis	MONDO	MONDO:0012672
UMLS:C0008354	Cholera	MONDO	MONDO:0015766
UMLS:C0008370	Cholestasis	MONDO	MONDO:0001751
UMLS:C0008372	Intrahepatic cholestasis	MONDO	MONDO:0019072
UMLS:C0008373	Cholesteatoma	MONDO	MONDO:0006530
UMLS:C0008384	Cholesteryl ester storage disease	MONDO	MONDO:0019149
UMLS:C0008412	Choline deficiency disease	MONDO	MONDO:0004575
UMLS:C0008441	Chondroblastoma	MONDO	MONDO:0004997
UMLS:C0008445	Chondrodysplasia punctata	MONDO	MONDO:0019701
UMLS:C0008449	Cartilage development disorder	MONDO	MONDO:0020779
UMLS:C0008475	Chondromalacia of patella		
UMLS:C0008476	Synovial chondromatosis	MONDO	MONDO:0006438
UMLS:C0008479	Chondrosarcoma	MONDO	MONDO:0008977
UMLS:C0008487	Chordoma	MONDO	MONDO:0008978
UMLS:C0008489	Chorea	Human Phenotype Ontology	HP:0002072
UMLS:C0008493	Invasive hydatidiform mole	MONDO	MONDO:0020549
UMLS:C0008495	Chorioamnionitis	MONDO	MONDO:0000409
UMLS:C0008497	Choriocarcinoma	MONDO	MONDO:0005207
UMLS:C0008512	Chorioretinal scar	Human Phenotype Ontology	HP:0007777
UMLS:C0008513	Chorioretinitis	MONDO	MONDO:0004674
UMLS:C0008519	Heterotopia	Human Phenotype Ontology	HP:0002282
UMLS:C0008522	Choroid hemorrhage	Human Phenotype Ontology	HP:0011887
UMLS:C0008523	Choroid neoplasm	MONDO	MONDO:0021258
UMLS:C0008525	Choroideremia	MONDO	MONDO:0010557
UMLS:C0008526	Choroiditis	MONDO	MONDO:0001280
UMLS:C0008533	Hereditary factor IX deficiency disease		
UMLS:C0008626	Congenital chromosomal disease		
UMLS:C0008677	Chronic bronchitis	Human Phenotype Ontology	HP:0004469
UMLS:C0008680	Chronic eosinophilic pneumonia	MONDO	MONDO:0004806
UMLS:C0008681	Chronic ethmoidal sinusitis	MONDO	MONDO:0004757
UMLS:C0008683	Chronic frontal sinusitis	MONDO	MONDO:0001120
UMLS:C0008684	Chronic gingivitis	MONDO	MONDO:0020782
UMLS:C0008698	Chronic maxillary sinusitis	MONDO	MONDO:0001122
UMLS:C0008701	Chronic tic disorder	MONDO	MONDO:0001074
UMLS:C0008707	Chronic osteomyelitis	NCBI curation	
UMLS:C0008711	Chronic rhinitis	Human Phenotype Ontology	HP:0002257
UMLS:C0008712	Chronic sphenoidal sinusitis	MONDO	MONDO:0001123
UMLS:C0008728	Eosinophilic granulomatosis with polyangiitis	MONDO	MONDO:0015943
UMLS:C0008732	Chylous ascites	MONDO	MONDO:0008829
UMLS:C0008733	Chylothorax	Human Phenotype Ontology	HP:0010310
UMLS:C0008767	Scarring	Human Phenotype Ontology	HP:0100699
UMLS:C0008780	Primary ciliary dyskinesia	MONDO	MONDO:0016575
UMLS:C0008909	Claustrophobia	Human Phenotype Ontology	HP:0025253
UMLS:C0008924	Cleft upper lip	Human Phenotype Ontology	HP:0000204
UMLS:C0008928	Cleidocranial dysostosis		
UMLS:C0009021	Clonorchiasis	MONDO	MONDO:0005705
UMLS:C0009024	Clonus	Human Phenotype Ontology	HP:0002169
UMLS:C0009080	Clubbing of fingers	Human Phenotype Ontology	HP:0100759
UMLS:C0009081	Clubfoot	MONDO	MONDO:0007342
UMLS:C0009088	Cluster headache	Human Phenotype Ontology	HP:0012199
UMLS:C0009171	Cocaine abuse	MONDO	MONDO:0004456
UMLS:C0009186	Coccidioidomycosis	MONDO	MONDO:0005706
UMLS:C0009187	Coccidiosis	MONDO	MONDO:0005707
UMLS:C0009197	Cochlear disorder	MONDO	MONDO:0003452
UMLS:C0009207	Cockayne syndrome	MONDO	MONDO:0016006
UMLS:C0009225	Coenurosis	MONDO	MONDO:0000293
UMLS:C0009241	Cognitive disorder	MONDO	MONDO:0002039
UMLS:C0009250	Pulmonary coin lesion	MONDO	MONDO:0006931
UMLS:C0009319	Colitis	MONDO	MONDO:0005292
UMLS:C0009324	Ulcerative colitis	MONDO	MONDO:0005101
UMLS:C0009326	Rheumatic disorder	MONDO	MONDO:0005554
UMLS:C0009363	Congenital ocular coloboma		
UMLS:C0009373	Colonic disorder	MONDO	MONDO:0003409
UMLS:C0009374	Functional colonic disease	MONDO	MONDO:0002802
UMLS:C0009375	Colonic neoplasm	MONDO	MONDO:0005401
UMLS:C0009376	Polyp of colon	MONDO	MONDO:0021400
UMLS:C0009377	Colonic pseudo-obstruction	MONDO	MONDO:0002801
UMLS:C0009400	Colorado tick fever	MONDO	MONDO:0005708
UMLS:C0009402	Colorectal carcinoma	MONDO	MONDO:0024331
UMLS:C0009404	Neoplasm of the large intestine	Human Phenotype Ontology	HP:0100834
UMLS:C0009405	Hereditary nonpolyposis colorectal neoplasms		
UMLS:C0009421	Coma	Human Phenotype Ontology	HP:0001259
UMLS:C0009426	Combat disorder	MONDO	MONDO:0004049
UMLS:C0009440	Common bile duct disorder	MONDO	MONDO:0002886
UMLS:C0009442	Common bile duct neoplasm	MONDO	MONDO:0006709
UMLS:C0009443	Common cold	MONDO	MONDO:0005709
UMLS:C0009447	Common variable agammaglobulinemia	NCBI curation	
UMLS:C0009450	Infectious disease	MONDO	MONDO:0005550
UMLS:C0009451	Communicating hydrocephalus	MONDO	MONDO:0002045
UMLS:C0009460	communication disorder		
UMLS:C0009492	Compartment syndrome	MONDO	MONDO:0004001
UMLS:C0009592	Brain compression	MONDO	MONDO:0001291
UMLS:C0009663	Genital warts	Human Phenotype Ontology	HP:0032301
UMLS:C0009676	Confusion	Human Phenotype Ontology	HP:0001289
UMLS:C0009677	Congenital macroglossia	MONDO	MONDO:0007927
UMLS:C0009681	Abnormality of the pulmonary artery	Human Phenotype Ontology	HP:0004414
UMLS:C0009691	Developmental cataract	Human Phenotype Ontology	HP:0000519
UMLS:C0009714	Congenital hepatic fibrosis	Human Phenotype Ontology	HP:0002612
UMLS:C0009763	Conjunctivitis	Human Phenotype Ontology	HP:0000509
UMLS:C0009765	Acute hemorrhagic conjunctivitis	MONDO	MONDO:0005634
UMLS:C0009766	Allergic conjunctivitis	Human Phenotype Ontology	HP:0007879
UMLS:C0009768	Bacterial conjunctivitis	MONDO	MONDO:0006668
UMLS:C0009769	Giant papillary conjunctivitis	MONDO	MONDO:0002308
UMLS:C0009773	Vernal conjunctivitis	MONDO	MONDO:0002313
UMLS:C0009774	Viral conjunctivitis	MONDO	MONDO:0043541
UMLS:C0009782	Connective tissue disorder	MONDO	MONDO:0003900
UMLS:C0009789	consanguinity		
UMLS:C0009806	Constipation	Human Phenotype Ontology	HP:0002019
UMLS:C0009812	Constitutional symptom	Human Phenotype Ontology	HP:0025142
UMLS:C0009952	Febrile seizure (within the age range of 3 months to 6 years)	Human Phenotype Ontology	HP:0002373
UMLS:C0009995	Triatrial heart	MONDO	MONDO:0015450
UMLS:C0010034	Corneal disorder	MONDO	MONDO:0000942
UMLS:C0010036	Corneal dystrophy	MONDO	MONDO:0018102
UMLS:C0010037	corneal edema		
UMLS:C0010038	Corneal opacity	Human Phenotype Ontology	HP:0007957
UMLS:C0010043	Corneal ulceration	Human Phenotype Ontology	HP:0012804
UMLS:C0010051	Coronary aneurysm	MONDO	MONDO:0006714
UMLS:C0010054	Coronary artery atherosclerosis	Human Phenotype Ontology	HP:0001677
UMLS:C0010068	Coronary heart disease		
UMLS:C0010072	Coronary thrombosis	MONDO	MONDO:0006716
UMLS:C0010073	Coronary artery spasm	Human Phenotype Ontology	HP:0025497
UMLS:C0010078	Coronaviridae infectious disease	MONDO	MONDO:0005718
UMLS:C0010093	Corpus luteum cyst	MONDO	MONDO:0001625
UMLS:C0010200	Cough	Human Phenotype Ontology	HP:0012735
UMLS:C0010201	chronic cough		
UMLS:C0010232	Cowpox	MONDO	MONDO:0005720
UMLS:C0010246	Coxsackievirus infectious disease	MONDO	MONDO:0005721
UMLS:C0010266	Cranial nerve neuropathy	MONDO	MONDO:0003569
UMLS:C0010267	Cranial nerve neoplasm	MONDO	MONDO:0002633
UMLS:C0010269	Cranial neuralgia	MONDO	MONDO:0016374
UMLS:C0010273	Crouzon syndrome	MONDO	MONDO:0007405
UMLS:C0010276	Craniopharyngioma	MONDO	MONDO:0018907
UMLS:C0010278	Craniosynostosis syndrome		
UMLS:C0010308	Congenital hypothyroidism	MONDO	MONDO:0018612
UMLS:C0010314	5p partial monosomy syndrome		
UMLS:C0010324	Crigler-Najjar syndrome type 1	MONDO	MONDO:0021020
UMLS:C0010334	Criss-cross heart	MONDO	MONDO:0015449
UMLS:C0010346	Crohn disease	MONDO	MONDO:0005011
UMLS:C0010380	Croup	MONDO	MONDO:0005722
UMLS:C0010392	Crush syndrome	MONDO	MONDO:0043549
UMLS:C0010403	Cryoglobulinemia	MONDO	MONDO:0005576
UMLS:C0010414	Cryptococcosis	MONDO	MONDO:0005724
UMLS:C0010417	Cryptorchidism	MONDO	MONDO:0009047
UMLS:C0010418	Cryptosporidiosis	MONDO	MONDO:0015474
UMLS:C0010481	Cushing syndrome	MONDO	MONDO:0018912
UMLS:C0010495	Cutis laxa	MONDO	MONDO:0016175
UMLS:C0010520	Cyanosis	Human Phenotype Ontology	HP:0000961
UMLS:C0010606	Adenoid cystic carcinoma	MONDO	MONDO:0004971
UMLS:C0010631	Cystadenocarcinoma	MONDO	MONDO:0005596
UMLS:C0010633	Cystadenoma	MONDO	MONDO:0002369
UMLS:C0010635	Mucinous cystadenoma	MONDO	MONDO:0006859
UMLS:C0010636	Papillary cystadenoma	MONDO	MONDO:0021091
UMLS:C0010666	Cystic acne	Human Phenotype Ontology	HP:0033188
UMLS:C0010668	Congenital pulmonary airway malformation	MONDO	MONDO:0016580
UMLS:C0010674	Cystic fibrosis	MONDO	MONDO:0009061
UMLS:C0010678	Cysticercosis	MONDO	MONDO:0015484
UMLS:C0010691	Cystinuria	MONDO	MONDO:0009067
UMLS:C0010692	Urinary bladder inflammation	Human Phenotype Ontology	HP:0100577
UMLS:C0010701	Phyllodes tumor	MONDO	MONDO:0005078
UMLS:C0010823	Cytomegalovirus infection	MONDO	MONDO:0005132
UMLS:C0010930	Dacryocystitis	MONDO	MONDO:0004926
UMLS:C0010964	Dandy-Walker syndrome	MONDO	MONDO:0009072
UMLS:C0011053	Deafness	Human Phenotype Ontology	HP:0000365
UMLS:C0011071	Sudden death	Human Phenotype Ontology	HP:0001699
UMLS:C0011103	Decerebrate rigidity	Human Phenotype Ontology	HP:0025013
UMLS:C0011119	Decompression sickness	MONDO	MONDO:0020797
UMLS:C0011124	Decreased libido	Human Phenotype Ontology	HP:0046504
UMLS:C0011127	Pressure ulcer	Human Phenotype Ontology	HP:0012399
UMLS:C0011168	Dysphagia	Human Phenotype Ontology	HP:0002015
UMLS:C0011175	Dehydration	Human Phenotype Ontology	HP:0001944
UMLS:C0011194	Deja vu aura	Human Phenotype Ontology	HP:0012005
UMLS:C0011195	Dejerine-Sottas disease	NCBI curation	
UMLS:C0011206	Delirium	MONDO	MONDO:0045057
UMLS:C0011251	Delusional disorder	MONDO	MONDO:0004359
UMLS:C0011253	Delusions	Human Phenotype Ontology	HP:0000746
UMLS:C0011263	Multi-infarct dementia	MONDO	MONDO:0043224
UMLS:C0011269	Vascular dementia	MONDO	MONDO:0004648
UMLS:C0011302	Demyelinating disease of central nervous system	MONDO	MONDO:0020800
UMLS:C0011303	Demyelinating disease	MONDO	MONDO:0002562
UMLS:C0011311	Dengue disease	MONDO	MONDO:0005502
UMLS:C0011320	Dens in dente	Human Phenotype Ontology	HP:0011088
UMLS:C0011334	Carious teeth	Human Phenotype Ontology	HP:0000670
UMLS:C0011351	Enamel hypoplasia	Human Phenotype Ontology	HP:0006297
UMLS:C0011401	Dental pulp calcification	MONDO	MONDO:0003542
UMLS:C0011405	Dental pulp disorder	MONDO	MONDO:0003394
UMLS:C0011406	Exposure, dental pulp	MONDO	MONDO:0020812
UMLS:C0011407	Dental pulp necrosis	MONDO	MONDO:0001326
UMLS:C0011428	Dentigerous cyst	MONDO	MONDO:0020815
UMLS:C0011430	Dentin dysplasia	MONDO	MONDO:0015613
UMLS:C0011432	Dentin sensitivity	MONDO	MONDO:0004059
UMLS:C0011434	Secondary dentine	MONDO	MONDO:0020818
UMLS:C0011436	Dentinogenesis imperfecta	MONDO	MONDO:0018849
UMLS:C0011548	Dependent personality disorder	MONDO	MONDO:0001157
UMLS:C0011573	Endogenous depression	MONDO	MONDO:0012048
UMLS:C0011581	Depression	Human Phenotype Ontology	HP:0000716
UMLS:C0011606	Erythroderma	Human Phenotype Ontology	HP:0001019
UMLS:C0011608	Dermatitis herpetiformis	MONDO	MONDO:0015614
UMLS:C0011615	Atopic eczema	MONDO	MONDO:0004980
UMLS:C0011616	Contact dermatitis	MONDO	MONDO:0005480
UMLS:C0011620	Stasis dermatitis	Human Phenotype Ontology	HP:0033564
UMLS:C0011630	Dermatomycosis	MONDO	MONDO:0002040
UMLS:C0011633	Dermatomyositis	MONDO	MONDO:0016367
UMLS:C0011636	Dermatophytosis	MONDO	MONDO:0004678
UMLS:C0011638	Dermatophytosis of groin and perianal area	MONDO	MONDO:0001405
UMLS:C0011644	Scleroderma	MONDO	MONDO:0019340
UMLS:C0011645	Dermatosis papulosa nigra	MONDO	MONDO:0007446
UMLS:C0011649	Dermoid cyst	MONDO	MONDO:0002378
UMLS:C0011757	Developmental coordination disorder	MONDO	MONDO:0004922
UMLS:C0011813	Dextrocardia	MONDO	MONDO:0015661
UMLS:C0011848	Diabetes insipidus	MONDO	MONDO:0004782
UMLS:C0011849	Diabetes mellitus	MONDO	MONDO:0005015
UMLS:C0011854	Diabetes mellitus type 1		
UMLS:C0011859	Lipoatrophic diabetes	MONDO	MONDO:0005827
UMLS:C0011860	Type 2 diabetes mellitus	MONDO	MONDO:0005148
UMLS:C0011876	Diabetic cataract	MONDO	MONDO:0001687
UMLS:C0011880	Diabetic ketoacidosis	MONDO	MONDO:0012819
UMLS:C0011882	Diabetic neuropathy	MONDO	MONDO:0006626
UMLS:C0011884	Diabetic retinopathy	MONDO	MONDO:0005266
UMLS:C0011981	Diaphragmatic eventration	MONDO	MONDO:0006726
UMLS:C0011985	Diaphragmitis	MONDO	MONDO:0020830
UMLS:C0011989	Diaphyseal dysplasia	Human Phenotype Ontology	HP:0100252
UMLS:C0011991	Diarrhea	Human Phenotype Ontology	HP:0002014
UMLS:C0011992	Infantile diarrhea	MONDO	MONDO:0043555
UMLS:C0011993	VIPoma	MONDO	MONDO:0019960
UMLS:C0011998	Diastema	Human Phenotype Ontology	HP:0000699
UMLS:C0011999	Diastematomyelia	MONDO	MONDO:0009106
UMLS:C0012102	Dicrocoeliasis	MONDO	MONDO:0005729
UMLS:C0012147	Dientamoebiasis	MONDO	MONDO:0024608
UMLS:C0012236	DiGeorge syndrome	MONDO	MONDO:0008564
UMLS:C0012482	Dioctophymiasis	MONDO	MONDO:0000298
UMLS:C0012517	Dipetalonemiasis	MONDO	MONDO:0005731
UMLS:C0012546	Diphtheria	MONDO	MONDO:0005504
UMLS:C0012553	Anterior nasal diphtheria	MONDO	MONDO:0020838
UMLS:C0012554	Pseudomembranous diphtheritic conjunctivitis	MONDO	MONDO:0020843
UMLS:C0012555	Cutaneous diphtheria	MONDO	MONDO:0001479
UMLS:C0012556	Faucial diphtheria	MONDO	MONDO:0020860
UMLS:C0012557	Laryngeal diphtheria	MONDO	MONDO:0020863
UMLS:C0012558	Nasopharyngeal diphtheria	MONDO	MONDO:0020866
UMLS:C0012561	Diphyllobothriasis	MONDO	MONDO:0015260
UMLS:C0012569	Diplopia	Human Phenotype Ontology	HP:0000651
UMLS:C0012602	Dirofilariasis	MONDO	MONDO:0015636
UMLS:C0012628	Discrete subaortic stenosis	MONDO	MONDO:0006729
UMLS:C0012634	Disease or disorder	MONDO	MONDO:0000001
UMLS:C0012691	Joint dislocation	Human Phenotype Ontology	HP:0001373
UMLS:C0012714	Disorder of copper metabolism	MONDO	MONDO:0017762
UMLS:C0012715	Iron metabolism disease	MONDO	MONDO:0002279
UMLS:C0012734	Disruptive behavior disorder	MONDO	MONDO:0800106
UMLS:C0012736	Dissecting aortic dilatation	Human Phenotype Ontology	HP:0002622
UMLS:C0012739	Disseminated intravascular coagulation	MONDO	MONDO:0001243
UMLS:C0012746	Dissociative disorder	MONDO	MONDO:0001160
UMLS:C0012813	Diverticulitis	MONDO	MONDO:0004235
UMLS:C0012814	Diverticulitis of colon	MONDO	MONDO:0001674
UMLS:C0012819	Colonic diverticula	Human Phenotype Ontology	HP:0002253
UMLS:C0013069	Double outlet right ventricle	MONDO	MONDO:0018089
UMLS:C0013080	Complete trisomy 21 syndrome		
UMLS:C0013100	Infection by Dracunculus medinensis		
UMLS:C0013132	Drooling	Human Phenotype Ontology	HP:0002307
UMLS:C0013144	Drowsiness	Human Phenotype Ontology	HP:0002329
UMLS:C0013182	Drug allergy	MONDO	MONDO:0000775
UMLS:C0013203	Drug resistance	NCBI curation	
UMLS:C0013238	Dry eye syndrome	MONDO	MONDO:0006733
UMLS:C0013240	Alveolar periostitis	MONDO	MONDO:0001752
UMLS:C0013261	Duane retraction syndrome	MONDO	MONDO:0007473
UMLS:C0013264	Duchenne muscular dystrophy	MONDO	MONDO:0010679
UMLS:C0013274	Patent ductus arteriosus	MONDO	MONDO:0011827
UMLS:C0013278	Duffy Blood group system		
UMLS:C0013288	Dumping syndrome	MONDO	MONDO:0001979
UMLS:C0013289	Duodenal disorder	MONDO	MONDO:0002866
UMLS:C0013292	Duodenal obstruction	MONDO	MONDO:0002688
UMLS:C0013295	Duodenal ulcer	MONDO	MONDO:0005412
UMLS:C0013298	Duodenitis	Human Phenotype Ontology	HP:0033117
UMLS:C0013299	Duodenogastric reflux	MONDO	MONDO:0006735
UMLS:C0013312	Contracture of palmar fascia		
UMLS:C0013336	Severe short stature	Human Phenotype Ontology	HP:0003510
UMLS:C0013338	Pituitary dwarfism	MONDO	MONDO:0006909
UMLS:C0013362	Dysarthria	Human Phenotype Ontology	HP:0001260
UMLS:C0013363	Abnormal autonomic nervous system physiology	Human Phenotype Ontology	HP:0012332
UMLS:C0013364	Familial dysautonomia		
UMLS:C0013369	Dysentery	MONDO	MONDO:0001517
UMLS:C0013370	Amebic dysentery	MONDO	MONDO:0024275
UMLS:C0013371	Shigellosis	MONDO	MONDO:0019345
UMLS:C0013374	Dysgammaglobulinemia	MONDO	MONDO:0001342
UMLS:C0013377	Dysgerminoma	MONDO	MONDO:0003002
UMLS:C0013378	Parageusia	Human Phenotype Ontology	HP:0031249
UMLS:C0013384	Dyskinesia	Human Phenotype Ontology	HP:0100660
UMLS:C0013386	Drug-induced dyskinesia	MONDO	MONDO:0006732
UMLS:C0013390	Dysmenorrhea	Human Phenotype Ontology	HP:0100607
UMLS:C0013393	Dysostosis	MONDO	MONDO:0018234
UMLS:C0013395	Dyspepsia	MONDO	MONDO:0002268
UMLS:C0013403	B-K mole (nevus) syndrome		
UMLS:C0013404	Dyspnea	Human Phenotype Ontology	HP:0002094
UMLS:C0013405	Paroxysmal dyspnea	Human Phenotype Ontology	HP:0012763
UMLS:C0013421	Dystonic disorder	MONDO	MONDO:0003441
UMLS:C0013423	Torsion dystonia	MONDO	MONDO:0044843
UMLS:C0013426	Vulvar dystrophy	MONDO	MONDO:0001938
UMLS:C0013428	Dysuria	Human Phenotype Ontology	HP:0100518
UMLS:C0013447	Disorder of ear	MONDO	MONDO:0021205
UMLS:C0013449	Neoplasm of the ear	Human Phenotype Ontology	HP:0012780
UMLS:C0013456	Ear pain	Human Phenotype Ontology	HP:0030766
UMLS:C0013473	eating disorder		
UMLS:C0013481	Ebstein anomaly	MONDO	MONDO:0009144
UMLS:C0013491	Ecchymosis	Human Phenotype Ontology	HP:0031364
UMLS:C0013502	Echinococcosis	MONDO	MONDO:0005738
UMLS:C0013514	Echinostomiasis	MONDO	MONDO:0005739
UMLS:C0013528	Echolalia	MONDO	MONDO:0002904
UMLS:C0013533	Echovirus infectious disease	MONDO	MONDO:0005740
UMLS:C0013537	Eclampsia	MONDO	MONDO:0001754
UMLS:C0013568	Ecthyma	MONDO	MONDO:0001404
UMLS:C0013570	Contagious pustular dermatitis	MONDO	MONDO:0005717
UMLS:C0013575	Ectodermal dysplasia	Human Phenotype Ontology	HP:0000968
UMLS:C0013578	Parasitic ectoparasitic infectious disease	MONDO	MONDO:0002875
UMLS:C0013580	Ectopia cordis	MONDO	MONDO:0018664
UMLS:C0013581	Ectopia lentis	Human Phenotype Ontology	HP:0001083
UMLS:C0013592	Ectropion	MONDO	MONDO:0002043
UMLS:C0013595	Eczema	Human Phenotype Ontology	HP:0000964
UMLS:C0013604	Edema	Human Phenotype Ontology	HP:0000969
UMLS:C0013720	Ehlers-Danlos syndrome	MONDO	MONDO:0020066
UMLS:C0013743	Eisenmenger syndrome	MONDO	MONDO:0019944
UMLS:C0013882	Elephantiasis	MONDO	MONDO:0005424
UMLS:C0013884	Filarial elephantiasis	MONDO	MONDO:0005761
UMLS:C0013902	Hereditary elliptocytosis	MONDO	MONDO:0017319
UMLS:C0013903	Ellis-van Creveld syndrome	MONDO	MONDO:0009162
UMLS:C0014008	Empty sella syndrome	MONDO	MONDO:0006740
UMLS:C0014009	Empyema	MONDO	MONDO:0005242
UMLS:C0014013	Pleural empyema	MONDO	MONDO:0018667
UMLS:C0014014	Tuberculous empyema	MONDO	MONDO:0005999
UMLS:C0014034	Enanthema	Human Phenotype Ontology	HP:0030249
UMLS:C0014038	Encephalitis	MONDO	MONDO:0019956
UMLS:C0014040	Encephalitis lethargica	MONDO	MONDO:0019384
UMLS:C0014057	Japanese encephalitis virus disease		
UMLS:C0014059	Acute disseminated encephalomyelitis	MONDO	MONDO:0019383
UMLS:C0014060	St. Louis encephalitis	MONDO	MONDO:0005969
UMLS:C0014061	Tick-borne encephalitis	MONDO	MONDO:0017572
UMLS:C0014065	Cephalocele	MONDO	MONDO:0017078
UMLS:C0014066	Nasal encephalocele	MONDO	MONDO:0015394
UMLS:C0014067	Occipital encephalocele	MONDO	MONDO:0017080
UMLS:C0014068	Encephalomalacia	MONDO	MONDO:0006741
UMLS:C0014070	Encephalomyelitis	MONDO	MONDO:0005156
UMLS:C0014077	Acute hemorrhagic leukoencephalitis	MONDO	MONDO:0011716
UMLS:C0014078	Venezuelan equine encephalitis virus infection	NCBI curation	
UMLS:C0014084	Enchondromatosis		
UMLS:C0014100	Endarteritis	MONDO	MONDO:0043576
