DiseaseID	GeneID  AssociatedGenes	RelatedGenes	ConceptID	DiseaseName	SourceName	DiseaseMIM	LastUpdated
HP:0003715		BAG3	C2678065	Myofibrillar myopathy	Human Phenotype Ontology		16 Feb 2016
HP:0003741		COL6A1	C0699743	Congenital muscular dystrophy	Human Phenotype Ontology		16 Feb 2016
HP:0004401		GUCY2C	C2939175	Meconium ileus	Human Phenotype Ontology		16 Feb 2016
HP:0004439	FGFR2		C0010273	Crouzon syndrome	Human Phenotype Ontology	123500.0	Apr 19 2022
HP:0004602		GDF3	C0022738	Klippel-Feil syndrome	Human Phenotype Ontology		19 Apr 2022
HP:0004808	CBFB		C0023467	Acute myeloid leukemia	Human Phenotype Ontology	601626.0	Feb 16 2016
HP:0004836	NUMA1		C0023487	Acute promyelocytic leukemia	Human Phenotype Ontology	612376.0	Feb 16 2016
HP:0004840		SLC11A2	C0271901	Hypochromic microcytic anemia	Human Phenotype Ontology		16 Feb 2016
HP:0004912		CLCN5	C1704375	Hypophosphatemic rickets	Human Phenotype Ontology		16 Feb 2016
HP:0005110		ABCC9	C0004238	Atrial fibrillation	Human Phenotype Ontology		06 Jul 2018
HP:0005508		MYD88	C0024419	Waldenstrom macroglobulinemia	Human Phenotype Ontology		22 Jan 2021
HP:0005511	HBA1		C0700299	Heinz body anemia	Human Phenotype Ontology	140700.0	Feb 16 2016
HP:0005575		C3	C0019061	Hemolytic-uremic syndrome	Human Phenotype Ontology		10 Apr 2018
HP:0005627	HOXD13		C0220664	Brachydactyly type D	Human Phenotype Ontology	113200.0	Apr 19 2022
HP:0005684		ECEL1	C0265213	Distal arthrogryposis	Human Phenotype Ontology		16 Feb 2016
HP:0005890	SLC39A14		C1840404	Hyperostosis cranialis interna	Human Phenotype Ontology	144755.0	Feb 16 2016
HP:0005978	ABCC8		C0011860	Type 2 diabetes mellitus	Human Phenotype Ontology	125853.0	Apr 19 2022
HP:0006315	SHH		C1840235	Solitary median maxillary central incisor syndrome	Human Phenotype Ontology	147250.0	Apr 19 2022
HP:0006510		CFTR	C0024117	Chronic obstructive pulmonary disease	Human Phenotype Ontology		19 Apr 2022
HP:0006717		EWSR1	C3489398	Peripheral neuroepithelioma	Human Phenotype Ontology		16 Feb 2016
HP:0006765	EXT1		C0008479	Chondrosarcoma	Human Phenotype Ontology	215300.0	Feb 16 2016
HP:0006770	FLCN		CN074294	Nonpapillary renal cell carcinoma	Human Phenotype Ontology	144700.0	Apr 19 2022
HP:0006775	CCND1		C0026764	Multiple myeloma	Human Phenotype Ontology	254500.0	Feb 16 2016
HP:0006779	FOXO1		C0206655	Alveolar rhabdomyosarcoma	Human Phenotype Ontology	268220.0	Sep  1 2021
HP:0006780	CDC73		C0687150	Parathyroid carcinoma	Human Phenotype Ontology	608266.0	Feb 16 2016
HP:0006785	DYSF		C0686353	Limb-girdle muscular dystrophy	Human Phenotype Ontology		Feb 16 2016
HP:0007018	DRD4		C1263846	Attention deficit hyperactivity disorder	Human Phenotype Ontology	143465.0	Feb 16 2016
HP:0007269	GEMIN2		C0026847	Spinal muscular atrophy	Human Phenotype Ontology		Feb 16 2016
HP:0007354	C9orf72		C0002736	Amyotrophic lateral sclerosis	Human Phenotype Ontology		Feb 16 2016
HP:0007379		AKT1	C0042065	Neoplasm of the genitourinary tract	Human Phenotype Ontology		04 Apr 2018
HP:0007443	KIT		C0080024	Partial albinism	Human Phenotype Ontology	172800.0	Feb 16 2016
HP:0007455	SMARCAD1		C1852150	Adermatoglyphia	Human Phenotype Ontology	136000.0	Feb 16 2016
HP:0007607		EDA	CN236709	Hypohidrotic ectodermal dysplasia	Human Phenotype Ontology		01 Jun 2016
HP:0007642		CACNA1F	C0339535	Congenital stationary night blindness	Human Phenotype Ontology		16 Feb 2016
HP:0007700		CPAMD8	C1862839	Anterior segment dysgenesis	Human Phenotype Ontology		19 Apr 2022
HP:0007707	FOXE3		C1853230	Congenital primary aphakia	Human Phenotype Ontology	610256.0	Apr 19 2022
HP:0007868		ABCA4	C0242383	Age-related macular degeneration	Human Phenotype Ontology		16 Feb 2016
HP:0008237	TRH		C0220998	Hypothalamic hypothyroidism	Human Phenotype Ontology	275120.0	Feb 16 2016
HP:0008258		CYP11B1	C0001627	Congenital adrenal hyperplasia	Human Phenotype Ontology		16 Feb 2016
HP:0008660		ACE	C0266313	Renal tubular dysgenesis	Human Phenotype Ontology		19 Apr 2022
HP:0009059		AGPAT2	C0221032	Congenital generalized lipodystrophy	Human Phenotype Ontology		01 Sep 2021
HP:0009069	MT-TT		C1838876	Lethal infantile mitochondrial myopathy	Human Phenotype Ontology	551000.0	Apr  4 2018
HP:0009733		BRCA2	C0017638	Glioma	Human Phenotype Ontology		16 Feb 2016
HP:0009806		AQP2	C0162283	Nephrogenic diabetes insipidus	Human Phenotype Ontology		16 Feb 2016
HP:0009919	RB1		C0035335	Retinoblastoma	Human Phenotype Ontology	180200.0	Feb 16 2016
HP:0010636	EMX2		C0266484	Schizencephaly	Human Phenotype Ontology	269160.0	Mar 26 2021
HP:0010816	FGFR3		C0334082	Epidermal nevus	Human Phenotype Ontology	162900.0	Feb 16 2016
HP:0010906	HAL		C0220992	Histidinemia	Human Phenotype Ontology	235800.0	Apr 19 2022
HP:0010980		APOA2	C0020476	Hyperlipoproteinemia	Human Phenotype Ontology		16 Feb 2016
HP:0011516	PDE6C		C0152200	Achromatopsia	Human Phenotype Ontology		Feb 16 2016
HP:0011521	OPN1MW		C4551635	Deuteranopia	Human Phenotype Ontology	303800.0	Apr  4 2018
HP:0011533	KCNJ13		C1860405	Snowflake vitreoretinal degeneration	Human Phenotype Ontology	193230.0	Feb 16 2016
HP:0011536	GDF1		C3178806	Right atrial isomerism	Human Phenotype Ontology	208530.0	Apr 21 2022
HP:0011704		HCN4	C0037052	Sick sinus syndrome	Human Phenotype Ontology		16 Feb 2016
HP:0011974	CALR		C0001815	Myelofibrosis	Human Phenotype Ontology	254450.0	Feb 16 2016
HP:0012035	KRT17		C0259771	Steatocystoma multiplex	Human Phenotype Ontology	184500.0	Feb 16 2016
HP:0012068	AGA		C0268225	Aspartylglucosaminuria	Human Phenotype Ontology	208400.0	Mar 19 2018
HP:0012108	OPTN		C0339573	Primary open angle glaucoma	Human Phenotype Ontology	137760.0	Nov 24 2021
HP:0012114	CDH1		C0476089	Endometrial carcinoma	Human Phenotype Ontology	608089.0	Feb 16 2016
HP:0012126	APC		C0024623	Gastric cancer	Human Phenotype Ontology	613659.0	Apr 19 2022
HP:0012167	SLITRK1		C0040953	Trichotillomania	Human Phenotype Ontology	613229.0	Apr 19 2022
HP:0012205	SPATA16		C0403825	Globozoospermia	Human Phenotype Ontology	102530.0	Feb 16 2016
HP:0012209	ARHGAP26		C0349639	Juvenile myelomonocytic leukemia	Human Phenotype Ontology	607785.0	Feb 16 2016
HP:0012218	ASPSCR1		C0206657	Alveolar soft part sarcoma	Human Phenotype Ontology	606243.0	Sep  1 2021
HP:0012239	TF		C0521802	Atransferrinemia	Human Phenotype Ontology	209300.0	Feb 16 2016
HP:0012254	EWSR1		C0553580	Ewing sarcoma	Human Phenotype Ontology	612219.0	Apr 15 2021
HP:0012539		BCL10	C0024305	Non-Hodgkin lymphoma	Human Phenotype Ontology		06 Jul 2018
HP:0012570	SSX1		C0039101	Synovial sarcoma	Human Phenotype Ontology	300813.0	Feb 16 2016
HP:0025104		GNAQ	C0340803	Capillary malformation	Human Phenotype Ontology		04 Apr 2018
HP:0025478		GJA5	C0541782	Atrial standstill	Human Phenotype Ontology		04 Apr 2018
HP:0030080	MYC		C0006413	Burkitt lymphoma	Human Phenotype Ontology	113970.0	Jul  6 2018
HP:0030357	RB1		C0149925	Small cell lung carcinoma	Human Phenotype Ontology	182280.0	Jan 22 2021
HP:0030434	CTNNB1		C0206711	Pilomatrixoma	Human Phenotype Ontology	132600.0	Feb 16 2016
HP:0030511	RGS9		C1842073	Bradyopsia	Human Phenotype Ontology	608415.0	Apr  4 2018
HP:0030636	RP1L1		C3150833	Occult macular dystrophy	Human Phenotype Ontology	613587.0	Feb 16 2016
HP:0030961	LTBP2		C1562061	Microspherophakia	Human Phenotype Ontology	251750.0	Feb 16 2016
HP:0031287	PIK3CA		C0022603	Seborrheic keratosis	Human Phenotype Ontology	182000.0	May  9 2020
HP:0033543		CHRNA4	C0028043	Nicotine addiction	Human Phenotype Ontology		20 Apr 2022
HP:0040144	L2HGDH		C1855995	L-2-hydroxyglutaric aciduria	Human Phenotype Ontology	236792.0	Feb 16 2016
HP:0040175	PLA2G7		C3280315	Platelet-activating factor acetylhydrolase deficiency	Human Phenotype Ontology	614278.0	Feb 16 2016
HP:0045005	CCL2		C0027794	Neural tube defect	Human Phenotype Ontology	182940.0	Feb 16 2016
HP:0100252	TGFB1		C0011989	Diaphyseal dysplasia	Human Phenotype Ontology	131300.0	Feb 16 2016
HP:0100580	ASCC1		C0004763	Barrett esophagus	Human Phenotype Ontology	614266.0	Apr 10 2018
HP:0100723	KIT		C0238198	Gastrointestinal stromal tumor	Human Phenotype Ontology	606764.0	Apr 19 2022
HP:0100753	APOL2		C0036341	Schizophrenia	Human Phenotype Ontology	181500.0	Feb 16 2016
HP:0100834		AKT1	C0009404	Neoplasm of the large intestine	Human Phenotype Ontology		16 Feb 2016
HP:0200022	TP53		C0205770	Choroid plexus papilloma	Human Phenotype Ontology	260500.0	Feb 16 2016
HP:0200151	KIT		C1136033	Cutaneous mastocytosis	Human Phenotype Ontology	154800.0	Feb 16 2016
MONDO:0000023		LARS1	CN228161	Infantile liver failure	MONDO		08 Apr 2021
MONDO:0000044		CLCN5	CN296404	Hereditary hypophosphatemic rickets	MONDO		19 Apr 2021
MONDO:0000065		ACE	CN357508	Microvascular complications of diabetes, susceptibility	MONDO		19 Apr 2022
MONDO:0000075		GARS1	CN169884	Neuronopathy, distal hereditary motor	MONDO		19 Apr 2022
MONDO:0000088		KISS1R	C0034013	Precocious puberty	MONDO		16 Feb 2016
MONDO:0000104		SLC11A2	C2673913	Anemia, hypochromic microcytic with iron overload	MONDO		19 Apr 2022
MONDO:0000107		EDN1	C1865295	Auriculocondylar syndrome	MONDO		16 Feb 2016
MONDO:0000128		DCAF8	C5200933	Giant axonal neuropathy	MONDO		05 Feb 2020
MONDO:0000141		BUB1B	C4551972	Mosaic variegated aneuploidy syndrome	MONDO		16 Aug 2017
MONDO:0000153		CFC1	C0040761	Transposition of the great arteries	MONDO		16 Feb 2016
MONDO:0000181		PLK4	CN263236	Microcephaly and chorioretinopathy	MONDO		02 Feb 2020
MONDO:0000188		SLC2A1	C1847501	GLUT1 deficiency syndrome	MONDO		22 Apr 2020
MONDO:0000192		GYG1	CN228160	Polyglucosan body myopathy	MONDO		16 Feb 2016
MONDO:0000208	TRMT10A		C4014997	Microcephaly, short stature, and impaired glucose metabolism 1	MONDO	616033.0	Aug 24 2016
MONDO:0000211		PDE10A	C4511004	Striatal degeneration, autosomal dominant	MONDO		19 Apr 2022
MONDO:0000358		BMP4	C3266076	Orofacial cleft	MONDO		16 Feb 2016
MONDO:0000359	HES7		C0265343	Spondylocostal dysostosis	MONDO		Feb 18 2022
MONDO:0000387		SLC11A2	C0271901	Hypochromic microcytic anemia	MONDO		16 Feb 2016
MONDO:0000389		FLNB	CN163181	Atelosteogenesis	MONDO		16 Feb 2016
MONDO:0000390		IMPG1	C0339510	Vitelliform macular dystrophy	MONDO		16 Feb 2016
MONDO:0000448		DLST	C0030421	Paraganglioma	MONDO		16 Feb 2016
MONDO:0000453		KCNH2	C2348199	Short QT syndrome	MONDO		19 Apr 2022
MONDO:0000456		GAMT	CN227588	Cerebral creatine deficiency syndrome	MONDO		16 Feb 2016
MONDO:0000507	HNRNPA1		C1833662	Inclusion body myopathy with Paget disease of bone and frontotemporal dementia	MONDO		Apr 19 2022
MONDO:0000561	ITPR1		C1847725	Spinocerebellar ataxia type 16	MONDO	606658.0	Apr 19 2022
MONDO:0000700		ATP1A2	C0338484	Familial hemiplegic migraine	MONDO		16 Feb 2016
MONDO:0000732		AARS2	C4540031	Combined oxidative phosphorylation deficiency	MONDO		16 Feb 2016
MONDO:0000766		COL8A2	C5441823	Corneal endothelial dystrophy	MONDO		23 Apr 2021
MONDO:0000820	KRIT1		C2919945	Cerebral cavernous malformation	MONDO	116860.0	Feb 16 2016
MONDO:0000863		PUS1	C1838103	Myopathy, lactic acidosis, and sideroblastic anemia	MONDO		19 Apr 2022
MONDO:0000902	SLC12A6		C0795950	Agenesis of the corpus callosum with peripheral neuropathy	MONDO	218000.0	Apr 17 2020
MONDO:0000903		KCTD17	CN295306	Myoclonus-dystonia syndrome	MONDO		26 Feb 2021
MONDO:0000908	CTNNA3		C3810138	Arrhythmogenic right ventricular dysplasia 13	MONDO	615616.0	Apr 19 2022
MONDO:0000909	CLCNKA		C4310805	Bartter disease type 4B	MONDO	613090.0	Apr 19 2022
MONDO:0000913	SPTB		C2674219	Hereditary spherocytosis type 2	MONDO	616649.0	Apr 19 2022
MONDO:0000914	NOTCH3		C4551768	Cerebral arteriopathy, autosomal dominant, with subcortical infarcts and leukoencephalopathy, type 1	MONDO	125310.0	Apr 19 2022
MONDO:0000984		HBA1	C0039730	Thalassemia	MONDO		16 Feb 2016
MONDO:0001029		GDF3	C0022738	Klippel-Feil syndrome	MONDO		19 Apr 2022
MONDO:0001056	APC		C0024623	Gastric cancer	MONDO	613659.0	Apr 19 2022
MONDO:0001134		ADD1	C0085580	Essential hypertension	MONDO		16 Feb 2016
MONDO:0001150		CCDC88C	C0020255	Hydrocephalus	MONDO		16 Feb 2016
MONDO:0001245		SLC11A2	C5194182	Microcytic anemia	MONDO		16 Feb 2016
MONDO:0001315	SLC6A2		C1535893	Neurocirculatory asthenia	MONDO	604715.0	Apr 19 2022
MONDO:0001516	GEMIN2		C0026847	Spinal muscular atrophy	MONDO		Feb 16 2016
MONDO:0001549		C3	C0019061	Hemolytic-uremic syndrome	MONDO		10 Apr 2018
MONDO:0001586		IDUA	C0023786	Mucopolysaccharidosis type 1	MONDO		17 Apr 2020
MONDO:0001823		HCN4	C0037052	Sick sinus syndrome	MONDO		16 Feb 2016
MONDO:0001999		BMPR2	C0152171	Primary pulmonary hypertension	MONDO		21 Apr 2021
MONDO:0002009	FKBP5		C1269683	Major depressive disorder	MONDO	608516.0	Jul  6 2018
MONDO:0002012		MCEE	C0268583	Methylmalonic acidemia	MONDO		16 Feb 2016
MONDO:0002247		F10	C0015519	Factor X deficiency	MONDO		16 Feb 2016
MONDO:0002412		AGL	C0017919	Glycogen storage disease	MONDO		16 Feb 2016
MONDO:0002442	KCNE1		C0023976	Long QT syndrome	MONDO		Feb 16 2016
MONDO:0002447	CDH1		C0476089	Endometrial carcinoma	MONDO	608089.0	Feb 16 2016
MONDO:0002474		AGXT	C0020501	Primary hyperoxaluria	MONDO		16 Feb 2016
MONDO:0002507		REST	C0376480	Gingival overgrowth	MONDO		18 Nov 2021
MONDO:0002629	CHEK2		C0585442	Bone osteosarcoma	MONDO	259500.0	Sep  6 2021
MONDO:0003233		DRD3	C0270736	Essential tremor	MONDO		16 Feb 2016
MONDO:0003321		BRCA2	C0677779	Hereditary Wilms tumor	MONDO		06 Apr 2021
MONDO:0003582	BRCA1		C0677776	Hereditary breast ovarian cancer syndrome	MONDO		Apr 19 2022
MONDO:0003803		NOTCH1	C1260873	Aortic valve disorder	MONDO		19 Mar 2021
MONDO:0004573	SLC52A1		C0035528	Ariboflavinosis	MONDO	615026.0	Jul 14 2021
MONDO:0004691		GANAB	C0085413	Autosomal dominant polycystic kidney disease	MONDO		03 Feb 2021
MONDO:0004822		CFTR	C0006267	Bronchiectasis	MONDO		20 Nov 2016
MONDO:0004907		HR	C0002170	Alopecia	MONDO		16 Feb 2016
MONDO:0004951	CCL11		C1836230	Susceptibility to HIV infection	MONDO	609423.0	Apr 19 2022
MONDO:0004975	APP		C0002395	Alzheimer disease	MONDO		Feb 19 2020
MONDO:0004976	C9orf72		C0002736	Amyotrophic lateral sclerosis	MONDO		Feb 16 2016
MONDO:0004980		FLG	C0011615	Atopic eczema	MONDO		19 Apr 2022
MONDO:0004981		ABCC9	C0004238	Atrial fibrillation	MONDO		06 Jul 2018
MONDO:0004994		ABCC9	C0878544	Cardiomyopathy	MONDO		16 Feb 2016
MONDO:0005002		CFTR	C0024117	Chronic obstructive pulmonary disease	MONDO		19 Apr 2022
MONDO:0005041		ASB10	C0017601	Glaucoma	MONDO		16 Feb 2016
MONDO:0005072		ALK	C0027819	Neuroblastoma	MONDO		16 Feb 2016
MONDO:0005073		HRAS	C0027962	Melanocytic nevus	MONDO		16 Feb 2016
MONDO:0005090	APOL2		C0036341	Schizophrenia	MONDO	181500.0	Feb 16 2016
MONDO:0005105		BRAF	C0025202	Melanoma	MONDO		16 Feb 2016
MONDO:0005130		CTLA4	C0007570	Celiac disease	MONDO		16 Feb 2016
MONDO:0005138	FASLG		C0684249	Lung carcinoma	MONDO		Nov 12 2020
MONDO:0005148	ABCC8		C0011860	Type 2 diabetes mellitus	MONDO	125853.0	Apr 19 2022
MONDO:0005150		ABCA4	C0242383	Age-related macular degeneration	MONDO		16 Feb 2016
MONDO:0005180		ADH1C	C0030567	Parkinson disease	MONDO		16 Feb 2016
MONDO:0005258	PTCHD1		C1510586	Autism spectrum disorder	MONDO		Jul  6 2018
MONDO:0005259		NLGN3	C0236792	Asperger syndrome	MONDO		26 Apr 2021
MONDO:0005363		ACTN4	C0017668	Focal segmental glomerulosclerosis	MONDO		16 Feb 2016
MONDO:0005439	APOB		C0020445	Familial hypercholesterolemia	MONDO		Jan 15 2020
MONDO:0005516	SLC26A2		C0029422	Osteochondrodysplasia	MONDO		Feb 16 2016
MONDO:0005520		CLCN5	C0035579	Rickets	MONDO		16 Feb 2016
MONDO:0005575	AKT1		C0346629	Colorectal cancer	MONDO	114500.0	Apr 19 2022
MONDO:0005593		CTSC	CN305296	Chronic periodontitis	MONDO		21 Dec 2021
MONDO:0005711		ZFPM2	C0235833	Congenital diaphragmatic hernia	MONDO		16 Feb 2016
MONDO:0005804		PRLR	C0020514	Hyperprolactinemia	MONDO		08 Jun 2021
MONDO:0005824		TLR5	C0023241	Legionnaires' disease	MONDO		04 Jun 2020
MONDO:0005835	MLH1		C4552100	Lynch syndrome	MONDO		Feb 16 2016
MONDO:0006007		ROBO2	C0042580	Vesicoureteral reflux	MONDO		16 Feb 2016
MONDO:0006507		BMP2	C0392514	Hereditary hemochromatosis	MONDO		16 Feb 2016
MONDO:0006527		ITPR2	C0003028	Anhidrosis	MONDO		04 Apr 2018
MONDO:0006536		AGPAT2	C0221032	Congenital generalized lipodystrophy	MONDO		01 Sep 2021
MONDO:0006543	COL7A1		C0079294	Epidermolysis bullosa dystrophica	MONDO		Jan  3 2022
MONDO:0006618	ADGRE2		C0157743	Vibratory urticaria	MONDO	125630.0	Aug 24 2016
MONDO:0006664		ACTC1	C0018817	Atrial septal defect	MONDO		16 Feb 2016
MONDO:0006928	CAPN5		C0242852	Proliferative vitreoretinopathy	MONDO	193235.0	Apr 19 2022
MONDO:0007032	CHRM3		C0033770	Prune belly syndrome	MONDO	100100.0	Feb 16 2016
MONDO:0007034		ARHGAP31	C0265268	Adams-Oliver syndrome	MONDO		16 Feb 2016
MONDO:0007037	FGFR3		C0001080	Achondroplasia	MONDO	100800.0	Feb 16 2016
MONDO:0007042	FGFR2		C0175699	Saethre-Chotzen syndrome	MONDO	101400.0	Feb 16 2016
MONDO:0007043	FGFR1		C0220658	Pfeiffer syndrome	MONDO	101600.0	Feb 16 2016
MONDO:0007044	PRKAR1A		C3276228	Acrodysostosis 1 with or without hormone resistance	MONDO	101800.0	Feb 16 2016
MONDO:0007055	FBN1		C0265287	Acromicric dysplasia	MONDO	102370.0	Feb 16 2016
MONDO:0007064	ADA		C1863236	Severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, NK cell-negative, due to adenosine deaminase deficiency	MONDO	102700.0	Apr 19 2022
MONDO:0007067	PKLR		C1863224	Pyruvate kinase hyperactivity	MONDO	102900.0	Apr 19 2022
MONDO:0007068	ADSL		C0268126	Adenylosuccinate lyase deficiency	MONDO	103050.0	Feb 16 2016
MONDO:0007072	TP63		C1863204	ADULT syndrome	MONDO	103285.0	May  3 2020
MONDO:0007077	MITF		C0391816	Tietz syndrome	MONDO	103500.0	Feb 16 2016
MONDO:0007079	ADH1B		C0001973	Alcohol dependence	MONDO	103780.0	Jul  6 2018
MONDO:0007080	CYP11B1		C1260386	Glucocorticoid-remediable aldosteronism	MONDO	103900.0	Apr 19 2022
MONDO:0007083	GJA1		C3151468	Autosomal dominant palmoplantar keratoderma and congenital alopecia	MONDO	104100.0	Apr 19 2022
MONDO:0007086	COL4A3		C4746547	Autosomal dominant Alport syndrome	MONDO	104200.0	Apr 19 2022
MONDO:0007087	ATP1A2		C3549447	Alternating hemiplegia of childhood 1	MONDO	104290.0	Feb 16 2016
MONDO:0007088	APP		C2931257	Alzheimer disease type 1	MONDO	104300.0	Apr 19 2022
MONDO:0007089	APOE		C1863051	Alzheimer disease 2	MONDO	104310.0	Mar  2 2016
MONDO:0007093	DLX3		C1863012	Hypomaturation-hypoplastic amelogenesis imperfecta with taurodontism	MONDO	104510.0	Apr 19 2022
MONDO:0007094	LAMB3		C4011403	Amelogenesis imperfecta type 1A	MONDO	104530.0	Apr 19 2022
MONDO:0007103	DCTN1		C1862939	Amyotrophic lateral sclerosis type 1	MONDO	105400.0	Feb 16 2016
MONDO:0007104	TRPM7		C0543859	Amyotrophic lateral sclerosis-parkinsonism-dementia complex	MONDO	105500.0	Apr 17 2020
MONDO:0007105	C9orf72		C3888102	Frontotemporal dementia and/or amyotrophic lateral sclerosis 1	MONDO	105550.0	Apr 19 2022
MONDO:0007110	RPS19		C2676137	Diamond-Blackfan anemia 1	MONDO	105650.0	Feb 16 2016
MONDO:0007113	SNRPN		C0162635	Angelman syndrome	MONDO	105830.0	Feb 16 2016
MONDO:0007118	ITPR2		C1862871	Isolated anhidrosis with normal sweat glands	MONDO	106190.0	Apr 19 2022
MONDO:0007119		ELP4	CN295308	Isolated aniridia	MONDO		26 Feb 2021
MONDO:0007124	TP63		C0406709	Ankyloblepharon-ectodermal defects-cleft lip/palate syndrome	MONDO	106260.0	Apr 19 2022
MONDO:0007126	HLA-B		C1862852	Spondyloarthropathy, susceptibility to, 1	MONDO	106300.0	Jun  8 2021
MONDO:0007129	MSX1		C3489529	Tooth agenesis, selective, 1	MONDO	106600.0	Apr 19 2022
MONDO:0007138	PITX3		C4551992	Anterior segment dysgenesis 1	MONDO	107250.0	Jul  4 2020
MONDO:0007145	BMS1		C0282160	Aplasia cutis congenita	MONDO	107600.0	Sep  1 2021
MONDO:0007152	TGFB3		C1862511	Arrhythmogenic right ventricular dysplasia 1	MONDO	107970.0	Apr 19 2022
MONDO:0007157	TPM2		C0220662	Arthrogryposis, distal, type 1A	MONDO	108120.0	Apr 19 2022
MONDO:0007158	PIEZO2		C1862472	Arthrogryposis- oculomotor limitation-electroretinal anomalies syndrome	MONDO	108145.0	Apr 17 2020
MONDO:0007160	COL2A1		C2020284	Stickler syndrome type 1	MONDO	108300.0	Aug 10 2020
MONDO:0007163	CACNA1A		C1720416	Episodic ataxia type 2	MONDO	108500.0	Feb 16 2016
MONDO:0007164	VAMP1		C1970107	Spastic ataxia 1	MONDO	108600.0	Apr 19 2022
MONDO:0007167	FLNB		C0265283	Atelosteogenesis type I	MONDO	108720.0	Apr 19 2022
MONDO:0007168	FLNB		C3668942	Atelosteogenesis type III	MONDO	108721.0	Apr 22 2020
MONDO:0007171	GJA5		C4551959	Atrial standstill 1	MONDO	108770.0	Aug 24 2016
MONDO:0007173	NKX2-5		C3276096	Atrial septal defect 7	MONDO	108900.0	Apr 19 2022
MONDO:0007176	TEAD1		C1862382	Helicoid peripapillary chorioretinal degeneration	MONDO	108985.0	Apr 19 2022
MONDO:0007201	FOXL2		C0220663	Blepharophimosis, ptosis, and epicanthus inversus syndrome	MONDO	110100.0	Apr 19 2022
MONDO:0007204	P4HB		C4317154	Cole-Carpenter syndrome 1	MONDO	112240.0	Sep 22 2016
MONDO:0007205	MTAP		C1862177	Diaphyseal medullary stenosis-bone malignancy syndrome	MONDO	112250.0	Apr 17 2020
MONDO:0007208	FLNB		C0432201	Boomerang dysplasia	MONDO	112310.0	Feb 16 2016
MONDO:0007211	PDE3A		C1862170	Brachydactyly-arterial hypertension syndrome	MONDO	112410.0	Apr 17 2020
MONDO:0007215		BMPR1B	C1862151	Brachydactyly type A1	MONDO		08 Apr 2021
MONDO:0007216	BMP2		C1832702	Brachydactyly type A2	MONDO	112600.0	Apr 22 2020
MONDO:0007220	ROR2		C1862112	Brachydactyly type B1	MONDO	113000.0	Apr 17 2020
MONDO:0007221	GDF5		C1862103	Brachydactyly type C	MONDO	113100.0	Apr 22 2020
MONDO:0007222	HOXD13		C0220664	Brachydactyly type D	MONDO	113200.0	Apr 19 2022
MONDO:0007223	HOXD13		C1862102	Brachydactyly type E1	MONDO	113300.0	Feb 16 2016
MONDO:0007235	TFAP2A		C0376524	Branchiooculofacial syndrome	MONDO	113620.0	Feb 16 2016
MONDO:0007236	EYA1		C4551702	Branchiootorenal syndrome 1	MONDO	113650.0	Apr 19 2022
MONDO:0007240	SCN5A		C1879286	Progressive familial heart block, type 1A	MONDO	113900.0	Apr 22 2020
MONDO:0007243	MYC		C0006413	Burkitt lymphoma	MONDO	113970.0	Jul  6 2018
MONDO:0007252	PIEZO2		C0220666	Gordon syndrome	MONDO	114300.0	Apr 15 2021
MONDO:0007256	APC		C2239176	Hepatocellular carcinoma	MONDO	114550.0	Feb 16 2016
MONDO:0007265	BRAF		CN029449	Cardiofaciocutaneous syndrome 1	MONDO	115150.0	Feb 16 2016
MONDO:0007266	TNNT2		C1861864	Hypertrophic cardiomyopathy 2	MONDO	115195.0	Apr 19 2022
MONDO:0007267	TPM1		C1861863	Hypertrophic cardiomyopathy 3	MONDO	115196.0	Apr 19 2022
MONDO:0007268	MYBPC3		C1861862	Hypertrophic cardiomyopathy 4	MONDO	115197.0	Apr 19 2022
MONDO:0007269	LMNA		C1449563	Dilated cardiomyopathy 1A	MONDO	115200.0	Feb 16 2016
MONDO:0007270	TNNI3		C1861861	Cardiomyopathy, familial restrictive, 1	MONDO	115210.0	Apr 19 2022
MONDO:0007272	BCO1		C2676023	Hereditary hypercarotenemia and vitamin A deficiency	MONDO	115300.0	Apr 19 2022
MONDO:0007273	SDHB		C1861848	Paragangliomas 4	MONDO	115310.0	Feb 16 2016
MONDO:0007275		TTR	C0007286	Carpal tunnel syndrome	MONDO		16 Feb 2016
MONDO:0007281	CRYGD		C3540850	Cataract 4 multiple types	MONDO	115700.0	Apr 19 2022
MONDO:0007283	CRYBA2		C4011454	Cataract 42	MONDO	115900.0	Jan 29 2021
MONDO:0007284	CRYGS		C0524524	Cataract 20 multiple types	MONDO	116100.0	Apr 22 2020
MONDO:0007285	GJA8		C1861828	Cataract 1 multiple types	MONDO	116200.0	Apr 19 2022
MONDO:0007286	VIM		C3805411	Cataract 30	MONDO	116300.0	Dec 26 2017
MONDO:0007287	WFS1		C3805412	Cataract 41	MONDO	116400.0	Aug 24 2016
MONDO:0007288	EPHA2		C1861825	Cataract 6 multiple types	MONDO	116600.0	Apr 19 2022
MONDO:0007289	GCNT2		C3805373	Cataract 13 with adult I phenotype	MONDO	116700.0	Apr 19 2022
MONDO:0007290	HSF4		C0266537	Cataract 5 multiple types	MONDO	116800.0	Apr 22 2020
MONDO:0007293	ITGB2		C0398738	Leukocyte adhesion deficiency 1	MONDO	116920.0	Apr 22 2020
MONDO:0007294	RYR1		C0751951	Central core myopathy	MONDO	117000.0	Apr 22 2020
