COSMIC_PHENOTYPE_ID,SITE_PRIMARY,SITE_SUBTYPE1,SITE_SUBTYPE2,SITE_SUBTYPE3,HISTOLOGY,HIST_SUBTYPE1,HIST_SUBTYPE2,HIST_SUBTYPE3,SITE_PRIMARY_COSMIC,SITE_SUBTYPE1_COSMIC,SITE_SUBTYPE2_COSMIC,SITE_SUBTYPE3_COSMIC,HISTOLOGY_COSMIC,HIST_SUBTYPE1_COSMIC,HIST_SUBTYPE2_COSMIC,HIST_SUBTYPE3_COSMIC,NCI,EFO
COSO279810998,blood_bone_marrow,NS,NS,NS,reactive_thrombocytosis,NS,NS,NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,other,secondary_thrombocythaemia,NS,NS,C35530,http://purl.obolibrary.org/obo/MONDO_0002249
COSO32226015,salivary_gland,parotid,NS,NS,carcinoma,adenoid_cystic,solid,NS,salivary_gland,parotid,NS,NS,carcinoma,adenoid_cystic_carcinoma,NS,NS,C5937,http://www.ebi.ac.uk/efo/EFO_1000459
COSO52146410,inguinal,NS,NS,NS,chondrosarcoma,myxoid,NS,NS,bone,extraskeletal,NS,NS,chondrosarcoma,myxoid,NS,NS,C27502,
COSO52146410,vulva,NS,NS,NS,chondrosarcoma,myxoid,NS,NS,bone,extraskeletal,NS,NS,chondrosarcoma,myxoid,NS,NS,C27502,
COSO37996800,mandible,NS,NS,NS,ameloblastoma,mural,NS,NS,bone,mandible,NS,NS,other,ameloblastoma,NS,NS,C4313,http://purl.obolibrary.org/obo/MONDO_0017795
COSO379911139,mandible,NS,NS,NS,ameloblastoma,acanthomatous,NS,NS,bone,mandible,NS,NS,other,ameloblastoma,acanthomatous,NS,C4313,http://purl.obolibrary.org/obo/MONDO_0017795
COSO382211140,maxilla,NS,NS,NS,ameloblastoma,basal_cell,NS,NS,bone,maxilla,NS,NS,other,ameloblastoma,basal_cell,NS,C4313,http://purl.obolibrary.org/obo/MONDO_0017795
COSO33305298,foot,NS,NS,NS,fibromatosis,desmoid-type,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,foot,NS,desmoid_tumour-fibromatosis,NS,NS,NS,C6489,
COSO28775298,caecum,NS,NS,NS,fibromatosis,desmoid-type,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,large_intestine,NS,desmoid_tumour-fibromatosis,NS,NS,NS,C3741,
COSO34395298,abdominal_wall,NS,NS,NS,fibromatosis,desmoid-type,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,abdominal_wall,NS,desmoid_tumour-fibromatosis,NS,NS,NS,C6489,
COSO279818352,blood_bone_marrow,NS,NS,NS,leukaemia,acute_myeloid,post_myelofibrosis,NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_leukaemic_transformation_of_primary_myelofibrosis,NS,NS,C25765,
COSO27989864,blood_bone_marrow,NS,NS,NS,leukaemia,myeloid,NS,NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,NS,NS,NS,C27134,http://purl.obolibrary.org/obo/MONDO_0044881
COSO27984983,blood_bone_marrow,NS,NS,NS,leukaemia,acute_myeloid,post_MDS-MPDu,NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_myeloid_leukaemia_associated_with_MDS,NS,NS,C7600,
COSO279818352,blood_bone_marrow,NS,NS,NS,leukaemia,acute_myeloid,post_IMF,NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,acute_leukaemic_transformation_of_primary_myelofibrosis,NS,NS,C25765,
COSO279810975,blood_bone_marrow,NS,NS,NS,myelofibrosis,primary,fibrotic,NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,myelofibrosis,primary,NS,C3248,
COSO279810975,blood_bone_marrow,NS,NS,NS,myelofibrosis,primary,prefibrotic,NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,myelofibrosis,primary,NS,C3248,
COSO590810869,hip,NS,NS,NS,neurofibroma,plexiform,NS,NS,soft_tissue,nerve_sheath,hip,NS,neurofibroma,plexiform,NS,NS,C3797,http://www.ebi.ac.uk/efo/EFO_0000658
COSO312810869,neck,NS,NS,NS,neurofibroma,plexiform,NS,NS,soft_tissue,nerve_sheath,neck,NS,neurofibroma,plexiform,NS,NS,C3797,http://www.ebi.ac.uk/efo/EFO_0000658
COSO312610869,foot,NS,NS,NS,neurofibroma,plexiform,NS,NS,soft_tissue,nerve_sheath,foot,NS,neurofibroma,plexiform,NS,NS,C3797,http://www.ebi.ac.uk/efo/EFO_0000658
COSO540410869,chest,NS,NS,NS,neurofibroma,plexiform,NS,NS,soft_tissue,nerve_sheath,chest,NS,neurofibroma,plexiform,NS,NS,C3797,http://www.ebi.ac.uk/efo/EFO_0000658
COSO590910869,leg,NS,NS,NS,neurofibroma,plexiform,NS,NS,soft_tissue,nerve_sheath,leg,NS,neurofibroma,plexiform,NS,NS,C3797,http://www.ebi.ac.uk/efo/EFO_0000658
COSO283710869,NS,NS,NS,NS,neurofibroma,plexiform,NS,NS,soft_tissue,nerve_sheath,NS,NS,neurofibroma,plexiform,NS,NS,C3797,http://www.ebi.ac.uk/efo/EFO_0000658
COSO541210869,abdomen,NS,NS,NS,neurofibroma,plexiform,NS,NS,soft_tissue,nerve_sheath,abdomen,NS,neurofibroma,plexiform,NS,NS,C3797,http://www.ebi.ac.uk/efo/EFO_0000658
COSO591010869,nose,NS,NS,NS,neurofibroma,plexiform,NS,NS,soft_tissue,nerve_sheath,nose,NS,neurofibroma,plexiform,NS,NS,C3797,http://www.ebi.ac.uk/efo/EFO_0000658
COSO555310869,back,NS,NS,NS,neurofibroma,plexiform,NS,NS,soft_tissue,nerve_sheath,back,NS,neurofibroma,plexiform,NS,NS,C3797,http://www.ebi.ac.uk/efo/EFO_0000658
COSO540510869,arm,NS,NS,NS,neurofibroma,plexiform,NS,NS,soft_tissue,nerve_sheath,arm,NS,neurofibroma,plexiform,NS,NS,C3797,http://www.ebi.ac.uk/efo/EFO_0000658
COSO591410869,hand,NS,NS,NS,neurofibroma,plexiform,NS,NS,soft_tissue,nerve_sheath,hand,NS,neurofibroma,plexiform,NS,NS,C3797,http://www.ebi.ac.uk/efo/EFO_0000658
COSO369810869,buttock,NS,NS,NS,neurofibroma,plexiform,NS,NS,soft_tissue,nerve_sheath,buttock,NS,neurofibroma,plexiform,NS,NS,C3797,http://www.ebi.ac.uk/efo/EFO_0000658
COSO541010869,axilla,NS,NS,NS,neurofibroma,plexiform,NS,NS,soft_tissue,nerve_sheath,axilla,NS,neurofibroma,plexiform,NS,NS,C3797,http://www.ebi.ac.uk/efo/EFO_0000658
COSO540810869,shoulder,NS,NS,NS,neurofibroma,plexiform,NS,NS,soft_tissue,nerve_sheath,shoulder,NS,neurofibroma,plexiform,NS,NS,C3797,http://www.ebi.ac.uk/efo/EFO_0000658
COSO591110869,face,NS,NS,NS,neurofibroma,plexiform,NS,NS,soft_tissue,nerve_sheath,face,NS,neurofibroma,plexiform,NS,NS,C3797,http://www.ebi.ac.uk/efo/EFO_0000658
COSO591410869,hand,finger,NS,NS,neurofibroma,plexiform,NS,NS,soft_tissue,nerve_sheath,hand,NS,neurofibroma,plexiform,NS,NS,C3797,http://www.ebi.ac.uk/efo/EFO_0000658
COSO591310869,mouth,buccal_cavity,NS,NS,neurofibroma,plexiform,NS,NS,soft_tissue,nerve_sheath,mouth,NS,neurofibroma,plexiform,NS,NS,C3797,http://www.ebi.ac.uk/efo/EFO_0000658
COSO32746047,skin,inner_ear,NS,NS,carcinoma,Merkel_cell,NS,NS,skin,ear,NS,NS,carcinoma,Merkel_cell_carcinoma,NS,NS,C9231,http://www.ebi.ac.uk/efo/EFO_1001471
COSO591310869,mouth,upper_lip,NS,NS,neurofibroma,plexiform,NS,NS,soft_tissue,nerve_sheath,mouth,NS,neurofibroma,plexiform,NS,NS,C3797,http://www.ebi.ac.uk/efo/EFO_0000658
COSO591110869,eyelid,NS,NS,NS,neurofibroma,plexiform,NS,NS,soft_tissue,nerve_sheath,face,NS,neurofibroma,plexiform,NS,NS,C3797,http://www.ebi.ac.uk/efo/EFO_0000658
COSO591110869,forehead,NS,NS,NS,neurofibroma,plexiform,NS,NS,soft_tissue,nerve_sheath,face,NS,neurofibroma,plexiform,NS,NS,C3797,http://www.ebi.ac.uk/efo/EFO_0000658
COSO591410869,palm,NS,NS,NS,neurofibroma,plexiform,NS,NS,soft_tissue,nerve_sheath,hand,NS,neurofibroma,plexiform,NS,NS,C3797,http://www.ebi.ac.uk/efo/EFO_0000658
COSO27985052,blood_bone_marrow,NS,NS,NS,leukaemia,chronic_myeloid,chronic_phase,NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,chronic_myeloid_leukaemia,NS,NS,C3174,http://www.ebi.ac.uk/efo/EFO_0000339
COSO32766047,skin,jaw,NS,NS,carcinoma,Merkel_cell,NS,NS,skin,face,NS,NS,carcinoma,Merkel_cell_carcinoma,NS,NS,C9231,http://www.ebi.ac.uk/efo/EFO_1001471
COSO36286317,thyroid,NS,NS,NS,carcinoma,follicular,glomeruloid,NS,thyroid,NS,NS,NS,carcinoma,follicular_carcinoma,NS,NS,C8054,http://www.ebi.ac.uk/efo/EFO_0000501
COSO27985052,blood_bone_marrow,NS,NS,NS,leukaemia,chronic_myeloid,with_thrombocytosis,NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,chronic_myeloid_leukaemia,NS,NS,C3174,http://www.ebi.ac.uk/efo/EFO_0000339
COSO279811050,soft_tissue,periorbital,NS,NS,Langerhans_cell_histiocytosis,NS,NS,NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,Langerhans_cell_histiocytosis,NS,NS,C3107,http://www.ebi.ac.uk/efo/EFO_1000318
COSO279811050,ear_canal,NS,NS,NS,Langerhans_cell_histiocytosis,NS,NS,NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,Langerhans_cell_histiocytosis,NS,NS,C3107,http://www.ebi.ac.uk/efo/EFO_1000318
COSO279811050,bone,mastoid,NS,NS,Langerhans_cell_histiocytosis,NS,NS,NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,Langerhans_cell_histiocytosis,NS,NS,C3107,http://www.ebi.ac.uk/efo/EFO_1000318
COSO27985052,blood_bone_marrow,NS,NS,NS,leukaemia,chronic_myeloid,polycythaemia_vera_derived,NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,chronic_myeloid_leukaemia,NS,NS,C3174,http://www.ebi.ac.uk/efo/EFO_0000339
COSO328210846,skin,neck,NS,NS,epidermal_nevus,seborrhoeic_keratosis-like,NS,NS,skin,neck,NS,NS,epidermal_nevus,seborrhoeic,NS,NS,C4088,http://purl.obolibrary.org/obo/MONDO_0008093
COSO327610846,skin,cheek,NS,NS,epidermal_nevus,seborrhoeic_keratosis-like,NS,NS,skin,face,NS,NS,epidermal_nevus,seborrhoeic,NS,NS,C4088,http://purl.obolibrary.org/obo/MONDO_0008093
COSO327810846,skin,forearm,NS,NS,epidermal_nevus,seborrhoeic_keratosis-like,NS,NS,skin,forearm,NS,NS,epidermal_nevus,seborrhoeic,NS,NS,C4088,http://purl.obolibrary.org/obo/MONDO_0008093
COSO38065232,brain,temporal_lobe,NS,NS,glioblastoma,with_adipocyte-like_tumour_cell_differentiation,NS,NS,central_nervous_system,temporal_lobe,NS,NS,glioma,astrocytoma_Grade_IV,glioblastoma_multiforme,NS,C5151,http://www.ebi.ac.uk/efo/EFO_0006545
COSO52095232,brain,occipital_lobe,NS,NS,glioblastoma,with_adipocyte-like_tumour_cell_differentiation,NS,NS,central_nervous_system,occipital_lobe,NS,NS,glioma,astrocytoma_Grade_IV,glioblastoma_multiforme,NS,C5151,http://www.ebi.ac.uk/efo/EFO_0006545
COSO28245232,brain,NS,NS,NS,glioblastoma,with_adipocyte-like_tumour_cell_differentiation,NS,NS,central_nervous_system,brain,NS,NS,glioma,astrocytoma_Grade_IV,glioblastoma_multiforme,NS,C4642,http://www.ebi.ac.uk/efo/EFO_0006545
COSO27985143,blood_bone_marrow,NS,NS,NS,myelodysplastic_syndrome,RAEB-1,NS,NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,haematopoietic_neoplasm,myelodysplastic_syndrome,refractory_anaemia_with_excess_blasts,NS,C3247,http://www.ebi.ac.uk/efo/EFO_0000198
COSO36286315,thyroid,NS,NS,NS,carcinoma,poorly_differentiated,with_minor_areas_of_anaplasia,NS,thyroid,NS,NS,NS,carcinoma,anaplastic_carcinoma,NS,NS,C3878,http://www.ebi.ac.uk/efo/EFO_1000595
COSO318711111,retroperitoneum,NS,NS,NS,inflammatory_myofibroblastic_tumour,NS,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,retroperitoneum,NS,inflammatory_myofibroblastic_tumour,NS,NS,NS,C39741,http://www.ebi.ac.uk/efo/EFO_1000510
COSO377311111,abdomen,NS,NS,NS,inflammatory_myofibroblastic_tumour,NS,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,abdomen,NS,inflammatory_myofibroblastic_tumour,NS,NS,NS,C6481,http://purl.obolibrary.org/obo/MONDO_0015798
COSO36286296,thyroid,NS,NS,NS,adenoma,follicular,microfollicular,NS,thyroid,NS,NS,NS,adenoma-nodule-goitre,NS,NS,NS,C3628,http://www.ebi.ac.uk/efo/EFO_1000122
COSO36286296,thyroid,NS,NS,NS,goitre,nodular,adenomatous,NS,thyroid,NS,NS,NS,adenoma-nodule-goitre,NS,NS,NS,C3628,http://www.ebi.ac.uk/efo/EFO_1000122
COSO37914815,adrenal_gland,cortex,NS,NS,hyperplasia,macronodular,NS,NS,adrenal_gland,adrenal_gland,NS,NS,adrenal_cortical_hyperplasia,NS,NS,NS,C3506,
COSO27984920,blood_bone_marrow,NS,NS,NS,leukaemia,acute_lymphocytic,pre_B_cell,NS,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,acute_lymphoblastic_B_cell_leukaemia,NS,NS,C8644,http://www.ebi.ac.uk/efo/EFO_0000094
COSO31395759,oesophagus,NS,NS,NS,Barrett_oesophagus,metaplasia,NS,NS,oesophagus,NS,NS,NS,other,Barrett_oesophagus,NS,NS,C2891,http://www.ebi.ac.uk/efo/EFO_0000280
COSO55424799,extranodal,NS,NS,NS,lymphoma,large_B_cell,NS,NS,haematopoietic_and_lymphoid_tissue,extranodal,NS,NS,lymphoid_neoplasm,B_cell_lymphoma_unspecified,NS,NS,C3457,http://www.ebi.ac.uk/efo/EFO_1001938
COSO27986562,NS,NS,NS,NS,lymphoma,non_Hodgkin,T_cell,convoluted,haematopoietic_and_lymphoid_tissue,NS,NS,NS,lymphoid_neoplasm,mycosis_fungoides-Sezary_syndrome,NS,NS,C9265,
COSO34406185,buttock,NS,NS,NS,dermatofibrosarcoma_protuberans,NS,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,buttock,NS,dermatofibrosarcoma_protuberans,NS,NS,NS,C4683,http://www.orpha.net/ORDO/Orphanet_31112
COSO37256185,thigh,NS,NS,NS,dermatofibrosarcoma_protuberans,with_fibrosarcomatous_lesion,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,upper_leg,NS,dermatofibrosarcoma_protuberans,NS,NS,NS,C4683,http://www.orpha.net/ORDO/Orphanet_31112
COSO34606185,lumbar,NS,NS,NS,dermatofibrosarcoma_protuberans,with_fibrosarcomatous_lesion,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,back,NS,dermatofibrosarcoma_protuberans,NS,NS,NS,C4683,http://www.orpha.net/ORDO/Orphanet_31112
COSO28426185,breast,NS,NS,NS,dermatofibrosarcoma_protuberans,NS,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,breast,NS,dermatofibrosarcoma_protuberans,NS,NS,NS,C4683,http://www.orpha.net/ORDO/Orphanet_31112
COSO34556185,shoulder,NS,NS,NS,dermatofibrosarcoma_protuberans,NS,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,shoulder,NS,dermatofibrosarcoma_protuberans,NS,NS,NS,C4683,http://www.orpha.net/ORDO/Orphanet_31112
COSO34606185,back,NS,NS,NS,dermatofibrosarcoma_protuberans,NS,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,back,NS,dermatofibrosarcoma_protuberans,NS,NS,NS,C4683,http://www.orpha.net/ORDO/Orphanet_31112
COSO37736185,abdomen,NS,NS,NS,dermatofibrosarcoma_protuberans,NS,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,abdomen,NS,dermatofibrosarcoma_protuberans,NS,NS,NS,C4683,http://www.orpha.net/ORDO/Orphanet_31112
COSO36226185,lower_leg,NS,NS,NS,dermatofibrosarcoma_protuberans,NS,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,lower_leg,NS,dermatofibrosarcoma_protuberans,NS,NS,NS,C4683,http://www.orpha.net/ORDO/Orphanet_31112
COSO36736185,chest,NS,NS,NS,dermatofibrosarcoma_protuberans,NS,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,chest,NS,dermatofibrosarcoma_protuberans,NS,NS,NS,C4683,http://www.orpha.net/ORDO/Orphanet_31112
COSO29955645,lung,left_upper_lobe,NS,NS,carcinoma,bronchioloalveolar,non_mucinous,NS,lung,left_upper_lobe,NS,NS,carcinoma,bronchioloalveolar_adenocarcinoma,NS,NS,C2923,http://www.ebi.ac.uk/efo/EFO_0000308
COSO58655343,sinonasal,NS,NS,NS,rhabdomyosarcoma,embryonal,NS,NS,soft_tissue,striated_muscle,sinonasal,NS,rhabdomyosarcoma,embryonal,NS,NS,C8971,http://www.ebi.ac.uk/efo/EFO_0000437
COSO58375749,paravertebra,NS,NS,NS,rhabdoid_tumour,NS,NS,NS,soft_tissue,striated_muscle,paraspinal,NS,rhabdoid_tumour,NS,NS,NS,C6586,
COSO587210969,brain,NS,NS,NS,desmoplastic_small_round_cell_tumour,NS,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,brain,NS,desmoplastic_small_round_cell_tumour,NS,NS,NS,C8300,http://www.ebi.ac.uk/efo/EFO_1000895
COSO37016172,mediastinum,NS,NS,NS,malignant_peripheral_nerve_sheath_tumour,NS,NS,NS,soft_tissue,nerve_sheath,mediastinum,NS,malignant_peripheral_nerve_sheath_tumour,NS,NS,NS,C3798,http://www.ebi.ac.uk/efo/EFO_0000760
COSO59096172,leg,NS,NS,NS,malignant_peripheral_nerve_sheath_tumour,NS,NS,NS,soft_tissue,nerve_sheath,leg,NS,malignant_peripheral_nerve_sheath_tumour,NS,NS,NS,C3798,http://www.ebi.ac.uk/efo/EFO_0000760
COSO56866172,knee,NS,NS,NS,malignant_peripheral_nerve_sheath_tumour,NS,NS,NS,soft_tissue,nerve_sheath,knee,NS,malignant_peripheral_nerve_sheath_tumour,NS,NS,NS,C3798,http://www.ebi.ac.uk/efo/EFO_0000760
COSO56296172,scalp,NS,NS,NS,malignant_peripheral_nerve_sheath_tumour,NS,NS,NS,soft_tissue,nerve_sheath,scalp,NS,malignant_peripheral_nerve_sheath_tumour,NS,NS,NS,C3798,http://www.ebi.ac.uk/efo/EFO_0000760
COSO333010879,foot,right,NS,NS,synovial_sarcoma,monophasic_spindle_cell,NS,NS,soft_tissue,fibrous_tissue_and_uncertain_origin,foot,NS,synovial_sarcoma,monophasic,NS,NS,C6534,http://www.ebi.ac.uk/efo/EFO_0000595
COSO56325274,intestine,NS,NS,NS,schwannoma,NS,NS,NS,soft_tissue,nerve_sheath,gastrointestinal_tract_(site_indeterminate),NS,schwannoma,NS,NS,NS,C41430,http://www.ebi.ac.uk/efo/EFO_0000693
COSO35945393,uterus,NS,NS,NS,sarcoma,muscle_tumour,leiomyosarcoma,NS,soft_tissue,smooth_muscle,uterus,NS,leiomyosarcoma,NS,NS,NS,C3158,http://www.ebi.ac.uk/efo/EFO_0000564
COSO36434830,vulva,NS,NS,NS,carcinoma,epidermoid,NS,NS,vulva,NS,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS,C4052,http://www.ebi.ac.uk/efo/EFO_1000624
COSO36434830,vulva,NS,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS,vulva,NS,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS,C4052,http://www.ebi.ac.uk/efo/EFO_1000624
COSO35945393,uterus,NS,NS,NS,leiomyosarcoma,NS,NS,NS,soft_tissue,smooth_muscle,uterus,NS,leiomyosarcoma,NS,NS,NS,C3158,http://www.ebi.ac.uk/efo/EFO_0000564
COSO27624801,adrenal_gland,NS,NS,NS,aldosteronoma,NS,NS,NS,adrenal_gland,NS,NS,NS,adrenal_cortical_adenoma,aldosterone_producing,NS,NS,C48451,http://www.ebi.ac.uk/efo/EFO_1000015
COSO27654818,adrenal_gland,bilateral,NS,NS,lymphoma,non_Hodgkin,diffuse_large_B_cell,NS,haematopoietic_and_lymphoid_tissue,adrenal_gland,NS,NS,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,NS,NS,C8851,http://www.ebi.ac.uk/efo/EFO_0000403
COSO27654818,adrenal_gland,bilateral_left,NS,NS,lymphoma,non_Hodgkin,diffuse_large_B_cell,NS,haematopoietic_and_lymphoid_tissue,adrenal_gland,NS,NS,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,NS,NS,C8851,http://www.ebi.ac.uk/efo/EFO_0000403
COSO27654818,adrenal_gland,bilateral_right,NS,NS,lymphoma,non_Hodgkin,diffuse_large_B_cell,NS,haematopoietic_and_lymphoid_tissue,adrenal_gland,NS,NS,lymphoid_neoplasm,diffuse_large_B_cell_lymphoma,NS,NS,C8851,http://www.ebi.ac.uk/efo/EFO_0000403
COSO27654820,adrenal_gland,NS,NS,NS,lymphoma,non_Hodgkin,peripheral_T_cell,NS,haematopoietic_and_lymphoid_tissue,adrenal_gland,NS,NS,lymphoid_neoplasm,peripheral_T_cell_lymphoma_unspecified,NS,NS,C4340,http://www.ebi.ac.uk/efo/EFO_0000211
COSO27654820,adrenal_gland,NS,NS,NS,lymphoma,non_Hodgkin,peripheral_T_cell_lymphoma,NS,haematopoietic_and_lymphoid_tissue,adrenal_gland,NS,NS,lymphoid_neoplasm,peripheral_T_cell_lymphoma_unspecified,NS,NS,C4340,http://www.ebi.ac.uk/efo/EFO_0000211
COSO27654820,adrenal_gland,unilateral,NS,NS,lymphoma,peripheral_T_cell,NS,NS,haematopoietic_and_lymphoid_tissue,adrenal_gland,NS,NS,lymphoid_neoplasm,peripheral_T_cell_lymphoma_unspecified,NS,NS,C4340,http://www.ebi.ac.uk/efo/EFO_0000211
COSO27624824,adrenal_gland,NS,NS,NS,pheochromocytoma,NS,NS,NS,adrenal_gland,NS,NS,NS,pheochromocytoma,NS,NS,NS,C3326,http://www.ebi.ac.uk/efo/EFO_0000239
COSO27734826,anus,NS,NS,NS,adenocarcinoma,NS,NS,NS,large_intestine,anus,NS,NS,carcinoma,adenocarcinoma,NS,NS,C5600,
COSO27734830,anus,NS,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS,large_intestine,anus,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS,C9161,http://www.ebi.ac.uk/efo/EFO_1000081
COSO27734830,anus,NS,NS,NS,carcinoma,squamous_cell,basaloid,with_adenoid_cystic_carcinoma_foci,large_intestine,anus,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS,C9161,http://www.ebi.ac.uk/efo/EFO_1000081
COSO27734830,anus,NS,NS,NS,carcinoma,squamous_cell_carcinoma,verrucous,NS,large_intestine,anus,NS,NS,carcinoma,squamous_cell_carcinoma,NS,NS,C9161,http://www.ebi.ac.uk/efo/EFO_1000081
COSO27754826,appendix,NS,NS,NS,adenocarcinoma,mucinous_intestinal,NS,NS,large_intestine,appendix,NS,NS,carcinoma,adenocarcinoma,NS,NS,C7718,http://www.ebi.ac.uk/efo/EFO_1000088
COSO27754826,appendix,NS,NS,NS,adenocarcinoma,NS,NS,NS,large_intestine,appendix,NS,NS,carcinoma,adenocarcinoma,NS,NS,C7718,http://www.ebi.ac.uk/efo/EFO_1000088
COSO27754837,appendix,NS,NS,NS,adenoma,mucinous,NS,NS,large_intestine,appendix,NS,NS,adenoma,NS,NS,NS,C43550,http://www.ebi.ac.uk/efo/EFO_1000089
COSO27754839,appendix,NS,NS,NS,borderline_tumour,mucinous_intestinal,NS,NS,large_intestine,appendix,NS,NS,other,borderline_tumour,NS,NS,C4434,http://www.ebi.ac.uk/efo/EFO_0003880
COSO27754841,appendix,NS,NS,NS,carcinoid_tumour,NS,NS,NS,large_intestine,appendix,NS,NS,carcinoid-endocrine_tumour,NS,NS,NS,C4138,http://www.ebi.ac.uk/efo/EFO_1000092
COSO27774843,autonomic_ganglia,NS,NS,NS,neuroblastoma,NS,NS,NS,autonomic_ganglia,NS,NS,NS,neuroblastoma,NS,NS,NS,C6591,
COSO27794845,autonomic_ganglia,head_neck,NS,NS,paraganglioma,NS,NS,NS,autonomic_ganglia,head_neck,NS,NS,paraganglioma,NS,NS,NS,C3309,
COSO27774845,autonomic_ganglia,NS,NS,NS,paraganglioma,NS,NS,NS,autonomic_ganglia,NS,NS,NS,paraganglioma,NS,NS,NS,C3308,http://www.ebi.ac.uk/efo/EFO_1000453
COSO27814826,bile_duct,intrahepatic,NS,NS,adenocarcinoma,cholangiocarcinoma,NS,NS,biliary_tract,bile_duct,NS,NS,carcinoma,adenocarcinoma,NS,NS,C27813,http://purl.obolibrary.org/obo/MONDO_0003193
COSO27814826,bile_duct,distal,NS,NS,adenocarcinoma,NS,NS,NS,biliary_tract,bile_duct,NS,NS,carcinoma,adenocarcinoma,NS,NS,C27813,http://purl.obolibrary.org/obo/MONDO_0003193
COSO27814826,bile_duct,extrahepatic,NS,NS,adenocarcinoma,NS,NS,NS,biliary_tract,bile_duct,NS,NS,carcinoma,adenocarcinoma,NS,NS,C27813,http://purl.obolibrary.org/obo/MONDO_0003193
COSO27814826,bile_duct,intrahepatic,NS,NS,adenocarcinoma,NS,NS,NS,biliary_tract,bile_duct,NS,NS,carcinoma,adenocarcinoma,NS,NS,C27813,http://purl.obolibrary.org/obo/MONDO_0003193
COSO27814826,bile_duct,NS,NS,NS,adenocarcinoma,NS,NS,NS,biliary_tract,bile_duct,NS,NS,carcinoma,adenocarcinoma,NS,NS,C27813,http://purl.obolibrary.org/obo/MONDO_0003193
COSO27814826,bile_duct,perihilar,NS,NS,adenocarcinoma,NS,NS,NS,biliary_tract,bile_duct,NS,NS,carcinoma,adenocarcinoma,NS,NS,C27813,http://purl.obolibrary.org/obo/MONDO_0003193
COSO27814826,bile_duct,extrahepatic,NS,NS,adenocarcinoma,papillary,NS,NS,biliary_tract,bile_duct,NS,NS,carcinoma,adenocarcinoma,NS,NS,C27813,http://purl.obolibrary.org/obo/MONDO_0003193
COSO27814826,bile_duct,intrahepatic,NS,NS,adenocarcinoma,papillary,NS,NS,biliary_tract,bile_duct,NS,NS,carcinoma,adenocarcinoma,NS,NS,C27813,http://purl.obolibrary.org/obo/MONDO_0003193
COSO27814826,bile_duct,NS,NS,NS,adenocarcinoma,papillary,NS,NS,biliary_tract,bile_duct,NS,NS,carcinoma,adenocarcinoma,NS,NS,C27813,http://purl.obolibrary.org/obo/MONDO_0003193
COSO27814826,bile_duct,intrahepatic,NS,NS,adenocarcinoma,papillary_tubular,NS,NS,biliary_tract,bile_duct,NS,NS,carcinoma,adenocarcinoma,NS,NS,C27813,http://purl.obolibrary.org/obo/MONDO_0003193
