drugName,cIds,drugNameOfficial,molecularWeight,smilesString
SM-164,CIDs17756618,SM-164,1121.42056,CC(C(=O)NC1CCCCC2CCC(N2C1=O)C(=O)NC(C3=CC=CC=C3)C4=CN(N=N4)CCCCC5=CC=C(C=C5)CCCCN6C=C(N=N6)C(C7=CC=CC=C7)NC(=O)C8CCC9N8C(=O)C(CCCC9)NC(=O)C(C)NC)NC
TW-37,CIDs11455910,TW-37,573.6991,CC(C)C1=CC=CC=C1CC2=C(C(=C(C(=C2)C(=O)NC3=CC=C(C=C3)S(=O)(=O)C4=CC=CC=C4C(C)(C)C)O)O)O
(-)-Gossypol,CIDs00003503,gossypol,518.5544,CC1=C(C(=C2C(=C1)C(=C(C(=C2C=O)O)O)C(C)C)O)C3=C(C=C4C(=C3O)C(=C(C(=C4C(C)C)O)O)C=O)C
Chelerythrine chloride,CIDs00072311,#N/A,0,#N/A
Obatoclax,CIDs16681698,#N/A,0,#N/A
Navitoclax (ABT-263),CIDs24978538,navitoclax,974.61271,CC1(CCC(=C(C1)CN2CCN(CC2)C3=CC=C(C=C3)C(=O)NS(=O)(=O)C4=CC(=C(C=C4)NC(CCN5CCOCC5)CSC6=CC=CC=C6)S(=O)(=O)C(F)(F)F)C7=CC=C(C=C7)Cl)C
Nutlin-3,CIDs00216345,Nutlin,581.4896,CC(C)OC1=C(C=CC(=C1)OC)C2=NC(C(N2C(=O)N3CCNC(=O)C3)C4=CC=C(C=C4)Cl)C5=CC=C(C=C5)Cl
Ac-SAH-p53-8,CIDs138403267,#N/A,0,#N/A
Serdemetan,CIDs11609586,Serdemetan,328.4103,C1=CC=C2C(=C1)C(=CN2)CCNC3=CC=C(C=C3)NC4=CC=NC=C4
HLI-373989,CIDs135403620,#N/A,0,#N/A
SJ-172550,CIDs01317464,SJ-172550,428.86554,CCOC1=C(C(=CC(=C1)C=C2C(=NN(C2=O)C3=CC=CC=C3)C)Cl)OCC(=O)OC
AZD-7762,CIDs11152667,AZD7762,362.421763,C1CC(CNC1)NC(=O)C2=C(C=C(S2)C3=CC(=CC=C3)F)NC(=O)N
PF-477736,CIDs16750408,PF-477736,419.4796,CN1C=C(C=N1)C2=NC3=C4C2=CNNC(=O)C4=CC(=C3)NC(=O)C(C5CCCCC5)N
Flavopiridol,CIDs05287969,flavopiridol,401.8402,CN1CCC(C(C1)O)C2=C(C=C(C3=C2OC(=CC3=O)C4=CC=CC=C4Cl)O)O
Purvalanol B,CIDs00448991,purvalanol,432.9039,CC(C)C(CO)NC1=NC2=C(C(=N1)NC3=CC(=C(C=C3)C(=O)O)Cl)N=CN2C(C)C
Seliciclib,CIDs00160355,roscovitine,354.44934,CCC(CO)NC1=NC2=C(C(=N1)NCC3=CC=CC=C3)N=CN2C(C)C
PHA-690509,CIDs09902100,PHA-690509,331.43254,CC(C)C1=CN=C(S1)NC(=O)C(C)C2=CC=C(C=C2)NC(=O)C
AT-7519,CIDs11338033,AT7519,382.24448,C1CNCCC1NC(=O)C2=C(C=NN2)NC(=O)C3=C(C=CC=C3Cl)Cl
SNS-032,CIDs03025986,Sns-032,380.52806,CC(C)(C)C1=CN=C(O1)CSC2=CN=C(S2)NC(=O)C3CCNCC3
PHA-793887,CIDs46191454,PHA-793887,361.48174,CC(C)CC(=O)NC1=NNC2=C1CN(C2(C)C)C(=O)C3CCN(CC3)C
Palbociclib,CIDs05330286,palbociclib,447.53276,CC1=C(C(=O)N(C2=NC(=NC=C12)NC3=NC=C(C=C3)N4CCNCC4)C5CCCC5)C(=O)C
DA-3003-1,CIDs00379077,NSC-663284,321.75884,C1COCCN1CCNC2=C(C(=O)C3=C(C2=O)N=CC=C3)Cl
JNJ-7706621,CIDs05330790,JNJ-7706621,394.355986,C1=CC(=C(C(=C1)F)C(=O)N2C(=NC(=N2)NC3=CC=C(C=C3)S(=O)(=O)N)N)F
SNS-314,CIDs24995523,SNS-314 mesylate,527.03996,CS(=O)(=O)O.C1=CC(=CC(=C1)Cl)NC(=O)NC2=NC=C(S2)CCNC3=NC=NC4=C3SC=C4
Tozasertib,CIDs05494449,tozasertib,464.58642,CC1=CC(=NN1)NC2=NC(=NC(=C2)N3CCN(CC3)C)SC4=CC=C(C=C4)NC(=O)C5CC5
Alisertib,CIDs24771867,alisertib,518.923503,COC1=C(C(=CC=C1)F)C2=NCC3=CN=C(N=C3C4=C2C=C(C=C4)Cl)NC5=CC(=C(C=C5)C(=O)O)OC
Danusertib,CIDs11442891,danusertib,474.5548,CN1CCN(CC1)C2=CC=C(C=C2)C(=O)NC3=NNC4=C3CN(C4)C(=O)C(C5=CC=CC=C5)OC
CYC-116,CIDs06420138,CYC116,368.456,CC1=C(SC(=N1)N)C2=NC(=NC=C2)NC3=CC=C(C=C3)N4CCOCC4
Barasertib,CIDs11497983,AZD1152,587.539805,CCN(CCCOC1=CC2=C(C=C1)C(=NC=N2)NC3=NNC(=C3)CC(=O)NC4=CC(=CC=C4)F)CCOP(=O)(O)O
AMG-900,CIDs24856041,AMG 900,503.57764,CC1=CSC(=C1)C2=NN=C(C3=CC=CC=C32)NC4=CC=C(C=C4)OC5=C(C=CC=N5)C6=NC(=NC=C6)N
ENMD-981693,CIDs16041424,ENMD-2076,375.4701,CC1=CC(=NN1)NC2=NC(=NC(=C2)N3CCN(CC3)C)C=CC4=CC=CC=C4
CHIR-265,CIDs11656518,CHIR-265,518.413859,CN1C2=C(C=C(C=C2)OC3=CC(=NC=C3)C4=NC=C(N4)C(F)(F)F)N=C1NC5=CC=C(C=C5)C(F)(F)F
AZ-628,CIDs11676786,AZ 628,451.5197,CC1=C(C=C(C=C1)NC(=O)C2=CC(=CC=C2)C(C)(C)C#N)NC3=CC4=C(C=C3)N=CN(C4=O)C
Vemurafenib,CIDs42611257,vemurafenib,489.922126,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=NC=C(C=C23)C4=CC=C(C=C4)Cl)F
PLX-4720,CIDs24180719,PLX-4720,413.826166,CCCS(=O)(=O)NC1=C(C(=C(C=C1)F)C(=O)C2=CNC3=NC=C(C=C23)Cl)F
AR-00341677,CIDs25093303,CH-360,334.37182,C1CC(=NO)C2=C1C=C(C=C2)C3=CN(N=C3C4=CC=NC=C4)CCO
Refametinib,CIDs44182295,RDEA119,572.33718,COC1=CC(=C(C(=C1NS(=O)(=O)C2(CC2)CC(CO)O)NC3=C(C=C(C=C3)I)F)F)F
Selumetinib,CIDs10127622,selumetinib,457.681403,CN1C=NC2=C1C=C(C(=C2F)NC3=C(C=C(C=C3)Br)Cl)C(=O)NOCCO
PD-0325901,CIDs09826528,PD 0325901,482.19304,C1=CC(=C(C=C1I)F)NC2=C(C=CC(=C2F)F)C(=O)NOCC(CO)O
Trametinib,CIDs11707110,trametinib,615.394793,CC1=C2C(=C(N(C1=O)C)NC3=C(C=C(C=C3)I)F)C(=O)N(C(=O)N2C4=CC(=CC=C4)NC(=O)C)C5CC5
TAK-733,CIDs24963252,TAK-733,504.226676,CN1C2=C(C(=C(C1=O)F)NC3=C(C=C(C=C3)I)F)C(=O)N(C=N2)CC(CO)O
XMD8-92,CIDs46843772,XMD8-92,474.5548,CCOC1=C(C=CC(=C1)N2CCC(CC2)O)NC3=NC=C4C(=N3)N(C5=CC=CC=C5C(=O)N4C)C
NCGC00242487,CIDs11634725,VX-11e,500.352303,CC1=CN=C(N=C1C2=CNC(=C2)C(=O)NC(CO)C3=CC(=CC=C3)Cl)NC4=C(C=C(C=C4)F)Cl
S6K-18,CIDs53317853,CHEMBL1641799,358.41482,CC(C)(C)C1=CC(=C(S1)NC(=O)NC2=CC3=C(C=C2)NN=C3)C(=O)O
PF-4708671,CIDs51371303,PF-4708671,390.40545,CCC1=CN=CN=C1N2CCN(CC2)CC3=NC4=C(N3)C=C(C=C4)C(F)(F)F
PF-431396,CIDs11598628,PF-431396,506.50075,CN(C1=CC=CC=C1CNC2=NC(=NC=C2C(F)(F)F)NC3=CC4=C(C=C3)NC(=O)C4)S(=O)(=O)C
PF-573228,CIDs11612883,PF 573228,491.48611,CS(=O)(=O)C1=CC=CC(=C1)CNC2=NC(=NC=C2C(F)(F)F)NC3=CC4=C(C=C3)NC(=O)CC4
Ibrutinib (PCI-32765),CIDs24821094,ibrutinib,440.49706,C=CC(=O)N1CCCC(C1)N2C3=C(C(=N2)C4=CC=C(C=C4)OC5=CC=CC=C5)C(=NC=N3)N
NCGC00188382-01,CIDs25256849,AGN-PC-050QAE,494.65216,CC(C(C)(C)C)NCC1=CC2=C(C=C1)N(C(=N2)NC(=O)C3=CC=C(S3)C4=CNN=C4)CC(C)(C)O
BMS-509744,CIDs11467730,BMS-509744,623.82904,CC1=C(C=C(C(=C1)OC)C(=O)N2CCN(CC2)C(=O)C)SC3=CN=C(S3)NC(=O)C4=CC=C(C=C4)CNC(C)C(C)(C)C
Midostaurin,CIDs09829523,midostaurin,570.6371,CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)N(C)C(=O)C9=CC=CC=C9)OC
Enzastaurin,CIDs00176167,#N/A,0,#N/A
Sotrastaurin,CIDs10296883,sotrastaurin,438.48118,CN1CCN(CC1)C2=NC3=CC=CC=C3C(=N2)C4=C(C(=O)NC4=O)C5=CNC6=CC=CC=C65
Ruboxistaurin mesylate,CIDs00153999,ruboxistaurin,468.54692,CN(C)CC1CCN2C=C(C3=CC=CC=C32)C4=C(C5=CN(CCO1)C6=CC=CC=C65)C(=O)NC4=O
NCGC00263018-01,CIDs53484170,CHEMBL1836853,420.442843,CC1=CN2C(=CN=C2C(=N1)NC3=C(C=C(C=C3)C(=O)N4CCNCC4)F)C5=CNN=C5
GW-843682X,CIDs09826308,GW843682X,477.45623,COC1=C(C=C2C(=C1)N=CN2C3=CC(=C(S3)C(=O)N)OCC4=CC=CC=C4C(F)(F)F)OC
BI-2536,CIDs11364421,BI 2536,521.65436,CCC1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCN(CC5)C)OC)C
Volasertib,CIDs10461508,volasertib,618.8126,CCC1C(=O)N(C2=CN=C(N=C2N1C(C)C)NC3=C(C=C(C=C3)C(=O)NC4CCC(CC4)N5CCN(CC5)CC6CC6)OC)C
GSK-461364A,CIDs15983966,GSK461364A,543.60373,CC(C1=CC=CC=C1C(F)(F)F)OC2=C(SC(=C2)N3C=NC4=C3C=C(C=C4)CN5CCN(CC5)C)C(=O)N
KN-93,CIDs05312122,KN-93,501.03746,CN(CC=CC1=CC=C(C=C1)Cl)CC2=CC=CC=C2N(CCO)S(=O)(=O)C3=CC=C(C=C3)OC
KN-62,CIDs05312126,KN-62 compound,721.8444,CN(C(CC1=CC=C(C=C1)OS(=O)(=O)C2=CC=CC3=C2C=CN=C3)C(=O)N4CCN(CC4)C5=CC=CC=C5)S(=O)(=O)C6=CC=CC7=C6C=CN=C7
GSK-269962A,CIDs16095342,GSK269962A,570.5991,CCN1C2=CC(=NC=C2N=C1C3=NON=C3N)OC4=CC=CC(=C4)NC(=O)C5=CC=C(C=C5)OCCN6CCOCC6
Y-27632,CIDs00448042,Y-27632 dihydrochloride,247.33604,CC(C1CCC(CC1)C(=O)NC2=CC=NC=C2)N
GSK-650394,CIDs25022668,GSK 650394,382.45438,C1CCC(C1)C2=C(C=CC(=C2)C3=CNC4=NC=C(C=C34)C5=CC=CC=C5)C(=O)O
AZD-1480,CIDs16659841,AZD1480,348.765963,CC1=CC(=NN1)NC2=NC(=NC=C2Cl)NC(C)C3=NC=C(C=N3)F
Tofacitinib,CIDs09926791,tofacitinib,312.3696,CC1CCN(CC1N(C)C2=NC=NC3=C2C=CN3)C(=O)CC#N
Ruxolitinib,CIDs25126798,#N/A,0,#N/A
Momelotinib,CIDs25062766,momelotinib,414.45978,C1COCCN1C2=CC=C(C=C2)NC3=NC=CC(=N3)C4=CC=C(C=C4)C(=O)NCC#N
Lestaurtinib,CIDs00126565,lestaurtinib,439.46264,CC12C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)(CO)O
SB1518,CIDs46216796,#N/A,0,#N/A
Leflunomide,CIDs00003899,leflunomide,270.20727,CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F
NVP-BSK805,CIDs46398810,NVP-BSK805,490.547626,C1CNCCC1N2C=C(C=N2)C3=NC4=C(C=CC=C4N=C3)C5=CC(=C(C(=C5)F)CN6CCOCC6)F
Degrasyn,CIDs11222830,WP1130,384.26972,CCCC(C1=CC=CC=C1)NC(=O)C(=CC2=NC(=CC=C2)Br)C#N
RO495,CIDs57519505,AGN-PC-0BVIN9,389.23866,CC1=CC(=NC(=N1)N)NC2=NC=CC(=C2)NC(=O)C3=C(C=CC=C3Cl)Cl
NCGC00244250,CIDs52948550,AGN-PC-09M8YZ,358.345346,CN(C)C1=CC=C(C=C1)NC2=NN(C(=N2)N)C(=O)C3=C(C=CC=C3F)F
ICG-001,CIDs11238147,ICG-001,548.63158,C1CN(C2CN(C(=O)C(N2C1=O)CC3=CC=C(C=C3)O)CC4=CC=CC5=CC=CC=C54)C(=O)NCC6=CC=CC=C6
Wnt-C59,CIDs57519544,Wnt-C59,379.45374,CC1=NC=CC(=C1)C2=CC=C(C=C2)CC(=O)NC3=CC=C(C=C3)C4=CN=CC=C4
D-4476,CIDs06419753,CK1 inhibitor,398.41402,C1COC2=C(O1)C=CC(=C2)C3=C(NC(=N3)C4=CC=C(C=C4)C(=O)N)C5=CC=CC=N5
Silmitasertib,CIDs24748573,CX-4945 (Silmitasertib,349.77048,C1=CC(=CC(=C1)Cl)NC2=C3C=CN=CC3=C4C=CC(=CC4=N2)C(=O)O
Sonidegib,CIDs24775005,NVP-LDE-225,485.49815,CC1CN(CC(O1)C)C2=NC=C(C=C2)NC(=O)C3=CC=CC(=C3C)C4=CC=C(C=C4)OC(F)(F)F
Cyclopamine,CIDs00442972,cyclopamine,411.61994,CC1CC2C(C(C3(O2)CCC4C5CC=C6CC(CCC6(C5CC4=C3C)C)O)C)NC1
Taladegib,CIDs49848070,LY2940680,512.501973,CN1C(=CC=N1)C2=NN=C(C3=CC=CC=C32)N4CCC(CC4)N(C)C(=O)C5=C(C=C(C=C5)F)C(F)(F)F
SANT-2,CIDs01367095,SANT2,479.95534,CCOC1=CC(=CC(=C1OCC)OCC)C(=O)NC2=CC(=C(C=C2)Cl)C3=NC4=CC=CC=C4N3
Hh-Ag1.5,CIDs44195701,AGN-PC-072DHC,526.040346,CNC1CCC(CC1)N(CC2=CC=CC(=C2)C3=CC=NC=C3)C(=O)C4=C(C5=C(C=CC(=C5S4)F)F)Cl
Vismodegib,CIDs24776445,vismodegib,421.29706,CS(=O)(=O)C1=CC(=C(C=C1)C(=O)NC2=CC(=C(C=C2)Cl)C3=CC=CC=N3)Cl
RO-4929097,CIDs49867930,RO4929097,469.404516,CC(C)(C(=O)NCC(C(F)(F)F)(F)F)C(=O)NC1C2=CC=CC=C2C3=CC=CC=C3NC1=O
MK-0752,CIDs09803433,MK-0752,442.903846,C1CC(CCC1CCC(=O)O)(C2=C(C=CC(=C2)F)F)S(=O)(=O)C3=CC=C(C=C3)Cl
YO-01027,CIDs11454028,deshydroxy LY411575,463.475926,CC(C(=O)NC1C2=CC=CC=C2C3=CC=CC=C3N(C1=O)C)NC(=O)CC4=CC(=CC(=C4)F)F
GSI-IX,CIDs05311272,DAPT,432.460346,CC(C(=O)NC(C1=CC=CC=C1)C(=O)OC(C)(C)C)NC(=O)CC2=CC(=CC(=C2)F)F
NVP-XAV-939,CIDs135418940,#N/A,0,#N/A
NCGC00263015,CIDs46927888,AGN-PC-0806K5,448.38538,CC1=C(C(=NN1CC2=CC=CC=C2Cl)C)CN(C)CC(COC3=CC=C(C=C3)Cl)O
CPG-52364,CIDs11774935,CPG 52364,436.54988,CN(C)CCNC1=NC(=NC2=CC(=C(C=C21)OC)OC)N3CCN(CC3)C4=CC=CC=C4
IRAK-1-4 Inhibitor I,CIDs11983295,IRAK1/4 inhibitor,395.41184,C1COCCN1CCN2C3=CC=CC=C3N=C2NC(=O)C4=CC(=CC=C4)[N+](=O)[O-]
NCGC00241410,CIDs25169382,CHEMBL256963,299.75816,C1C(CN1)NC2=CC=CC(=N2)C3=CN=C4N3C=C(C=C4)Cl
NCGC00241411,CIDs11987888,Kinome_2782,440.44916,CC(C)(C)C(=O)OC1=CC2=C(C=C1)N(C(=N2)NC(=O)C3=CC(=CC=C3)[N+](=O)[O-])CCCO
BI-78D3,CIDs02747117,BI-78D3,379.37106,C1COC2=C(O1)C=CC(=C2)N3C(=O)NN=C3SC4=NC=C(S4)[N+](=O)[O-]
SR-3306,CIDs57519510,AGN-PC-0BVINB,490.55904,CC1=NC=C(C=C1)C2=NN(C=N2)C3=CC=C(C=C3)NC4=NC=CC(=N4)C5=CC(=CC=C5)N6CCOCC6
STF-083010,CIDs00729483,#N/A,0,#N/A
Irestatin 9389,CIDs01005519,irestatin 9389,398.42583,CC1=CSC(=N1)NC(=O)CSC2=NC3=C(CCC3)C(=C2C#N)C(F)(F)F
SB-265610,CIDs09841667,SB-265610,357.16486,C1=CC=C(C(=C1)NC(=O)NC2=CC=C(C3=NNN=C23)C#N)Br
Apilimod,CIDs10173277,apilimod,418.49154,CC1=CC=CC(=C1)C=NNC2=NC(=NC(=C2)N3CCOCC3)OCCC4=CC=CC=N4
PD-0220245,CIDs09849040,AGN-PC-0MWC3L,505.52604,CCN(CC)CCCCNC1=NC2=CC(=C(C=C2N=C1C3=CC=C(S3)C4=CC=CS4)Cl)Cl
KRP-203,CIDs11155873,KRP-203,480.44708,C1=CC=C(C=C1)COC2=CC(=CC=C2)SC3=CC(=C(C=C3)CCC(CO)(CO)N)Cl.Cl
AMG-47a,CIDs16086114,AMG-47a,535.56013,CC1=C(C=C(C=C1)C(=O)NC2=CC=CC(=C2)C(F)(F)F)C3=CC4=CN=C(N=C4C=C3)NCCN5CCOCC5
Pim 1 Inhibitor 2,CIDs02765355,Pim1 inhibitor 2,322.74844,C1=CC(=CC=C1C2=C3C=C(C=CC3=NO2)C4=NC(=NC=C4)N)Cl
SGI-1776,CIDs24795070,SGI-1776,405.41679,CN1CCC(CC1)CNC2=NN3C(=NC=C3C4=CC(=CC=C4)OC(F)(F)F)C=C2
KI-20227,CIDs09869779,Ki20227,480.53616,CC(C1=NC=CS1)NC(=O)NC2=C(C=C(C=C2)OC3=C4C=C(C(=CC4=NC=C3)OC)OC)OC
ABT-702,CIDs00001973,adenosine kinase inhibitor,463.32986,C1COCCN1C2=NC=C(C=C2)C3=NC4=C(C(=C3)C5=CC(=CC=C5)Br)C(=NC=N4)N
AZ-3146,CIDs56973724,AZ 3146,452.54928,CN1CCC(CC1)OC2=CC(=C(C=C2)NC3=NC=C4C(=N3)N(C(=O)N4C)C5CCCC5)OC
MK-1775,CIDs24856436,MK-1775,500.59538,CC(C)(C1=NC(=CC=C1)N2C3=NC(=NC=C3C(=O)N2CC=C)NC4=CC=C(C=C4)N5CCN(CC5)C)O
BMS-5,CIDs56965901,BMS-5,431.287066,CC(C)C(=O)NC1=NC=C(S1)C2=CC(=NN2C3=C(C=CC=C3Cl)Cl)C(F)F
AMG-Tie2-1,CIDs16108977,AMG-Tie2,479.45381,CC1=C(C=C(C=C1)C(=O)NC2=CC=CC(=C2)C(F)(F)F)OC3=C(C=CC=N3)C4=NC(=NC=C4)NC
NVP-231,CIDs04096211,nvp-231,431.5499,C1C2CC3CC1CC(C2)(C3)C(=O)NC4=CC5=C(C=C4)N=C(S5)NC(=O)C6=CC=CC=C6
D-NMAPPD,CIDs16038965,CAY10466,422.55822,CCCCCCCCCCCCCC(=O)NC(CO)C(C1=CC=C(C=C1)[N+](=O)[O-])O
Pazopanib,CIDs10113978,pazopanib,437.51802,CC1=C(C=C(C=C1)NC2=NC=CC(=N2)N(C)C3=CC4=NN(C(=C4C=C3)C)C)S(=O)(=O)N
TG-101348,CIDs16722836,fedratinib,524.67814,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)OCCN4CCCC4
Alvespimycin hydrochloride,CIDs09852573,#N/A,0,#N/A
CCT-018159,CIDs00984170,#N/A,0,#N/A
CNF-2024,CIDs16736529,BIIB021,318.7615,CC1=CN=C(C(=C1OC)C)CN2C=NC3=C2N=C(N=C3Cl)N
NVP-AUY922,CIDs10096043,NVP-AUY922,465.54144,CCNC(=O)C1=C(C(=C2C=C(C(=CC2=O)O)C(C)C)ON1)C3=CC=C(C=C3)CN4CCOCC4
Elesclomol (STA-4783),CIDs00300471,elesclomol,400.5177,CN(C(=S)C1=CC=CC=C1)NC(=O)CC(=O)NN(C)C(=S)C2=CC=CC=C2
VER-155008,CIDs25195348,QC-9937,556.40062,C1=CC(=CC=C1COCC2C(C(C(O2)N3C4=C(C(=NC=N4)N)N=C3NCC5=CC(=C(C=C5)Cl)Cl)O)O)C#N
ISOX,CIDs121237856,#N/A,0,#N/A
Vorinostat (SAHA),CIDs00005311,vorinostat,264.3202,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO
AR-42,CIDs06918848,OSU-HDAC42,312.363,CC(C)C(C1=CC=CC=C1)C(=O)NC2=CC=C(C=C2)C(=O)NO
Belinostat,CIDs06918638,belinostat,318.34766,C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)C=CC(=O)NO
Mocetinostat,CIDs09865515,MGCD0103,396.4445,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC3=NC=CC(=N3)C4=CN=CC=C4
Panobinostat,CIDs06918837,panobinostat,349.42622,CC1=C(C2=CC=CC=C2N1)CCNCC3=CC=C(C=C3)C=CC(=O)NO
Pracinostat,CIDs49855250,pracinostat,358.4778,CCCCC1=NC2=C(N1CCN(CC)CC)C=CC(=C2)C=CC(=O)NO
Romidepsin,CIDs05352062,depsipeptide,540.69584,CC=C1C(=O)NC(C(=O)OC2CC(=O)NC(C(=O)NC(CSSCCC=C2)C(=O)N1)C(C)C)C(C)C
SRT-1720,CIDs24180125,SRT1720,469.56142,C1CN(CCN1)CC2=CSC3=NC(=CN23)C4=CC=CC=C4NC(=O)C5=NC6=CC=CC=C6N=C5
Selisistat,CIDs05113032,selisistat,248.70812,C1CC(C2=C(C1)C3=C(N2)C=CC(=C3)Cl)C(=O)N
Entinostat,CIDs00004261,entinostat,376.4085,C1=CC=C(C(=C1)N)NC(=O)C2=CC=C(C=C2)CNC(=O)OCC3=CN=CC=C3
MG-149,CIDs49864204,mg149,340.45592,CCCCCCCC1=CC=C(C=C1)CCC2=C(C(=CC=C2)O)C(=O)O
Veliparib,CIDs11960529,veliparib,244.29234,CC1(CCCN1)C2=NC3=C(C=CC=C3N2)C(=O)N
Olaparib,CIDs23725625,olaparib,434.462823,C1CC1C(=O)N2CCN(CC2)C(=O)C3=C(C=CC(=C3)CC4=NNC(=O)C5=CC=CC=C54)F
AG-14361,CIDs09840076,AG14361,320.3883,CN(C)CC1=CC=C(C=C1)C2=NC3=CC=CC4=C3N2CCNC4=O
Rucaparib,CIDs09931954,#N/A,0,#N/A
Iniparib,CIDs09796068,iniparib,292.03067,C1=CC(=C(C=C1C(=O)N)[N+](=O)[O-])I
Ixazomib,CIDs25183872,ixazomib,361.02866,B(C(CC(C)C)NC(=O)CNC(=O)C1=C(C=CC(=C1)Cl)Cl)(O)O
Carfilzomib,CIDs11556711,carfilzomib,719.90988,CC(C)CC(C(=O)C1(CO1)C)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CC(C)C)NC(=O)C(CCC3=CC=CC=C3)NC(=O)CN4CCOCC4
Bortezomib,CIDs00387447,bortezomib,384.2372,B(C(CC(C)C)NC(=O)C(CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O
Tosedostat,CIDs15547703,tosedostat,406.4727,CC(C)CC(C(C(=O)NO)O)C(=O)NC(C1=CC=CC=C1)C(=O)OC2CCCC2
Teriflunomide,CIDs54684141,teriflunomide,270.20727,CC(=C(C#N)C(=O)NC1=CC=C(C=C1)C(F)(F)F)O
PD-166793,CIDs09887870,KB-03719,412.29812,CC(C)C(C(=O)O)NS(=O)(=O)C1=CC=C(C=C1)C2=CC=C(C=C2)Br
SSR-69071,CIDs09872438,SSR 69071,556.63058,CC(C)C1=CC(=CC2=C1C(=O)N(S2(=O)=O)COC3=CC(=O)N4C=CC=C(C4=N3)OCCN5CCCCC5)OC
RG-108,CIDs00702558,N-phthaloyl-l-tryptophan,334.32546,C1=CC=C2C(=C1)C(=O)N(C2=O)C(CC3=CNC4=CC=CC=C43)C(=O)O
BIX-01294,CIDs25150857,BIX-01294,490.64032,CN1CCCN(CC1)C2=NC3=CC(=C(C=C3C(=N2)NC4CCN(CC4)CC5=CC=CC=C5)OC)OC
JQ1,CIDs46907787,(+)-JQ-1,456.9882,CC1=C(SC2=C1C(=NC(C3=NN=C(N32)C)CC(=O)OC(C)(C)C)C4=CC=C(C=C4)Cl)C
NCGC00185090-04,CIDs46925884,ML199,315.41322,CC(=O)NC1=C(C2=C(S1)CNC2)C3=NC4=CC=CC=C4S3
NCGC00189393,CIDs49852229,ML216,383.323473,C1=CC(=C(C=C1NC(=O)NC2=NN=C(S2)C3=CC=NC=C3)C(F)(F)F)F
NCGC00247866,CIDs71300295,CHEMBL2426174,388.40588,C1=CC(=C(C=C1NC(=O)NC2=NN=C(S2)C3=CC=NC=C3)C#N)C4=CNN=C4
NCGC00241036,CIDs49852941,AGN-PC-088PN3,274.27196,C1COCCN1C2=CC3=C(C=CC(=C3N=C2)O)C(=O)O
ML324,CIDs44143208,ML324,463.44957,CN(C)CCCNC(=O)C1=CC=C(C=C1)C2=CC(=C3C(=C2)C=CC=N3)O.C(=O)(C(F)(F)F)O
Tipifarnib,CIDs00159324,tipifarnib,489.39578,CN1C=NC=C1C(C2=CC=C(C=C2)Cl)(C3=CC4=C(C=C3)N(C(=O)C=C4C5=CC(=CC=C5)Cl)C)N
LG-100268,CIDs00003922,Lg 100268,363.49256,CC1=C(C=C2C(=C1)C(CCC2(C)C)(C)C)C3(CC3)C4=NC=C(C=C4)C(=O)O
AHPN,CIDs00135411,AHPN,398.49354,C1C2CC3CC1CC(C2)(C3)C4=C(C=CC(=C4)C5=CC6=C(C=C5)C=C(C=C6)C(=O)O)O
AC-261066,CIDs11530459,AC-261066,353.408403,CCCCOCCOC1=C(SC(=N1)C2=CC(=C(C=C2)C(=O)O)F)C
Fenretinide,CIDs05288209,fenretinide,391.54572,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)NC2=CC=C(C=C2)O)C)C
Hydrocortisone,CIDs00005754,cortisol,362.4599,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)CO)O)C)O
Dexamethasone,CIDs00005743,dexamethasone,392.461063,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C
Cortivazol,CIDs00066249,corticoid,530.65452,CC1CC2C3C=C(C4=CC5=C(CC4(C3C(CC2(C1(C(=O)COC(=O)C)O)C)O)C)C=NN5C6=CC=CC=C6)C
Deacetyl cortivazol,CIDs03032474,deacylcortivazol,488.61784,CC1CC2C3C=C(C4=CC5=C(CC4(C3C(CC2(C1(C(=O)CO)O)C)O)C)C=NN5C6=CC=CC=C6)C
Abiraterone,CIDs00132971,abiraterone,349.50904,CC12CCC(CC1=CCC3C2CCC4(C3CC=C4C5=CN=CC=C5)C)O
2-Methoxyestradiol,CIDs00066414,2-methoxyestradiol,302.40794,CC12CCC3C(C1CCC2O)CCC4=CC(=C(C=C34)OC)O
