DiseaseID	DiseaseName	vocabulary	code
UMLS:C0007795	Diffuse Cerebral Sclerosis of Schilder	DO	0060215
UMLS:C0007815	Cerebrospinal Fluid Rhinorrhea	HPO	0030998
UMLS:C0007820	Cerebrovascular Disorders	DO	6713
UMLS:C0007847	Malignant tumor of cervix	DO	2893
UMLS:C0007852	Cervical Migraine Syndrome	MSH	D008881
UMLS:C0007855	Cervical polyp	EFO	0009475
UMLS:C0007859	Neck Pain	HPO	0030833
UMLS:C0007860	Uterine Cervicitis	DO	2568
UMLS:C0007862	Cervico-Brachial Neuralgia	MSH	D020968
UMLS:C0007867	Cervix Diseases	DO	2253
UMLS:C0007868	Cervical dysplasia	EFO	1000910
UMLS:C0007871	Uterine Cervical Incompetence	DO	9681
UMLS:C0007873	Uterine Cervical Neoplasm	DO	4362
UMLS:C0007894	Cestode Infections	EFO	1001287
UMLS:C0007930	Chagas Cardiomyopathy	EFO	0005529
UMLS:C0007932	Chagas' disease without mention of organ involvement	DO	12140
UMLS:C0007933	Meibomian Cyst	DO	9903
UMLS:C0007939	Syphilitic chancre	DO	4166
UMLS:C0007947	Chancroids	DO	13778
UMLS:C0007959	Charcot-Marie-Tooth Disease	DO	0070161
UMLS:C0007965	Chediak-Higashi Syndrome	DO	2935
UMLS:C0007971	Cheilitis	DO	0060312
UMLS:C0008029	Cherubism	DO	1856
UMLS:C0008031	Chest Pain	HPO	0100749
UMLS:C0008033	Pleuritic pain	ICD10CM	R07.81
UMLS:C0008039	Cheyne-Stokes Respiration	HPO	0012196
UMLS:C0008043	Chiari-Frommel Syndrome	DO	12700
UMLS:C0008055	Chikungunya Fever	DO	0050012
UMLS:C0008058	Chilblains	HPO	0009710
UMLS:C0008060	child abuse behavior	ICD9CM	995.5
UMLS:C0008062	Child Sexual Abuse	ICD9CM	995.53
UMLS:C0008073	Developmental Disabilities	EFO	0003852
UMLS:C0008074	Child Development Disorders, Pervasive	EFO	0003756
UMLS:C0008149	Chlamydia Infections	EFO	0007205
UMLS:C0008170	Chloramphenicol Resistance	MONDO	0010784
UMLS:C0008272	Asiderotic anemia	DO	11759
UMLS:C0008297	Choanal Atresia	DO	9574
UMLS:C0008298	Polyp in nasopharynx	ICD10CM	J33.0
UMLS:C0008301	Choking	MSH	D000402
UMLS:C0008309	Bile duct adenoma	DO	5381
UMLS:C0008311	Cholangitis	DO	14268
UMLS:C0008312	Primary biliary cirrhosis	DO	12236
UMLS:C0008313	Cholangitis, Sclerosing	DO	0060643
UMLS:C0008325	Cholecystitis	DO	1949
UMLS:C0008340	Choledochal Cyst	DO	899
UMLS:C0008350	Cholelithiasis	DO	10211
UMLS:C0008354	Cholera	DO	1498
UMLS:C0008370	Cholestasis	DO	13580
UMLS:C0008372	Intrahepatic Cholestasis	DO	1852
UMLS:C0008373	Cholesteatoma	DO	869
UMLS:C0008384	Cholesterol Ester Storage Disease	DO	14502
UMLS:C0008412	Choline Deficiency	DO	8456
UMLS:C0008439	Chondritis	HPO	0100662
UMLS:C0008441	Chondroblastoma	DO	2649
UMLS:C0008445	Chondrodysplasia Punctata	DO	0060292
UMLS:C0008449	Congenital anomaly of cartilage	DO	2256
UMLS:C0008476	Chondromatosis, Synovial	EFO	1000557
UMLS:C0008479	Chondrosarcoma	DO	3371
UMLS:C0008487	Chordoma	DO	3302
UMLS:C0008489	Chorea	DO	0060810
UMLS:C0008493	Hydatidiform Mole, Invasive	ICD10CM	D39.2
UMLS:C0008495	Chorioamnionitis	DO	0050697
UMLS:C0008497	Choriocarcinoma	DO	2021
UMLS:C0008513	Chorioretinitis	DO	10176
UMLS:C0008519	Ectopic Tissue	HPO	0002282
UMLS:C0008521	Choroid Diseases	DO	1417
UMLS:C0008522	Choroid Hemorrhage	HPO	0011887
UMLS:C0008525	Choroideremia	DO	9821
UMLS:C0008526	Choroiditis	DO	10176
UMLS:C0008533	Hemophilia B	DO	12259
UMLS:C0008582	Chromoblastomycosis	DO	1562
UMLS:C0008625	Chromosome Aberrations	EFO	0000336
UMLS:C0008626	Congenital chromosomal disease	ICD10	Q99.9
UMLS:C0008628	Chromosome Deletion	MSH	D002872
UMLS:C0008677	Bronchitis, Chronic	DO	6132
UMLS:C0008680	Cryptogenic pulmonary eosinophilia	DO	9502
UMLS:C0008684	Chronic gingivitis	DO	3087
UMLS:C0008698	Chronic maxillary sinusitis	DO	10792
UMLS:C0008701	Chronic Motor or Vocal Tic Disorder	DO	10600
UMLS:C0008707	Chronic osteomyelitis	DO	1019
UMLS:C0008711	Chronic rhinitis	DO	8252
UMLS:C0008728	Eosinophilic granulomatosis with polyangiitis	DO	3049
UMLS:C0008732	Chylous Ascites	HPO	0012281
UMLS:C0008733	Chylothorax	EFO	1001780
UMLS:C0008767	Cicatrization	HPO	0100699
UMLS:C0008780	Ciliary Motility Disorders	DO	9562
UMLS:C0008810	Circadian Rhythms	EFO	0004354
UMLS:C0008909	Claustrophobia	HPO	0025253
UMLS:C0008924	Cleft upper lip	DO	9296
UMLS:C0008925	Cleft Palate	DO	0110213
UMLS:C0008928	Cleidocranial Dysplasia	DO	0060467
UMLS:C0009021	Clonorchiasis	DO	13767
UMLS:C0009024	Clonus	HPO	0002169
UMLS:C0009075	Melanoma, Cloudman S91	MSH	D008546
UMLS:C0009080	Clubbed Fingers	HPO	0100759
UMLS:C0009081	Congenital clubfoot	DO	11836
UMLS:C0009088	Cluster Headache	EFO	1001822
UMLS:C0009090	Cluttering	DO	0060243
UMLS:C0009171	Cocaine Abuse	DO	809
UMLS:C0009186	Coccidioidomycosis	DO	13450
UMLS:C0009187	Coccidiosis	DO	2113
UMLS:C0009197	Cochlear Diseases	DO	5463
UMLS:C0009207	Cockayne Syndrome	DO	0050569
UMLS:C0009225	Coenuriasis	ICD10CM	B71.8
UMLS:C0009241	Cognition Disorders	EFO	1001457
UMLS:C0009319	Colitis	DO	0060180
UMLS:C0009324	Ulcerative Colitis	DO	0110892
UMLS:C0009326	Collagen Diseases	DO	854
UMLS:C0009363	Congenital ocular coloboma (disorder)	DO	12270
UMLS:C0009373	Colonic Diseases	DO	5353
UMLS:C0009374	Colonic Diseases, Functional	DO	3877
UMLS:C0009375	Colonic Neoplasms	DO	219
UMLS:C0009376	Colonic Polyps	ICD10	K63.5
UMLS:C0009398	Color vision defect	DO	11661
UMLS:C0009402	Colorectal Carcinoma	DO	0080199
UMLS:C0009404	Colorectal Neoplasms	DO	5672
UMLS:C0009405	Hereditary Nonpolyposis Colorectal Neoplasms	DO	3883
UMLS:C0009421	Comatose	HPO	0001259
UMLS:C0009426	Combat Disorders	DO	6950
UMLS:C0009438	Common Bile Duct Calculi	DO	11755
UMLS:C0009439	Choledochal Cyst, Type I	MSH	D015529
UMLS:C0009443	Common Cold	DO	10459
UMLS:C0009447	Common Variable Immunodeficiency	DO	12177
UMLS:C0009451	Communicating Hydrocephalus	DO	1573
UMLS:C0009460	Communication impairment	DO	2033
UMLS:C0009492	Compartment syndromes	DO	573
UMLS:C0009595	Obsessive-Compulsive Personality	DO	10932
UMLS:C0009663	Condylomata Acuminata	DO	11168
UMLS:C0009676	Confusion	HPO	0001289
UMLS:C0009677	Congenital macroglossia	ICD10	Q38.2
UMLS:C0009681	Anomalous pulmonary artery	HPO	0004414
UMLS:C0009691	Congenital cataract	DO	0110227
UMLS:C0009714	Hepatic Fibrosis, Congenital	DO	0080212
UMLS:C0009730	Spinal meningocele	DO	0060326
UMLS:C0009759	Conjunctival Diseases	DO	4251
UMLS:C0009761	Conjunctival Neoplasms	DO	5467
UMLS:C0009763	Conjunctivitis	DO	6195
UMLS:C0009765	Conjunctivitis, Acute Hemorrhagic	DO	11227
UMLS:C0009766	Allergic Conjunctivitis	DO	11204
UMLS:C0009769	Conjunctivitis, Giant Papillary	DO	2457
UMLS:C0009774	Viral Conjunctivitis	EFO	0008571
UMLS:C0009777	Conn Adenoma	EFO	1000015
UMLS:C0009782	Connective Tissue Diseases	DO	65
UMLS:C0009792	Consciousness Disorders	MSH	D003244
UMLS:C0009806	Constipation	DO	2089
UMLS:C0009812	Constitutional Symptom	HPO	0025142
UMLS:C0009917	Contracture	EFO	0003899
UMLS:C0009918	Contracture of joint	HPO	0001371
UMLS:C0009928	Contrast Sensitivity	MSH	D015350
UMLS:C0009946	Conversion disorder	DO	10935
UMLS:C0009952	Febrile Convulsions	HPO	0002373
UMLS:C0009995	Cor Triatriatum	HPO	0010774
UMLS:C0010034	Corneal Diseases	DO	10124
UMLS:C0010035	Hereditary corneal dystrophy	DO	0060445
UMLS:C0010036	Corneal dystrophy	DO	2566
UMLS:C0010038	Corneal Opacity	HPO	0007957
UMLS:C0010043	Corneal Ulcer	DO	8463
UMLS:C0010046	Corn of toe	MSH	D002145
UMLS:C0010051	Coronary Aneurysm	DO	3362
UMLS:C0010054	Coronary Arteriosclerosis	DO	13739
UMLS:C0010068	Coronary heart disease	DO	1936
UMLS:C0010072	Coronary Thrombosis	DO	11847
UMLS:C0010073	Coronary Artery Vasospasm	DO	11840
UMLS:C0010074	Coronary Vessel Anomalies	ICD10	Q24.5
UMLS:C0010093	Corpus Luteum Cyst	ICD10	N83.1
UMLS:C0010200	Coughing	HPO	0012735
UMLS:C0010232	Cowpox	DO	8956
UMLS:C0010246	Coxsackievirus Infections	EFO	0007226
UMLS:C0010266	Cranial nerve diseases	DO	3817
UMLS:C0010273	Craniofacial Dysostosis	DO	2339
UMLS:C0010276	Craniopharyngioma	DO	3840
UMLS:C0010278	Craniosynostosis	DO	2340
UMLS:C0010308	Congenital Hypothyroidism	DO	0050328
UMLS:C0010314	Cri-du-Chat Syndrome	DO	12580
UMLS:C0010324	Crigler Najjar syndrome, type 1	DO	3803
UMLS:C0010334	Crisscross Heart	MONDO	0015449
UMLS:C0010346	Crohn Disease	DO	0060192
UMLS:C0010380	Croup	DO	9395
UMLS:C0010392	Crush syndrome	DO	12556
UMLS:C0010398	Cruveilhier-Baumgarten Syndrome	MSH	D006975
UMLS:C0010403	Cryoglobulinemia	DO	2917
UMLS:C0010414	Infection by Cryptococcus neoformans	DO	12053
UMLS:C0010417	Cryptorchidism	DO	11383
UMLS:C0010418	Cryptosporidiosis	DO	1733
UMLS:C0010474	Curling Ulcer	DO	1724
UMLS:C0010481	Cushing Syndrome	DO	3947
UMLS:C0010495	Cutis Laxa	DO	0050429
UMLS:C0010520	Cyanosis	HPO	0000961
UMLS:C0010598	Cyclothymic Disorder	DO	845
UMLS:C0010606	Adenoid Cystic Carcinoma	DO	0080202
UMLS:C0010631	Cystadenocarcinoma	DO	3111
UMLS:C0010633	Cystadenoma	DO	2634
UMLS:C0010635	Cystadenoma, Mucinous	EFO	1001048
UMLS:C0010668	Cystic Adenomatoid Malformation of Lung, Congenital	HPO	0010959
UMLS:C0010673	Endometrial cystic hyperplasia	NCI	C34519
UMLS:C0010674	Cystic Fibrosis	DO	1485
UMLS:C0010678	Cysticercosis	DO	10079
UMLS:C0010691	Cystinuria	DO	9266
UMLS:C0010692	Cystitis	DO	1679
UMLS:C0010695	Cystocele	MSH	D052858
UMLS:C0010701	Phyllodes Tumor	DO	1631
UMLS:C0010709	Cyst	MSH	D003560
UMLS:C0010823	Cytomegalovirus Infections	EFO	0001062
UMLS:C0010930	Dacryocystitis	DO	950
UMLS:C0010964	Dandy-Walker Syndrome	DO	2785
UMLS:C0011052	Prelingual Deafness	MSH	D003638
UMLS:C0011053	Deafness	DO	10003
UMLS:C0011057	Hearing Loss, Sudden	ICD9CM	388.2
UMLS:C0011071	Sudden death	HPO	0001699
UMLS:C0011103	Decerebrate State	HPO	0025013
UMLS:C0011119	Decompression Sickness	ICD10	T70.3
UMLS:C0011127	Pressure Ulcer	DO	8717
UMLS:C0011168	Deglutition Disorders	HPO	0002015
UMLS:C0011175	Dehydration	HPO	0001944
UMLS:C0011195	Dejerine-Sottas Disease (disorder)	DO	0050540
UMLS:C0011206	Delirium	DO	8645
UMLS:C0011226	Hepatitis D Infection	DO	2047
UMLS:C0011251	Delusional disorder	DO	778
UMLS:C0011253	Delusions	HPO	0000746
UMLS:C0011263	Multi-infarct dementia	DO	8725
UMLS:C0011265	Presenile dementia	EFO	0000249
UMLS:C0011268	Senile dementia	EFO	0000249
UMLS:C0011269	Dementia, Vascular	DO	8725
UMLS:C0011302	Demyelinating disease of central nervous system	ICD10	G35-G37.9
UMLS:C0011303	Demyelinating Diseases	DO	3213
UMLS:C0011304	Demyelination	MSH	D003711
UMLS:C0011311	Dengue Fever	DO	12205
UMLS:C0011320	Dens in Dente	HPO	0011088
UMLS:C0011330	Dental Calculus	MSH	D003728
UMLS:C0011334	Dental caries	DO	10461
UMLS:C0011351	Dental Enamel Hypoplasia	DO	693
UMLS:C0011389	Dental Plaque	MSH	D003773
UMLS:C0011405	Dental Pulp Diseases	DO	5330
UMLS:C0011406	Dental Pulp Exposure	EFO	1001782
UMLS:C0011407	Dental Pulp Necrosis	DO	11623
UMLS:C0011428	Dentigerous Cyst	ICD10CM	K09.0
UMLS:C0011430	Dentin Dysplasia	DO	0110052
UMLS:C0011432	Dentin Sensitivity	DO	698
UMLS:C0011434	Dentin, Secondary	MONDO	0020818
UMLS:C0011436	Dentinogenesis Imperfecta	DO	0110052
UMLS:C0011548	Dependent Personality Disorder	DO	10931
UMLS:C0011551	Depersonalization	DO	11038
UMLS:C0011570	Mental Depression	DO	1470
UMLS:C0011573	Endogenous depression	DO	1595
UMLS:C0011574	Involutional Depression	EFO	0003761
UMLS:C0011579	Reactive depression	DO	4964
UMLS:C0011581	Depressive disorder	DO	12139
UMLS:C0011603	Dermatitis	DO	2723
UMLS:C0011606	Exfoliative dermatitis	EFO	0009456
UMLS:C0011608	Dermatitis Herpetiformis	DO	8505
UMLS:C0011609	Drug Eruptions	MSH	D003875
UMLS:C0011615	Dermatitis, Atopic	DO	3310
UMLS:C0011616	Contact Dermatitis	DO	2773
UMLS:C0011620	Stasis dermatitis	ICD10CM	I87.2
UMLS:C0011630	Dermatomycoses	DO	0050133
UMLS:C0011633	Dermatomyositis	DO	10223
UMLS:C0011636	Dermatophytosis	DO	0050133
UMLS:C0011644	Scleroderma	DO	418
UMLS:C0011645	Dermatosis Papulosa Nigra	DO	4400
UMLS:C0011649	Dermoid Cyst	DO	2658
UMLS:C0011757	Developmental Coordination Disorder	DO	9923
UMLS:C0011813	Dextrocardia	DO	9565
UMLS:C0011847	Diabetes	DO	9352
UMLS:C0011848	Diabetes Insipidus	DO	12388
UMLS:C0011849	Diabetes Mellitus	DO	9351
UMLS:C0011853	Diabetes Mellitus, Experimental	MSH	D003921
UMLS:C0011854	Diabetes Mellitus, Insulin-Dependent	DO	0110741
UMLS:C0011859	Lipoatrophic Diabetes Mellitus	DO	11712
UMLS:C0011860	Diabetes Mellitus, Non-Insulin-Dependent	DO	9352
UMLS:C0011871	Diabetic peripheral angiopathy	DO	10182
UMLS:C0011875	Diabetic Angiopathies	DO	11713
UMLS:C0011876	Cataract due to diabetes mellitus	DO	13328
UMLS:C0011880	Diabetic Ketoacidosis	DO	1837
UMLS:C0011881	Diabetic Nephropathy	EFO	0000401
UMLS:C0011882	Diabetic Neuropathies	DO	11503
UMLS:C0011884	Diabetic Retinopathy	DO	8947
UMLS:C0011904	Diagnostic Techniques, Cardiovascular	EFO	0004298
UMLS:C0011981	Diaphragmatic Eventration	DO	10480
UMLS:C0011989	Camurati-Engelmann Syndrome	DO	4997
UMLS:C0011991	Diarrhea	DO	13250
UMLS:C0011992	Infantile Diarrhea	EFO	1001306
UMLS:C0011993	Vipoma	DO	5574
UMLS:C0011998	Diastema of Teeth	HPO	0000699
UMLS:C0011999	Diastematomyelia	ICD10	Q06.2
UMLS:C0012118	Dictyocaulus Infections	EFO	0007235
UMLS:C0012236	DiGeorge Syndrome	DO	11198
UMLS:C0012242	Digestive System Disorders	DO	77
UMLS:C0012243	Digestive System Neoplasms	DO	3119
UMLS:C0012359	Pathological Dilatation	MSH	D004108
UMLS:C0012546	Diphtheria	EFO	0005549
UMLS:C0012569	Diplopia	HPO	0000651
UMLS:C0012602	Dirofilariasis	DO	1082
UMLS:C0012624	Discitis	DO	10986
UMLS:C0012684	Blastocyst Disintegration	MSH	D020964
UMLS:C0012714	Disorder of copper metabolism	ICD10	E83.0
UMLS:C0012715	Iron Metabolism Disorders	DO	0111029
UMLS:C0012716	Disorder of magnesium metabolism	DO	0060879
UMLS:C0012734	Disruptive Behavior Disorder	DO	12995
UMLS:C0012736	Dissecting aortic aneurysm	ICD9CM	441.0
UMLS:C0012739	Disseminated Intravascular Coagulation	DO	0060538
UMLS:C0012746	Dissociative disorder	DO	10935
UMLS:C0012754	Distemper	MONDO	0025397
UMLS:C0012767	Tooth eruption disorder	HPO	0006292
UMLS:C0012811	Colon diverticulum anatomic structure	EFO	1001296
UMLS:C0012813	Diverticulitis	DO	7475
UMLS:C0012814	Colonic Diverticulitis	DO	13254
UMLS:C0012817	Diverticulum	MSH	D004240
UMLS:C0012819	Diverticular disease of colon	HPO	0002253
UMLS:C0012833	Dizziness	EFO	0009847
UMLS:C0013069	Double Outlet Right Ventricle	DO	6406
UMLS:C0013080	Down Syndrome	DO	14250
UMLS:C0013124	Drinking behavior processes	EFO	0004315
UMLS:C0013132	Drooling	HPO	0002307
UMLS:C0013144	Drowsiness	HPO	0002329
UMLS:C0013146	Drug abuse	DO	302
UMLS:C0013170	Drug habituation	MSH	D019966
UMLS:C0013182	Drug Allergy	EFO	0009482
UMLS:C0013221	Drug toxicity	ICD9CM	977.9
UMLS:C0013222	Drug Use Disorders	MSH	D019966
UMLS:C0013238	Dry Eye Syndromes	DO	10138
UMLS:C0013261	Duane Retraction Syndrome	DO	12557
UMLS:C0013264	Muscular Dystrophy, Duchenne	DO	11723
UMLS:C0013274	Patent ductus arteriosus	DO	13832
UMLS:C0013288	Dumping Syndrome	DO	14495
UMLS:C0013289	Duodenal Diseases	DO	4072
UMLS:C0013291	Duodenal Neoplasms	DO	10021
UMLS:C0013295	Duodenal Ulcer	DO	1724
UMLS:C0013298	Duodenitis	DO	8643
UMLS:C0013312	Dupuytren Contracture	EFO	0004229
UMLS:C0013336	Dwarfism	DO	9521
UMLS:C0013338	Pituitary dwarfism	DO	0060870
UMLS:C0013362	Dysarthria	HPO	0001260
UMLS:C0013363	Dysautonomia	HPO	0012332
UMLS:C0013364	Dysautonomia, Familial	DO	11589
UMLS:C0013366	Dyschondroplasias	DO	206
UMLS:C0013369	Dysentery	DO	12384
UMLS:C0013370	Amebic colitis	MONDO	0024275
UMLS:C0013371	Shigella Infections	DO	12385
UMLS:C0013374	Dysgammaglobulinemia	DO	11702
UMLS:C0013377	Dysgerminoma	DO	4441
UMLS:C0013384	Dyskinetic syndrome	DO	543
UMLS:C0013386	Dyskinesia, Drug-Induced	EFO	1000904
UMLS:C0013390	Dysmenorrhea	HPO	0100607
UMLS:C0013393	Dysostoses	DO	1934
UMLS:C0013394	Dyspareunia (female)	ICD10	N94.1
UMLS:C0013395	Dyspepsia	EFO	0008533
UMLS:C0013403	Dysplastic Nevus Syndrome	DO	10041
UMLS:C0013404	Dyspnea	HPO	0002094
UMLS:C0013405	Dyspnea, Paroxysmal	HPO	0012763
UMLS:C0013409	Dyssocial Behavior	MSH	D000987
UMLS:C0013415	Dysthymic Disorder	DO	12139
UMLS:C0013421	Dystonia	DO	543
UMLS:C0013423	Dystonia Musculorum Deformans	DO	0050835
UMLS:C0013426	Dystrophy of vulva	DO	14292
UMLS:C0013428	Dysuria	EFO	0003901
UMLS:C0013447	Ear Diseases	DO	2742
UMLS:C0013449	Ear Neoplasms	DO	5101
UMLS:C0013456	Earache	HPO	0030766
UMLS:C0013467	East Coast Fever	MSH	D013801
UMLS:C0013473	Eating Disorders	DO	8670
UMLS:C0013481	Ebstein Anomaly	DO	14289
UMLS:C0013491	Ecchymosis	HPO	0031364
UMLS:C0013502	Echinococcosis	DO	1496
UMLS:C0013504	Echinococcosis, Hepatic	ICD10	B67.8
UMLS:C0013505	Echinococcosis, Pulmonary	MSH	D004445
UMLS:C0013528	Echolalia	DO	4188
UMLS:C0013533	Echovirus Infections	EFO	0007247
UMLS:C0013537	Eclampsia	DO	13593
UMLS:C0013568	Ecthyma	DO	11907
UMLS:C0013570	Ecthyma, Contagious	DO	8771
UMLS:C0013575	Ectodermal Dysplasia	DO	14693
UMLS:C0013581	Ectopia Lentis	DO	0111148
UMLS:C0013589	Ectromelia	MSH	D004480
UMLS:C0013592	Ectropion	DO	1570
UMLS:C0013595	Eczema	DO	2723
UMLS:C0013604	Edema	HPO	0000969
UMLS:C0013608	Edema, Cardiac	EFO	1001771
UMLS:C0013691	Chylous effusion	ICD10	J94.0
UMLS:C0013720	Ehlers-Danlos Syndrome	DO	13359
UMLS:C0013743	Eisenmenger Complex	EFO	0009200
UMLS:C0013882	Elephantiasis	DO	0050138
UMLS:C0013884	Filarial Elephantiases	DO	12211
UMLS:C0013902	Elliptocytosis, Hereditary	DO	2373
UMLS:C0013903	Ellis-Van Creveld Syndrome	DO	12714
UMLS:C0013911	Emaciation	MSH	D004614
UMLS:C0013922	Embolism	MSH	D004617
UMLS:C0013927	Embolism, Amniotic Fluid	EFO	1001263
UMLS:C0013930	Embolism, Tumor	MSH	D009360
UMLS:C0013937	Embryo Resorption	MSH	D020964
UMLS:C0013949	Embryopathies	MSH	D005315
UMLS:C0013985	Emotional Disturbances	MSH	D000342
UMLS:C0013990	Pathological accumulation of air in tissues	EFO	0000464
UMLS:C0014008	Empty Sella Syndrome	DO	3642
UMLS:C0014009	Empyema	EFO	0003097
UMLS:C0014013	Empyema, Pleural	DO	3798
UMLS:C0014038	Encephalitis	DO	9588
UMLS:C0014040	Encephalitis Lethargica	DO	5225
UMLS:C0014057	Japanese Encephalitis	DO	10844
UMLS:C0014059	Encephalomyelitis, Acute Disseminated	DO	13664
UMLS:C0014060	Encephalitis, St. Louis	DO	10845
UMLS:C0014061	Tick-Borne Encephalitis	DO	0050175
UMLS:C0014065	Congenital cerebral hernia	HPO	0011815
UMLS:C0014067	Occipital Encephalocele	HPO	0002085
UMLS:C0014068	Encephalomalacia	DO	2034
UMLS:C0014070	Encephalomyelitis	DO	640
UMLS:C0014072	Experimental Autoimmune Encephalomyelitis	EFO	0001066
UMLS:C0014077	Leukoencephalitis, Acute Hemorrhagic	DO	10992
UMLS:C0014078	Venezuelan equine encephalomyelitis	DO	9584
UMLS:C0014084	Enchondromatosis	DO	0060221
UMLS:C0014116	Endocardial Cushion Defects	DO	0050651
UMLS:C0014117	Endocardial Fibroelastosis	DO	12929
UMLS:C0014118	Endocarditis	DO	10314
UMLS:C0014121	Bacterial Endocarditis	DO	4562
UMLS:C0014122	Subacute Bacterial Endocarditis	DO	4562
UMLS:C0014126	Endocervical polyp	NCI	C34584
UMLS:C0014127	Endocervicitis	DO	5757
UMLS:C0014130	Endocrine System Diseases	DO	28
UMLS:C0014132	Endocrine Gland Neoplasms	DO	170
UMLS:C0014145	Yolk Sac Tumor	DO	1911
UMLS:C0014170	Endometrial Neoplasms	DO	1380
UMLS:C0014173	Endometrial Hyperplasia	DO	0080365
UMLS:C0014175	Endometriosis	DO	289
UMLS:C0014179	Endometritis	DO	1002
UMLS:C0014236	Endophthalmitis	DO	4692
UMLS:C0014306	Enophthalmos	DO	11175
UMLS:C0014324	Entamoebiasis	MSH	D004749
UMLS:C0014335	Enteritis	DO	0060180
UMLS:C0014347	Enterobacteriaceae Infections	EFO	1001313
UMLS:C0014356	Enterocolitis	EFO	1001481
UMLS:C0014371	Enterotoxemia	EFO	1000922
UMLS:C0014378	Enterovirus Infections	EFO	0007255
UMLS:C0014390	Entropion	DO	12397
UMLS:C0014394	Enuresis	HPO	0000805
UMLS:C0014457	Eosinophilia	DO	999
UMLS:C0014458	Eosinophilia, Tropical	DO	5870
UMLS:C0014474	Ependymoma	DO	4844
UMLS:C0014476	Eperythrozoonosis	MSH	D009175
UMLS:C0014493	Epidemic keratoconjunctivitis	DO	13014
UMLS:C0014511	Epithelial cyst	DO	2658
UMLS:C0014518	Toxic Epidermal Necrolysis	DO	0050426
UMLS:C0014522	Epidermodysplasia Verruciformis	DO	13777
UMLS:C0014527	Epidermolysis Bullosa	DO	2730
UMLS:C0014534	Epididymitis	DO	9402
UMLS:C0014536	Epidural Neoplasms	DO	3618
UMLS:C0014541	Epiglottitis	DO	9398
UMLS:C0014544	Epilepsy	DO	1826
UMLS:C0014547	Epilepsies, Partial	DO	2234
UMLS:C0014548	Epilepsy, Generalized	DO	1827
UMLS:C0014549	Tonic-Clonic Epilepsy	DO	7725
UMLS:C0014550	Myoclonic Epilepsy	DO	308
UMLS:C0014553	Absence Epilepsy	DO	0070309
UMLS:C0014556	Epilepsy, Temporal Lobe	DO	12382
UMLS:C0014558	Uncinate Epilepsy	MSH	D004833
UMLS:C0014571	Epiphyses, Slipped	EFO	1001317
UMLS:C0014574	Epiphysitis	DO	8125
UMLS:C0014583	Episcleritis	HPO	0100534
UMLS:C0014588	Epispadias	ICD10	Q64.0
UMLS:C0014591	Epistaxis	EFO	0003895
UMLS:C0014647	Giant Cell Epulis	ICD10CM	K06.8
UMLS:C0014670	Equinus Deformity	MSH	D004863
UMLS:C0014733	Erysipelas	DO	11330
UMLS:C0014736	Erysipelothrix infection	ICD9CM	027.1
UMLS:C0014740	Erythema Chronicum Migrans	DO	1455
UMLS:C0014742	Erythema Multiforme	DO	0050185
UMLS:C0014743	Erythema Nodosum	HPO	0012219
UMLS:C0014761	Erythroblastosis, Fetal	DO	1098
UMLS:C0014772	Red Blood Cell Count measurement	EFO	0004305
UMLS:C0014799	Erythroderma, Maculopapular	MSH	D010267
UMLS:C0014800	Erythroid hyperplasia	HPO	0012132
UMLS:C0014804	Erythromelalgia	DO	9240
UMLS:C0014805	Primary Erythermalgia	DO	9240
UMLS:C0014818	Erythroplasia	DO	8872
UMLS:C0014836	Escherichia coli Infections	EFO	1001318
UMLS:C0014848	Esophageal Achalasia	DO	13186
UMLS:C0014849	Esophageal and Gastric Varices	EFO	0009545
UMLS:C0014850	Esophageal Atresia	DO	10485
UMLS:C0014852	Esophageal Diseases	DO	6050
UMLS:C0014854	Esophageal diverticulum	HPO	0100628
UMLS:C0014856	Esophageal Fistula	MSH	D004937
UMLS:C0014858	Esophageal motility disorders	DO	9192
UMLS:C0014859	Esophageal Neoplasms	DO	1107
UMLS:C0014863	Esophageal spasm	DO	9192
UMLS:C0014866	Esophageal Stenosis	HPO	0010450
UMLS:C0014867	Esophageal Varices	EFO	0009545
UMLS:C0014868	Esophagitis	DO	11963
UMLS:C0014869	Peptic Esophagitis	DO	13976
UMLS:C0014877	Esotropia	DO	10293
UMLS:C0015190	Euthyroid Sick Syndromes	DO	2856
UMLS:C0015230	Exanthema	DO	0050486
UMLS:C0015231	Exanthema Subitum	DO	0050495
UMLS:C0015260	Exercise stress test	EFO	0004328
UMLS:C0015263	Bronchospasm, Exercise-Induced	EFO	0000270
UMLS:C0015269	Exhibitionism	DO	10236
UMLS:C0015300	Exophthalmos	DO	9370
UMLS:C0015302	External exotoses	DO	203
UMLS:C0015306	Hereditary Multiple Exostoses	DO	206
UMLS:C0015310	Exotropia	DO	1142
UMLS:C0015338	Exstrophy	HPO	0100548
UMLS:C0015371	Extrapyramidal Disorders	EFO	0009533
UMLS:C0015378	Extravasation of Contrast Media	MSH	D005119
UMLS:C0015382	Extraversion (Psychology)	EFO	0004317
UMLS:C0015393	Eye Abnormalities	ICD10	Q15.9
UMLS:C0015396	Eye Color	EFO	0003949
UMLS:C0015397	Disorder of eye	DO	5614
UMLS:C0015398	Eye Diseases, Hereditary	MSH	D015785
UMLS:C0015403	Eye Infection	EFO	1001888
UMLS:C0015404	Eye Infections, Bacterial	MSH	D015818
