BiomarkerID	Biomarker_Name	Diseasename	ICD11	ICD10	ICD9
BM000031	Alpha-fetoprotein	Hepatocellular carcinoma	ICD-11: 2C12.02	ICD-10: C22.0	ICD-9: 155
BM002299	Nitrite	Lung cancer	ICD-11: 2C25.0	.	ICD-9: 162
BM001865	sTNF-R1	Non-small-cell lung cancer	ICD-11: 2C25.Y	.	ICD-9: 162
BM001930	Leptin	Non-small-cell lung cancer	ICD-11: 2C25.Y	.	.
BM003044	EML4/ALK	Non-small-cell lung cancer	ICD-11: 2C25.Y	.	.
BM000019	sIL-2R	Melanoma	ICD-11: 2C30	.	ICD-9: 172
BM000200	CA 15-3	Breast cancer	ICD-11: 2C60-2C65	.	.
BM000202	Carcinoembryonic antigen	Breast cancer	ICD-11: 2C60-2C65	.	.
BM000208	DNA/ploidy by flow cytometry, p53, cathepsin D, cyclin E, bone marrow micrometas tases, circulating tumor cells	Breast cancer	ICD-11: 2C60-2C65	.	.
BM000205	Human epidermal growth factor receptor 2	Breast cancer	ICD-11: 2C60-2C65	.	.
BM000029	estrogen receptor, progesterone receptor, HER-2, CK5/6, epidermal growth factor receptor.	Breast cancer	ICD-11: 2C60-2C65	.	.
BM000014	30-gene predictor (DLDA-30)	Breast cancer	ICD-11: 2C60-2C65	.	.
BM003037	BRCA1/BRCA2	Breast cancer	ICD-11: 2C60-2C65	.	.
BM001143	CMV	Breast cancer	ICD-11: 2C60-2C65	.	.
BM001572	Glucocorticoids	Breast cancer	ICD-11: 2C60-2C65	.	.
BM001715	HPC	Breast cancer	ICD-11: 2C60-2C65	.	.
BM002699	SNS	Breast cancer	ICD-11: 2C60-2C65	.	.
BM003047	70 genes (MammaPrint)	Breast cancer	ICD-11: 2C60-2C65	.	.
BM003038	BRCA1/BRCA2	Ovarian cancer	ICD-11: 2C73	ICD-10: C56	ICD-9: 183
BM002880	transthyretin, apolipoprotein A-1, beta2-microglobulin, transferrin, cancer anti gen 125	Ovarian cancer	ICD-11: 2C73	ICD-10: C56	ICD-9: 183
BM000197	Alpha-fetoprotein	Advanced seminoma	ICD-11: 2C80.7	.	ICD-9: 186
BM000193	Alpha-fetoprotein	Non-seminoma testicular cancer	ICD-11: 2C80	.	ICD-9: 186.9
BM001806	IL-1Ra	Testicular cancer	ICD-11: 2C80	.	ICD-9: 186
BM000041	Alkaline phosphatase (ALK)	Metastatic prostate carcinoma	ICD-11: 2D50	ICD-10: C79.3	ICD-9: 185
BM000042	Alkaline phosphatase (ALK)	Metastatic prostate carcinoma	ICD-11: 2D50	ICD-10: C79.3	ICD-9: 185
BM000033	IAUC(90)	Metastatic renal cancer	ICD-11: 2D50	ICD-10: C79.0	.
BM000034	K(trans)	Metastatic renal cancer	ICD-11: 2D50	ICD-10: C79.0	.
BM001505	bone marrow	Iron-deficiency anemia	ICD-11: 3A00	.	ICD-9: 280
BM001506	Ferritin	Iron-deficiency anemia	ICD-11: 3A00	.	ICD-9: 280
BM001507	red cell morphology	Iron-deficiency anemia	ICD-11: 3A00	.	ICD-9: 280
BM001508	serum iron	Iron-deficiency anemia	ICD-11: 3A00	.	ICD-9: 280
BM002626	Hematocrit packed cell volume	Anemia	ICD-11: 3A00-3A9Z	.	ICD-9: 280-285
BM002627	mean corpuscular hemoglobin concentration (MCHC)	Anemia	ICD-11: 3A00-3A9Z	.	ICD-9: 280-285
BM002628	mean corpuscular volume (MCV)	Anemia	ICD-11: 3A00-3A9Z	.	ICD-9: 280-285
BM002629	red blood cell	Anemia	ICD-11: 3A00-3A9Z	.	ICD-9: 280-285
BM002630	red cell distribution width (RDW)	Anemia	ICD-11: 3A00-3A9Z	.	ICD-9: 280-285
BM002631	reticulocyte count	Anemia	ICD-11: 3A00-3A9Z	.	ICD-9: 280-285
BM002632	reticulocyte proliferation index (RPI)	Anemia	ICD-11: 3A00-3A9Z	.	ICD-9: 280-285
BM001739	IFNI	Systemic lupus erythematosus	ICD-11: 4A40.0	.	ICD-9: 710
BM000803	Anti-endothelial cell antibodies (AECA)	Systemic sclerosis	ICD-11: 4A42	.	.
BM001023	CD14+ producing circulating monocytesi CD45+ producing circulating monocytesi i collagen I producing circulating monocytes	Systemic sclerosis	ICD-11: 4A42	.	.
BM001026	CD19	Systemic sclerosis	ICD-11: 4A42	.	.
BM000449	Isoprostanes	Systemic sclerosis	ICD-11: 4A42	.	.
BM000992	MCP-1	Systemic sclerosis	ICD-11: 4A42	.	.
BM002167	MMP-9 (gelatinase B)	Systemic sclerosis	ICD-11: 4A42	.	.
BM002753	Surfactant protein D	Systemic sclerosis	ICD-11: 4A42	.	.
BM002719	Vascular endothelial growth factor (VEGF)	Systemic sclerosis	ICD-11: 4A42	.	ICD-9: 710.1
BM001329	DAS-28	Sjogren syndrome	ICD-11: 4A43.20	ICD-10: M35, M35.0	ICD-9: 710.2
BM001804	IL-1Ra	Sjogren syndrome	ICD-11: 4A43.20	ICD-10: M35, M35.0	ICD-9: 710.2
BM001850	iL-6	Sjogren syndrome	ICD-11: 4A43.20	ICD-10: M35, M35.0	ICD-9: 710.2
BM002653	RF	Sjogren syndrome	ICD-11: 4A43.20	ICD-10: M35, M35.0	ICD-9: 710.2
BM001719	HSP-70	Ocular allergy	ICD-11: 4A81	.	.
BM001033	CD81 (CD81)	Eosinophilic disorders	ICD-11: 4B03.1	.	ICD-9: 530.13
BM001030	Complement receptor type 1	Eosinophilic disorders	ICD-11: 4B03.1	.	ICD-9: 530.13
BM001032	Early activation antigen CD69	Eosinophilic disorders	ICD-11: 4B03.1	.	ICD-9: 530.13
BM001424	eosinophil	Eosinophilic disorders	ICD-11: 4B03.1	.	ICD-9: 530.13
BM001428	Eosinophil peroxidase	Eosinophilic disorders	ICD-11: 4B03.1	.	ICD-9: 530.13
BM002022	L-selectin	Eosinophilic disorders	ICD-11: 4B03.1	.	ICD-9: 530.13
BM002023	P-selectin glycoprotein ligand 1	Eosinophilic disorders	ICD-11: 4B03.1	.	ICD-9: 530.13
BM000742	Afamin (AFM)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM000743	Afamin (AFM)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM000750	Afamin (AFM)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM000751	Afamin (AFM)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM002693	Antileukoproteinase (SLPI)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM001047	CD8, IL2R, TNFR1	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM001005	CXCL10 TNFR1	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM001669	HGF, IL2R, IL-8, TNFR1	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM002637	Human pro-islet peptide	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM002638	REG3I	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM002677	sFas	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM002678	sFas	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51
BM000744	Afamin (AFM)	Acute graft versus host disease	ICD-11: 4B24.0	ICD-10: T86.0	ICD-9: 279.51, 995.91
BM000746	Afamin (AFM)	Graft-versus-host disease	ICD-11: 4B24	.	ICD-9: 279.5
BM002633	Human pro-islet peptide	Graft-versus-host disease	ICD-11: 4B24	.	ICD-9: 279.5
BM002634	Human pro-islet peptide	Graft-versus-host disease	ICD-11: 4B24	.	ICD-9: 279.5
BM002635	Human pro-islet peptide	Graft-versus-host disease	ICD-11: 4B24	.	ICD-9: 279.5
BM002636	Human pro-islet peptide	Graft-versus-host disease	ICD-11: 4B24	.	ICD-9: 279.5
BM002901	Tryptophan metabolites	Graft-versus-host disease	ICD-11: 4B24	.	ICD-9: 279.5
BM000902	Bis(monoacylglycero)phosphate	Mucopolysaccharidosis	ICD-11: 5C56.3	.	ICD-9: 277.5
BM000927	Brain MRI images	Mucopolysaccharidosis	ICD-11: 5C56.3	.	ICD-9: 277.5
BM000928	Brain MRI images	Mucopolysaccharidosis	ICD-11: 5C56.3	.	ICD-9: 277.5
BM001588	Glycosaminoglycans	Mucopolysaccharidosis	ICD-11: 5C56.3	.	ICD-9: 277.5
BM001589	Glycosaminoglycans	Mucopolysaccharidosis	ICD-11: 5C56.3	.	ICD-9: 277.5
BM001590	Glycosaminoglycans	Mucopolysaccharidosis	ICD-11: 5C56.3	.	ICD-9: 277.5
BM001591	Glycosaminoglycans	Mucopolysaccharidosis	ICD-11: 5C56.3	.	ICD-9: 277.5
BM001592	Glycosaminoglycans	Mucopolysaccharidosis	ICD-11: 5C56.3	.	ICD-9: 277.5
BM001593	Glycosaminoglycans	Mucopolysaccharidosis	ICD-11: 5C56.3	.	ICD-9: 277.5
BM001594	Glycosaminoglycans	Mucopolysaccharidosis	ICD-11: 5C56.3	.	ICD-9: 277.5
BM001616	Hair morphology	Mucopolysaccharidosis	ICD-11: 5C56.3	.	ICD-9: 277.5
BM001632	Heparin cofactor II-thrombin complex	Mucopolysaccharidosis	ICD-11: 5C56.3	.	ICD-9: 277.5
BM001633	Heparin cofactor II-thrombin complex	Mucopolysaccharidosis	ICD-11: 5C56.3	.	ICD-9: 277.5
BM002080	Matrix metalloproteinase (MMP)	Mucopolysaccharidosis	ICD-11: 5C56.3	.	ICD-9: 277.5
BM002366	Oligosaccharides	Mucopolysaccharidosis	ICD-11: 5C56.3	.	ICD-9: 277.5
BM002367	Oligosaccharides	Mucopolysaccharidosis	ICD-11: 5C56.3	.	ICD-9: 277.5
BM002368	Oligosaccharides	Mucopolysaccharidosis	ICD-11: 5C56.3	.	ICD-9: 277.5
BM001355	Dopamine metabolite	Schizophrenia	ICD-11: 6A20	.	.
BM001408	Electrophysiologicalsignatures	Schizophrenia	ICD-11: 6A20	.	.
BM001409	Extrapyramidal signs	Schizophrenia	ICD-11: 6A20	.	.
BM001410	Impairments in cognitive tests	Schizophrenia	ICD-11: 6A20	.	.
BM001411	Sedation	Schizophrenia	ICD-11: 6A20	.	.
BM000774	Amyloid peptide	Schizophrenia	ICD-11: 6A20	.	.
BM000377	Glucose	Schizophrenia	ICD-11: 6A20	.	.
BM000378	Lipid	Schizophrenia	ICD-11: 6A20	.	.
BM000379	Glycine	Schizophrenia	ICD-11: 6A20	.	.
BM001595	GlyT1 ligand [3H] RO5013853	Schizophrenia	ICD-11: 6A20	.	.
BM000183	age	Cognitive impairment	ICD-11: 6D71	ICD-10: F06.7	ICD-9: 331.83
BM002621	quantitative electroencephalography (EEG)	Dementia	ICD-11: 6D80-6D86	.	.
BM002743	sTNFRI	Obstructive sleep apnea	ICD-11: 7A41	.	ICD-9: 327.23, 780.57
BM000775	amyloid I42	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM002487	Perfusion SPECT	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM002745	Structural MRI	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM000777	Tau protein	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM000702	Ab	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM000703	Ab	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM000704	Ab	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM000971	Cardiac autonomic dysfunction	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM000972	Cardiac autonomic dysfunction	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM000973	Cardiac autonomic dysfunction	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM001090	Cholinergic function	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM001091	Cholinergic function	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM001092	Cholinergic function	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM001093	Cholinergic function	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM001497	FDG network	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM001498	FDG network	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM001499	FDG network	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM001500	FDG network	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM001584	Glutathione	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM002194	iron deposit)	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM002196	iron deposit)	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM002198	iron deposit)	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM002200	iron deposit)	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM002195	MRI (DWI	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM002197	MRI (DWI	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM002199	MRI (DWI	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM002201	MRI (DWI	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM002981	Synaptic vesicle amine transporter	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM002982	Synaptic vesicle amine transporter	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM002983	Synaptic vesicle amine transporter	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM002984	Synaptic vesicle amine transporter	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM000586	Transcranial sonography (TCS)	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM000587	Transcranial sonography (TCS)	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM000588	Transcranial sonography (TCS)	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM002925	Uric acid	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM002926	Uric acid	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM000616	[11C]dMP	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM000617	[11C]dMP	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM000618	[11C]DTBZ	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM000619	[11C]DTBZ	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM000620	[11C]DTBZ	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM000621	[11C]RAC	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM000622	[11C]RAC	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM000623	[123I]-2I-carbomethoxy-3I-(4-iodophenyl tropane) ([123I]b-CIT)	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM000624	[123I]-2I-carbomethoxy-3I-(4-iodophenyl)-N-(3-fluoropropyl)-N-tropane ([123I]F P-CIT)	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM000625	[123I]b-CIT	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM000626	[123I]b-CIT	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM000627	[123I]b-CIT	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM000628	[123I]b-CIT	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM000629	[123I]FP-CIT	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM000630	[123I]FP-CIT	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM000631	[123I]FP-CIT	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM000632	[123I]IPT	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM000633	[123I]IPT	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM000634	[123I]IPT	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM000635	[123I]PE2I	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM000636	[18F]-2-fluoro-2-deoxyglucose (FDG)	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM000637	[18F]-2I-carbomethoxy-3I-(4-iodophenyl)-N-(3-fluoropropyl)-N-tropane ([18F]FP- CIT)	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM000638	[18F]FP-CIT	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM000639	[18F]FP-CIT	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM000640	[99mTc] TRODAT-1	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM000641	[99mTc] TRODAT-1	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM000642	[99mTc] TRODAT-1	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM000643	[99mTc]ECD	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM000644	[99mTc]ECD	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM000680	5-hydroxytryptamine (5-HT)	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM000770	Amygdala volume	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM000834	Arginine	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM000896	Biceps burst duration variability	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM001151	Cholesterol	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM001152	Coenzyme Q10	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM001171	Contralateral lateral SN pars compacta R2*	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM001172	Contralateral phase shift values of SN	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM001173	Contralateral posterior GP R2*	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM001174	Contralateral SN R2'' relaxation rate	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM001179	Copper	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM001339	Delayed H/M ratio of 123I-MIBG uptake	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM001353	Dopamine	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM001366	Early H/M ratio of 123I-MIBG uptake	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM001372	EEG total power	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM001501	FDOPA	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM001502	FDOPA	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM001503	FDOPA	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM001551	Free Carnitine	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM001586	Glycine	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM001596	GP R2''	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM001621	Heart rate variability: low frequency (LF) power spectrum densities	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM001622	Heart rate variability: very low frequency (VLF) power spectrum densities	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM001688	Hippocampal volume	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM001703	HMPAO	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM001708	Homocysteine	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM001712	Homovanillic acid	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM002005	Levodopa	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM002097	Mean amplitude after rare stimuli	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM002098	Mean area of bilateral substantia nigra hyperechogenicity	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM002099	Mean intensity score of SN pars compacta	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM002100	Mean PU R2	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM002101	Mean width of frontal horns of lateral ventricles	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM002102	Mean width of third ventricle	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM002209	MSNA of peroneal nerve fascicles in right popliteal fossa	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM002262	Neural thread protein	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM002294	Nitrate	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM002310	Noradrenaline	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM002416	P3 amplitude	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM002417	P3 latency	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM002482	Percentage of short 1st agonist burst durations	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM002509	Phenanthroline-copper	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM002616	PU R2''	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM002641	Regulated upon activation of normal T cell expressed and secreted (RANTES)	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM002692	Slope of power law relation (slope of HRV)	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM002698	SN fractional anisotropy (FA) value	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM002922	Unilateral area of substantia nigra hyperechogenicity	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM000228	6-[18F]-fluoro-l-3,4-dihydroxyphenylalanine (18F-dopa)	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM000230	6-[18F]-fluoro-l-3,4-dihydroxyphenylalanine (18F-dopa)	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM000232	6-[18F]-fluoro-l-3,4-dihydroxyphenylalanine (18F-dopa)	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM000683	8-hydroxy-2-deoxyguanosine (8-OHdG)	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM000645	[99mTc]-hexamethylpropylene amine oxid (HMPAO)	Parkinson disease	ICD-11: 8A00.0	.	ICD-9: 332
BM002394	cell death pathways	Huntington disease	ICD-11: 8A01.10	ICD-10: G10	ICD-9: 294.1, 333.4
BM002395	energy compromise	Huntington disease	ICD-11: 8A01.10	ICD-10: G10	ICD-9: 294.1, 333.4
BM002396	inflammation	Huntington disease	ICD-11: 8A01.10	ICD-10: G10	ICD-9: 294.1, 333.4
BM001980	kynurenine metabolism	Huntington disease	ICD-11: 8A01.10	ICD-10: G10	ICD-9: 294.1, 333.4
BM000489	monoamine metabolites	Huntington disease	ICD-11: 8A01.10	ICD-10: G10	ICD-9: 294.1, 333.4
BM002397	neurotrophin alterations	Huntington disease	ICD-11: 8A01.10	ICD-10: G10	ICD-9: 294.1, 333.4
BM002398	oxidative stress	Huntington disease	ICD-11: 8A01.10	ICD-10: G10	ICD-9: 294.1, 333.4
BM002399	proteolysis	Huntington disease	ICD-11: 8A01.10	ICD-10: G10	ICD-9: 294.1, 333.4
BM002400	transcriptional alterations	Huntington disease	ICD-11: 8A01.10	ICD-10: G10	ICD-9: 294.1, 333.4
BM000490	Transglutaminase	Huntington disease	ICD-11: 8A01.10	ICD-10: G10	ICD-9: 294.1, 333.4
BM000491	tryptophan pathway metabolites	Huntington disease	ICD-11: 8A01.10	ICD-10: G10	ICD-9: 294.1, 333.4
BM000682	8-hydroxy-2-deoxyguanosine (8-OHdG)	Huntington disease	ICD-11: 8A01.10	ICD-10: G10	ICD-9: 294.1, 333.4
BM000009	AIx-42	Alzheimer disease	ICD-11: 8A20	ICD-10: G30, G30.9	ICD-9: 331
BM000869	B-Amyloid	Alzheimer disease	ICD-11: 8A20	ICD-10: G30, G30.9	ICD-9: 331
BM001347	disproportionate atrophy	Alzheimer disease	ICD-11: 8A20	ICD-10: G30, G30.9	ICD-9: 331
BM002770	Tau protein	Alzheimer disease	ICD-11: 8A20	ICD-10: G30, G30.9	ICD-9: 331
BM000653	11C-(R)-PK11195	Alzheimer disease	ICD-11: 8A20	ICD-10: G30, G30.9	ICD-9: 331
BM000655	123I-5IA-85380	Alzheimer disease	ICD-11: 8A20	ICD-10: G30, G30.9	ICD-9: 331
BM000658	123I-5IA-85380	Alzheimer disease	ICD-11: 8A20	ICD-10: G30, G30.9	ICD-9: 331
BM000656	123I-IBVM	Alzheimer disease	ICD-11: 8A20	ICD-10: G30, G30.9	ICD-9: 331
BM000659	123I-IBVM	Alzheimer disease	ICD-11: 8A20	ICD-10: G30, G30.9	ICD-9: 331
BM000667	2-(1-{6-[(2-[F-18]fluoroethyl)(methyl)amino]-2-naphthyl}ethylidene) malononitril e (FDDNP)	Alzheimer disease	ICD-11: 8A20	ICD-10: G30, G30.9	ICD-9: 331
BM000864	AIo	Alzheimer disease	ICD-11: 8A20	ICD-10: G30, G30.9	ICD-9: 331
BM000836	Arterial spin labeling (ASL)	Alzheimer disease	ICD-11: 8A20	ICD-10: G30, G30.9	ICD-9: 331
BM000837	Arterial spin labeling (ASL)	Alzheimer disease	ICD-11: 8A20	ICD-10: G30, G30.9	ICD-9: 331
BM001084	Choline	Alzheimer disease	ICD-11: 8A20	ICD-10: G30, G30.9	ICD-9: 331
BM001085	Creatine	Alzheimer disease	ICD-11: 8A20	ICD-10: G30, G30.9	ICD-9: 331
BM001343	Diffusion tensor imaging (DTI)	Alzheimer disease	ICD-11: 8A20	ICD-10: G30, G30.9	ICD-9: 331
BM002518	florbetapir	Alzheimer disease	ICD-11: 8A20	ICD-10: G30, G30.9	ICD-9: 331
BM001086	Glutamate	Alzheimer disease	ICD-11: 8A20	ICD-10: G30, G30.9	ICD-9: 331
BM001087	Glutamine	Alzheimer disease	ICD-11: 8A20	ICD-10: G30, G30.9	ICD-9: 331
BM001939	Isoprostanes	Alzheimer disease	ICD-11: 8A20	ICD-10: G30, G30.9	ICD-9: 331
BM001940	Isoprostanes	Alzheimer disease	ICD-11: 8A20	ICD-10: G30, G30.9	ICD-9: 331
BM002014	longitudinal MRI volumetric data	Alzheimer disease	ICD-11: 8A20	ICD-10: G30, G30.9	ICD-9: 331
BM002103	medial temporal lobe (MTL)	Alzheimer disease	ICD-11: 8A20	ICD-10: G30, G30.9	ICD-9: 331
BM001088	Myoinositol	Alzheimer disease	ICD-11: 8A20	ICD-10: G30, G30.9	ICD-9: 331
BM001089	Phosphocreatine	Alzheimer disease	ICD-11: 8A20	ICD-10: G30, G30.9	ICD-9: 331
BM000538	P-tau 231	Alzheimer disease	ICD-11: 8A20	ICD-10: G30, G30.9	ICD-9: 331
BM002639	Regional blood oxygen level dependent (BOLD)	Alzheimer disease	ICD-11: 8A20	ICD-10: G30, G30.9	ICD-9: 331
BM000851	AI40	Alzheimer disease	ICD-11: 8A20	ICD-10: G30, G30.9	ICD-9: 331
BM000857	AI40	Alzheimer disease	ICD-11: 8A20	ICD-10: G30, G30.9	ICD-9: 331
BM000853	pTau181	Alzheimer disease	ICD-11: 8A20	ICD-10: G30, G30.9	ICD-9: 331
BM000862	pTau181	Alzheimer disease	ICD-11: 8A20	ICD-10: G30, G30.9	ICD-9: 331
