DiseaseID	gene_symbol	hgnc_id	gene_url	DiseaseName	disease_url	mode_of_inheritance	dosage_haploinsufficiency_assertion	dosage_triplosensitivity_assertion	dosage_report	dosage_group	gene_disease_validity_assertion_classifications	gene_disease_validity_assertion_reports	gene_disease_validity_gceps	actionability_assertion_classifications	actionability_assertion_reports	actionability_groups
MONDO:0007039	NF2	HGNC:7773	https://search.clinicalgenome.org/kb/genes/HGNC:7773	neurofibromatosis type 2	https://search.clinicalgenome.org/kb/conditions/MONDO:0007039	Autosomal dominant inheritance	3 - Sufficient Evidence for Haploinsufficiency (09/08/2020)	0 - No Evidence for Haploinsufficiency (09/08/2020)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:7773	Dosage Working Group	definitive evidence (02/27/2019)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a185a859-a499-4c4a-bebe-996b16fb3cf3-2019-02-27T170000.000Z	General Gene Curation	Strong Actionability (03/31/2021) | Strong Actionability (03/31/2021)	https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC021 | https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC021	Adult Actionability Working Group | Pediatric Actionability Working Group
MONDO:0007041	FGFR2	HGNC:3689	https://search.clinicalgenome.org/kb/genes/HGNC:3689	apert syndrome	https://search.clinicalgenome.org/kb/conditions/MONDO:0007041	Autosomal dominant inheritance					definitive evidence (12/14/2021)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_2aa63602-d820-4fee-893b-b807e7b62f28-2021-12-14T221137.192Z	Craniofacial Malformations			
MONDO:0007042	TWIST1	HGNC:12428	https://search.clinicalgenome.org/kb/genes/HGNC:12428	Saethre-Chotzen syndrome	https://search.clinicalgenome.org/kb/conditions/MONDO:0007042	Autosomal dominant inheritance	3 - Sufficient Evidence for Haploinsufficiency (12/16/2020)	0 - No Evidence for Haploinsufficiency (12/16/2020)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:12428	Dosage Working Group	definitive evidence (01/28/2021)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_1730a1bb-49c2-4c11-8c45-e8747d8fb91d-2021-01-28T180000.000Z	Craniofacial Malformations			
MONDO:0007043	FGFR2	HGNC:3689	https://search.clinicalgenome.org/kb/genes/HGNC:3689	Pfeiffer syndrome	https://search.clinicalgenome.org/kb/conditions/MONDO:0007043	Autosomal dominant inheritance					definitive evidence (03/21/2022)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_eccfe56b-15d7-4ba9-abf2-163dfd3dab3c-2022-03-21T210958.425Z	Craniofacial Malformations			
MONDO:0007064	ADA	HGNC:186	https://search.clinicalgenome.org/kb/genes/HGNC:186	severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, NK cell-negative, due to adenosine deaminase deficiency	https://search.clinicalgenome.org/kb/conditions/MONDO:0007064	Autosomal recessive inheritance					definitive evidence (11/19/2020)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_664ba77c-3db6-47da-941e-316ac819432a-2020-11-19T170000.000Z	SCID-CID			
MONDO:0007068	ADSL	HGNC:291	https://search.clinicalgenome.org/kb/genes/HGNC:291	adenylosuccinate lyase deficiency	https://search.clinicalgenome.org/kb/conditions/MONDO:0007068	Autosomal recessive inheritance	30 - Gene Associated with Autosomal Recessive Phenotype (11/06/2015)	0 - No Evidence for Haploinsufficiency (11/06/2015)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:291	Dosage Working Group	definitive evidence (09/07/2020)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_d282f565-84e4-4a47-9acc-77ee31bbe9f6-2020-09-07T160000.000Z	Intellectual Disability and Autism			
MONDO:0007100	TTR	HGNC:12405	https://search.clinicalgenome.org/kb/genes/HGNC:12405	familial amyloid neuropathy	https://search.clinicalgenome.org/kb/conditions/MONDO:0007100									Strong Actionability (12/23/2019) | Has Insufficient Evidence for Actionability Based on Early Rule-out (10/24/2019)	https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC145 | https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC145	Adult Actionability Working Group | Pediatric Actionability Working Group
MONDO:0007103	SOD1	HGNC:11179	https://search.clinicalgenome.org/kb/genes/HGNC:11179	amyotrophic lateral sclerosis type 1	https://search.clinicalgenome.org/kb/conditions/MONDO:0007103	Autosomal dominant inheritance					definitive evidence (07/13/2021)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_97d17778-d21e-441f-b4b7-49eccaa8cbab-2021-07-13T192226.690Z	Amyotrophic Lateral Sclerosis Spectrum Disorders			
MONDO:0007105	C9orf72	HGNC:28337	https://search.clinicalgenome.org/kb/genes/HGNC:28337	frontotemporal dementia and/or amyotrophic lateral sclerosis 1	https://search.clinicalgenome.org/kb/conditions/MONDO:0007105	Autosomal dominant inheritance					definitive evidence (09/21/2021)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_afd5a267-72c8-4a04-8404-4c819efe61c5-2021-09-21T030209.665Z	Amyotrophic Lateral Sclerosis Spectrum Disorders			
MONDO:0007110	RPS19	HGNC:10402	https://search.clinicalgenome.org/kb/genes/HGNC:10402	Diamond-Blackfan anemia 1	https://search.clinicalgenome.org/kb/conditions/MONDO:0007110		3 - Sufficient Evidence for Haploinsufficiency (03/24/2021)	0 - No Evidence for Haploinsufficiency (03/24/2021)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:10402	Dosage Working Group						
MONDO:0007113	UBE3A	HGNC:12496	https://search.clinicalgenome.org/kb/genes/HGNC:12496	Angelman syndrome	https://search.clinicalgenome.org/kb/conditions/MONDO:0007113	Autosomal dominant inheritance	3 - Sufficient Evidence for Haploinsufficiency (08/23/2012)	0 - No Evidence for Haploinsufficiency (08/23/2012)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:12496	Dosage Working Group	definitive evidence (05/02/2018)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_df25de82-ea9a-4d86-8b42-6587a39650e3-2018-05-02T132344.716Z	Rett and Angelman-like Disorders			
MONDO:0007129	MSX1	HGNC:7391	https://search.clinicalgenome.org/kb/genes/HGNC:7391	tooth agenesis, selective, 1	https://search.clinicalgenome.org/kb/conditions/MONDO:0007129		3 - Sufficient Evidence for Haploinsufficiency (01/12/2021)	0 - No Evidence for Haploinsufficiency (01/12/2021)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:7391	Dosage Working Group						
MONDO:0007134	SOX9	HGNC:11204	https://search.clinicalgenome.org/kb/genes/HGNC:11204	Cooks syndrome	https://search.clinicalgenome.org/kb/conditions/MONDO:0007134	Autosomal dominant inheritance					limited evidence (09/16/2020)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_a1fdeca1-a725-4ccb-a7f6-e77c2d6158aa-2020-09-16T170000.000Z	Skeletal Disorders			
MONDO:0007160	COL2A1	HGNC:2200	https://search.clinicalgenome.org/kb/genes/HGNC:2200	Stickler syndrome type 1	https://search.clinicalgenome.org/kb/conditions/MONDO:0007160		3 - Sufficient Evidence for Haploinsufficiency (07/29/2020)	0 - No Evidence for Haploinsufficiency (07/29/2020)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:2200	Dosage Working Group						
MONDO:0007163	CACNA1A	HGNC:1388	https://search.clinicalgenome.org/kb/genes/HGNC:1388	episodic ataxia type 2	https://search.clinicalgenome.org/kb/conditions/MONDO:0007163		3 - Sufficient Evidence for Haploinsufficiency (05/21/2017)	0 - No Evidence for Haploinsufficiency (05/21/2017)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:1388	Dosage Working Group						
MONDO:0007187	PTCH1	HGNC:9585	https://search.clinicalgenome.org/kb/genes/HGNC:9585	nevoid basal cell carcinoma syndrome	https://search.clinicalgenome.org/kb/conditions/MONDO:0007187	Autosomal dominant inheritance	3 - Sufficient Evidence for Haploinsufficiency (07/01/2020)	0 - No Evidence for Haploinsufficiency (07/01/2020)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9585	Dosage Working Group	definitive evidence (06/04/2018)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_2a3f55f5-e39b-4571-a41f-e46ddb8e298d-2018-06-04T195607.312Z	Hereditary Cancer	Assertion Pending (09/28/2016)	https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC087	Adult Actionability Working Group
MONDO:0007201	FOXL2	HGNC:1092	https://search.clinicalgenome.org/kb/genes/HGNC:1092	blepharophimosis, ptosis, and epicanthus inversus syndrome	https://search.clinicalgenome.org/kb/conditions/MONDO:0007201		3 - Sufficient Evidence for Haploinsufficiency (02/09/2021)	0 - No Evidence for Haploinsufficiency (02/09/2021)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:1092	Dosage Working Group						
MONDO:0007205	MTAP	HGNC:7413	https://search.clinicalgenome.org/kb/genes/HGNC:7413	diaphyseal medullary stenosis-bone malignancy syndrome	https://search.clinicalgenome.org/kb/conditions/MONDO:0007205	Autosomal dominant inheritance	1 - Little Evidence for Haploinsufficiency (10/30/2013)	0 - No Evidence for Haploinsufficiency (10/30/2013)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:7413	Dosage Working Group	moderate evidence (06/15/2021)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_3c2243ec-a10f-4aab-aaf9-99153d805455-2021-06-15T232951.915Z	Hereditary Cancer			
MONDO:0007221	GDF5	HGNC:4220	https://search.clinicalgenome.org/kb/genes/HGNC:4220	brachydactyly type C	https://search.clinicalgenome.org/kb/conditions/MONDO:0007221		3 - Sufficient Evidence for Haploinsufficiency (02/24/2021)	0 - No Evidence for Haploinsufficiency (02/24/2021)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:4220	Dosage Working Group						
MONDO:0007236	EYA1	HGNC:3519	https://search.clinicalgenome.org/kb/genes/HGNC:3519	branchiootorenal syndrome 1	https://search.clinicalgenome.org/kb/conditions/MONDO:0007236		3 - Sufficient Evidence for Haploinsufficiency (08/26/2020)	0 - No Evidence for Haploinsufficiency (08/26/2020)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:3519	Dosage Working Group						
MONDO:0007251	SOX9	HGNC:11204	https://search.clinicalgenome.org/kb/genes/HGNC:11204	campomelic dysplasia	https://search.clinicalgenome.org/kb/conditions/MONDO:0007251	Autosomal dominant inheritance					definitive evidence (06/01/2020)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ca6e2118-28d5-4a6f-8333-ee30994d41cd-2020-06-01T170000.000Z	Skeletal Disorders			
MONDO:0007266	TNNT2	HGNC:11949	https://search.clinicalgenome.org/kb/genes/HGNC:11949	hypertrophic cardiomyopathy 2	https://search.clinicalgenome.org/kb/conditions/MONDO:0007266		0 - No Evidence for Haploinsufficiency (11/16/2015)	0 - No Evidence for Haploinsufficiency (11/16/2015)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:11949	Dosage Working Group				Assertion Pending (08/14/2017)	https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC056	Adult Actionability Working Group
MONDO:0007267	TPM1	HGNC:12010	https://search.clinicalgenome.org/kb/genes/HGNC:12010	hypertrophic cardiomyopathy 3	https://search.clinicalgenome.org/kb/conditions/MONDO:0007267		0 - No Evidence for Haploinsufficiency (11/09/2015)	0 - No Evidence for Haploinsufficiency (11/09/2015)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:12010	Dosage Working Group				Assertion Pending (08/14/2017)	https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC056	Adult Actionability Working Group
MONDO:0007268	MYBPC3	HGNC:7551	https://search.clinicalgenome.org/kb/genes/HGNC:7551	hypertrophic cardiomyopathy 4	https://search.clinicalgenome.org/kb/conditions/MONDO:0007268		3 - Sufficient Evidence for Haploinsufficiency (11/12/2015)	0 - No Evidence for Haploinsufficiency (11/12/2015)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:7551	Dosage Working Group				Assertion Pending (08/14/2017)	https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC056	Adult Actionability Working Group
MONDO:0007269	LMNA	HGNC:6636	https://search.clinicalgenome.org/kb/genes/HGNC:6636	dilated cardiomyopathy 1A	https://search.clinicalgenome.org/kb/conditions/MONDO:0007269		2 - Emerging Evidence for Haploinsufficiency (01/18/2016)	0 - No Evidence for Haploinsufficiency (01/18/2016)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:6636	Dosage Working Group				Assertion Pending (08/14/2017)	https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC138	Adult Actionability Working Group
MONDO:0007270	TNNI3	HGNC:11947	https://search.clinicalgenome.org/kb/genes/HGNC:11947	cardiomyopathy, familial restrictive, 1	https://search.clinicalgenome.org/kb/conditions/MONDO:0007270		1 - Little Evidence for Haploinsufficiency (11/20/2015)	0 - No Evidence for Haploinsufficiency (11/20/2015)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:11947	Dosage Working Group						
MONDO:0007273	SDHB	HGNC:10681	https://search.clinicalgenome.org/kb/genes/HGNC:10681	paragangliomas 4	https://search.clinicalgenome.org/kb/conditions/MONDO:0007273		3 - Sufficient Evidence for Haploinsufficiency (07/22/2020)	0 - No Evidence for Haploinsufficiency (07/22/2020)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:10681	Dosage Working Group				Strong Actionability (10/31/2017)	https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC150	Adult Actionability Working Group
MONDO:0007293	ITGB2	HGNC:6155	https://search.clinicalgenome.org/kb/genes/HGNC:6155	leukocyte adhesion deficiency 1	https://search.clinicalgenome.org/kb/conditions/MONDO:0007293		30 - Gene Associated with Autosomal Recessive Phenotype (08/22/2016)		https://search.clinicalgenome.org/kb/gene-dosage/HGNC:6155	Dosage Working Group						
MONDO:0007298	ITPR1	HGNC:6180	https://search.clinicalgenome.org/kb/genes/HGNC:6180	spinocerebellar ataxia type 29	https://search.clinicalgenome.org/kb/conditions/MONDO:0007298	Autosomal dominant inheritance					definitive evidence (11/03/2021)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_8b938bea-6fcb-46e1-9435-99303d59740e-2021-11-03T160000.000Z	Intellectual Disability and Autism			
MONDO:0007299	NSD1	HGNC:14234	https://search.clinicalgenome.org/kb/genes/HGNC:14234	Sotos syndrome 1	https://search.clinicalgenome.org/kb/conditions/MONDO:0007299		3 - Sufficient Evidence for Haploinsufficiency (07/27/2020)	0 - No Evidence for Haploinsufficiency (07/27/2020)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:14234	Dosage Working Group						
MONDO:0007307	MPZ	HGNC:7225	https://search.clinicalgenome.org/kb/genes/HGNC:7225	Charcot-Marie-Tooth disease type 1B	https://search.clinicalgenome.org/kb/conditions/MONDO:0007307									Assertion Pending (12/20/2017)	https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC129	Adult Actionability Working Group
MONDO:0007308	KIF1B	HGNC:16636	https://search.clinicalgenome.org/kb/genes/HGNC:16636	Charcot-Marie-Tooth disease type 2A1	https://search.clinicalgenome.org/kb/conditions/MONDO:0007308	Autosomal dominant inheritance					no known disease relationship (10/05/2020)	https://search.clinicalgenome.org/kb/gene-validity/CGGV:assertion_ae6ffeae-9609-47bf-89a9-4863cf6ef05c-2020-10-05T161930.420Z	Charcot-Marie-Tooth			
MONDO:0007309	PMP22	HGNC:9118	https://search.clinicalgenome.org/kb/genes/HGNC:9118	Charcot-Marie-Tooth disease type 1A	https://search.clinicalgenome.org/kb/conditions/MONDO:0007309		3 - Sufficient Evidence for Haploinsufficiency (07/12/2012)	0 - No Evidence for Haploinsufficiency (07/12/2012)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9118	Dosage Working Group				Assertion Pending (12/20/2017)	https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC129	Adult Actionability Working Group
MONDO:0007311	PMP22	HGNC:9118	https://search.clinicalgenome.org/kb/genes/HGNC:9118	Charcot-Marie-Tooth disease type 1E	https://search.clinicalgenome.org/kb/conditions/MONDO:0007311		3 - Sufficient Evidence for Haploinsufficiency (07/12/2012)	0 - No Evidence for Haploinsufficiency (07/12/2012)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:9118	Dosage Working Group				Assertion Pending (12/20/2017)	https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC129	Adult Actionability Working Group
MONDO:0007333	IRF6	HGNC:6121	https://search.clinicalgenome.org/kb/genes/HGNC:6121	van der Woude syndrome 1	https://search.clinicalgenome.org/kb/conditions/MONDO:0007333		3 - Sufficient Evidence for Haploinsufficiency (07/06/2012)	0 - No Evidence for Haploinsufficiency (07/06/2012)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:6121	Dosage Working Group						
MONDO:0007336	SATB2	HGNC:21637	https://search.clinicalgenome.org/kb/genes/HGNC:21637	isolated cleft palate	https://search.clinicalgenome.org/kb/conditions/MONDO:0007336		3 - Sufficient Evidence for Haploinsufficiency (07/15/2020)	0 - No Evidence for Haploinsufficiency (07/15/2020)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:21637	Dosage Working Group						
MONDO:0007352	PAX2	HGNC:8616	https://search.clinicalgenome.org/kb/genes/HGNC:8616	renal coloboma syndrome	https://search.clinicalgenome.org/kb/conditions/MONDO:0007352		3 - Sufficient Evidence for Haploinsufficiency (02/26/2020)	0 - No Evidence for Haploinsufficiency (02/26/2020)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:8616	Dosage Working Group						
MONDO:0007355	YAP1	HGNC:16262	https://search.clinicalgenome.org/kb/genes/HGNC:16262	uveal coloboma-cleft lip and palate-intellectual disability	https://search.clinicalgenome.org/kb/conditions/MONDO:0007355		1 - Little Evidence for Haploinsufficiency (11/13/2014)	0 - No Evidence for Haploinsufficiency (11/13/2014)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:16262	Dosage Working Group						
MONDO:0007356	MSH2	HGNC:7325	https://search.clinicalgenome.org/kb/genes/HGNC:7325	Lynch syndrome 1	https://search.clinicalgenome.org/kb/conditions/MONDO:0007356		3 - Sufficient Evidence for Haploinsufficiency (10/13/2021)	0 - No Evidence for Haploinsufficiency (10/13/2021)	https://search.clinicalgenome.org/kb/gene-dosage/HGNC:7325	Dosage Working Group				Has Insufficient Evidence for Actionability Based on Early Rule-out (09/15/2021) | Definitive Actionability (02/11/2015)	https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Pediatric/ui/stg2SummaryRpt?doc=AC069 | https://search.clinicalgenome.org/kb/gene-validity/https://actionability.clinicalgenome.org/ac/Adult/ui/stg2SummaryRpt?doc=AC069	Pediatric Actionability Working Group | Adult Actionability Working Group
